sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,simple_sentences_gpt4o,tags,timex_tag,ekilex_tag,ner_tag,A,E,T,L1,L2,L,S,tag,initial_cat,verb_head_same_sent,head_verbi_alluv
15452380,24133769,22,olema,lahti,in,heitlus,heitluses,"Kui võõrsilt hangitud 2 : 0 paremus La Coruna Deportivo üle peaks Manchester Unitedi poolfinaali viima , siis Reali ja Bayerni heitluses on kõik otsad lahti .","['Manchester United võitis La Coruna Deportivo üle 2:0.', 'See võit võib viia Manchester Unitedi poolfinaali.', 'Reali ja Bayerni heitluses on kõik otsad lahti.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
2864202,4593231,4,jooksma,ringi,in,park,pargis,"Viinis jooksevad keiserlikus pargis läbisegi ringi rotveilerid , jänesed ja tuvid ning tõenäoliselt söövad kõik koos rohtu .","['Viinis jooksevad keiserlikus pargis ringi rotveilerid.', 'Viinis jooksevad keiserlikus pargis ringi jänesed.', 'Viinis jooksevad keiserlikus pargis ringi tuvid.', 'Kõik loomad söövad tõenäoliselt koos rohtu.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
3673512,5915564,14,sõitma,,in,Olympiako,Olympiakos,"Kuulus Hispaania klubi võib saada neljandagi nulli , järgmisel nädalal sõidab talle külla Olympiakos .","['Kuulus Hispaania klubi võib saada neljanda nulli.', 'Järgmisel nädalal sõidab talle külla Olympiakos.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,yes,no,no,no,no,no,no,A,elt_n80_elt,y,e
1715118,2730119,11,rebima,,in,esik,esikus,""" Kuigi saladuse hoidmise nimel rebisin koju jõudes jõulumeheriided juba esikus seljast ning tormasin grimmiga vannituppa , jäin ma vist kunagi ikkagi vahele .","['Ma rebisin jõulumeheriided juba esikus seljast.', 'Ma tormasin grimmiga vannituppa.', 'Ma tegin seda saladuse hoidmise nimel.', 'Ma jäin vist kunagi ikkagi vahele.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
18647683,28204566,10,pöörama,,ill,mõte,mõttesse,« Aheimidagi .. » vastasin mina ja pöörasin pilgu mõttesse ..,"['Ma vastasin: «Aheimidagi..»', 'Ma pöörasin pilgu mõttesse.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
1385080,2202753,6,põhjustama,,in,kivi-söeshaht,kivi-söeshahtis,"Ekspertide esialgsetel hinnangutel põhjustas Barakova kivi-söeshahtis 664 meetri sügavusel toimunud plahvatuse rikkis gaasiandur , mis ei näidanud , et shahti on kogunenud suur hulk metaani ja kivisöetolmu üliohtlikku segu .","['Ekspertide esialgsetel hinnangutel põhjustas plahvatuse rikkis gaasiandur.', 'Plahvatus toimus Barakova kivisöeshahtis.', 'Plahvatus toimus 664 meetri sügavusel.', 'Gaasiandur ei näidanud, et shahti on kogunenud suur hulk metaani.', 'Shahti oli kogunenud suur hulk kivisöetolmu üliohtlikku segu.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,n,y
628658,997721,18,kukkuma,alla,abl,õrs,õrrelt,"Arnold Schwarzenegger võitis kohtuprotsessi sakslasest doktori vastu , kelle arvates filmistaar anaboolsete steroidide kasutamise tõttu "" oma õrrelt pigem varem kui hiljem alla kukub "" .","['Arnold Schwarzenegger võitis kohtuprotsessi.', 'Kohtuprotsess oli sakslasest doktori vastu.', 'Doktor arvas, et filmistaar kukub anaboolsete steroidide kasutamise tõttu oma õrrelt pigem varem kui hiljem alla.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
14644005,23106226,22,kehtestama,,el,Rahvavabariik,Rahvavabariigist,"1 ) Komisjon kehtestas määrusega ( EÜ ) nr 362/1999  2  ( edaspidi “ ajutine määrus ” ) Hiina Rahvavabariigist , Indiast , Mehhikost , Lõuna-Aafrikast ja Ukrainast pärit terastrosside ühendusse importimise suhtes ajutise dumpinguvastase tollimaksu ja kiitis heaks teatavate Ungari ja Poola eksportijate pakutud kohustused .","['Komisjon kehtestas määrusega (EÜ) nr 362/1999 ajutise dumpinguvastase tollimaksu.', 'Tollimaks kehtestati Hiina Rahvavabariigist, Indiast, Mehhikost, Lõuna-Aafrikast ja Ukrainast pärit terastrosside importimisele.', 'Komisjon kiitis heaks teatavate Ungari ja Poola eksportijate pakutud kohustused.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
14457094,22879951,42,käsitlema,,in,õhuveondus,õhuveonduses,"Et tagada lepinguosaliste vahelise veonduse kooskõlaline areng , mis on kohandatud nende kaubandusvajadustele , võivad lepinguosalised pärast käesoleva lepingu jõustumist sõlmida vajaduse korral erilepinguid , mis käsitlevad vastastikuse turulepääsu ja teenuste osutamise tingimusi maantee- , raudtee- ja sisevee- ning vajaduse korral õhuveonduses .","['Lepinguosalised soovivad tagada veonduse kooskõlalise arengu.', 'Veondus peab olema kohandatud lepinguosaliste kaubandusvajadustele.', 'Lepinguosalised võivad sõlmida erilepinguid.', 'Erilepingud käsitlevad vastastikuse turulepääsu ja teenuste osutamise tingimusi.', 'Erilepingud võivad puudutada maantee-, raudtee-, sisevee- ja õhuveondust.', 'Erilepingud sõlmitakse pärast käesoleva lepingu jõustumist.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,?
2649505,4251318,20,kosuma,,in,lähitulevik,lähitulevikus,"Kolmanda olulise mõttena jäi tööandjate keskliidu teatel seminaril kõlama see , et praegu suurte tagasilöökide all kannatav transiidisektor kosub lähitulevikus viiendiku võrra väiksemale tasemele , kui enne sanktsioonide algust .","['Seminaril kõlas tööandjate keskliidu teatel oluline mõte.', 'Transiidisektor kannatab praegu suurte tagasilöökide all.', 'Transiidisektor kosub lähitulevikus.', 'Transiidisektor jõuab viiendiku võrra väiksemale tasemele kui enne sanktsioonide algust.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,time,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
18833955,28446092,20,toimuma,,ill,väeosa,väeosadesse,"Me oleme jõudnud esimeste , tõsi küll , väga piiratud militaarkontaktideni , meil toimuvad hea tahte näitena vastastikused inspektsioonid väeosadesse .","['Me oleme jõudnud esimeste militaarkontaktideni.', 'Need kontaktid on väga piiratud.', 'Meil toimuvad vastastikused inspektsioonid väeosadesse.', 'Inspektsioonid toimuvad hea tahte näitena.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
3002894,4816565,4,täienema,,ad,avastamine,avastamisel,Kehavälise viljastamise meetodi avastamisel järel on see pidevalt täienenud ning lisandunud on palju muid võimalusi .,"['Kehavälise viljastamise meetod avastati.', 'Pärast avastamist on meetod pidevalt täienenud.', 'Lisandunud on palju muid võimalusi.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,?,?
5516825,8844806,13,lahvatama,,in,klaas,klaasis,"Jaapanis sai uusaastat vastu võtnud noormees raskeid põletushaavu , kui tema viin klaasis põlema lahvatas , teatas politsei pühapäeval .","['Jaapanis sai noormees raskeid põletushaavu.', 'Noormees oli uusaastat vastu võtnud.', 'Tema viin klaasis lahvatas põlema.', 'Politsei teatas sellest pühapäeval.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
3425782,5514831,6,helisema,,ad,taust,taustal,"Räägivad ja räägivad , aga taustal heliseb pidevalt lauatelefon .","['Inimesed räägivad ja räägivad.', 'Taustal heliseb pidevalt lauatelefon.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
9216256,14811820,9,kogema,,ad,tõus,tõusudel,"“ Soovisin alustada särtsakamalt , kuid juba esimestel tõusudel kogesin raskust . ”","['Ma soovisin alustada särtsakamalt.', 'Juba esimestel tõusudel kogesin raskust.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
10276997,16492820,19,tipnema,,in,kõrgushüpe,kõrgushüppes,"Erakordselt osavõtjaterohke kaheksa parkuuriga karikavõistlus pakkus nädalavahetusel umbes 3000 pealtvaatajale pinget igas võistlusklassis ja tipnes Eesti rekordiga hobuste kõrgushüppes , kus Luunja ratsakooli kasvandik Urmas Raag hobusel Kingston ületas tõkke kõrgusega 2.05.","['Kaheksa parkuuriga karikavõistlus oli erakordselt osavõtjaterohke.', 'Võistlus pakkus nädalavahetusel umbes 3000 pealtvaatajale pinget.', 'Pinget oli igas võistlusklassis.', 'Võistlus tipnes Eesti rekordiga hobuste kõrgushüppes.', 'Luunja ratsakooli kasvandik Urmas Raag ületas tõkke kõrgusega 2.05.', 'Urmas Raag hüppas hobusel Kingston.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
2538839,4072844,14,pooldama,,in,jutuajamine,jutuajamises,"Klaari sõnul ei ole Mõõdukad küll ametlikult umbusaldamise toetamist arutanud , kuid omavahelises jutuajamises on kõik seda pooldanud .","['Klaari sõnul ei ole Mõõdukad ametlikult umbusaldamise toetamist arutanud.', 'Mõõdukad on omavahelises jutuajamises umbusaldamist pooldanud.']",,,,,no,no,no,no,yes,yes,no,L,elt_n80_elt,y,y
4332471,6969706,5,täitma,,in,ManU,ManU-s,29-aastane Prantsusmaa koondislane täidab ManU-s enamasti vasakkaitsja ülesandeid .,['29-aastane Prantsusmaa koondislane täidab ManU-s vasakkaitsja ülesandeid.'],,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
4707999,7564863,2,tuletama,,in,Päevaleht,Päevalehes,"Tänases Päevalehes tuletab Isamaaliidu mees Ammas meelde , et koalitsioonilepingus on ka majandusministeeriumi ja teede- ja sideministeeriumi liitmise punkt .","['Tänases Päevalehes tuletab Isamaaliidu mees Ammas meelde ühte punkti.', 'Koalitsioonilepingus on majandusministeeriumi ja teede- ja sideministeeriumi liitmise punkt.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,ORG,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
5673642,9100085,14,jutustama,,in,kohus,kohtus,"Ta lõi mu pikali ja püüdis mu pead nokkida , "" jutustas naine kohtus .","['Ta lõi mu pikali.', 'Ta püüdis mu pead nokkida.', 'Naine jutustas sellest kohtus.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
18556819,28087743,8,leidma,üles,el,id.ee,id.ee'st,mida muide otsingut kasutamata mitte kuidagi sealt id.ee'st üles ei leia .,"[""Mida otsingut kasutamata mitte kuidagi sealt id.ee'st üles ei leia.""]",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
13517648,21620049,5,lahkuma,,abl,imedemaa,Imedemaalt,""" Igaühele , kes Imedemaalt lahkub , peaks mõni oma tehtud asi kätte jääma , ” ütles Matvei .","['Igaühele, kes Imedemaalt lahkub, peaks mõni oma tehtud asi kätte jääma.', 'Matvei ütles seda.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
13510140,21608429,7,tundma,,in,ametikool,ametikoolis,Samal ajal tunnevad tööandjad suurt puudust ametikoolis hea väljaõppe ja korraliku tööharjumuse saanud spetsialistidest .,"['Samal ajal tunnevad tööandjad suurt puudust spetsialistidest.', 'Spetsialistid on saanud ametikoolis hea väljaõppe.', 'Spetsialistidel on korralik tööharjumus.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,,no,no,no,yes,no,yes,no,L,elt_n80_elt,n,y
5282711,8473969,11,sattuma,,all,karujärg,karujärgedele,"Soomaa sõber Tiina Korts sattus laupäeval varakevadist loodust pildistades värsketele karujärgedele , mis tulid Tipu metsade poolt ja suundusid Öördi rappa , kirjutab tänane Sakala .","['Soomaa sõber Tiina Korts sattus laupäeval värsketele karujärgedele.', 'Tiina Korts pildistas varakevadist loodust.', 'Karujäljed tulid Tipu metsade poolt.', 'Karujäljed suundusid Öördi rappa.', 'Tänane Sakala kirjutab sellest.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
2761717,4429047,7,töötama,,el,maikuu,maikuust,Olen selles firmas töötanud 2000. aasta maikuust ja lapsehoolduspuhkusele jäin 2004. aasta aprillis .,"['Ma olen selles firmas töötanud 2000. aasta maikuust.', 'Ma jäin lapsehoolduspuhkusele 2004. aasta aprillis.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
17486694,26807930,15,paluma,,el,Cibus,Cibusest,"VÕRKPALL : Euroopa Meistrite Liigaks valmistuv ESS Pärnu meeskond palus Tartu Pere Leib/Cibusest appi temporündaja Marek Pihlaku , ent eile Itaaliasse lennanud rivistuses teda siiski polnud .","['ESS Pärnu meeskond valmistub Euroopa Meistrite Liigaks.', 'Meeskond palus Tartu Pere Leib/Cibusest appi temporündaja Marek Pihlaku.', 'Eile lendas rivistus Itaaliasse.', 'Rivistuses Marek Pihlaku siiski polnud.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,ORG,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
171770,285903,11,viitama,,in,lõpp,lõpus,"Aga nad võivad minna veelgi kaugemale : 1998. aasta detsembri lõpus viitasid soomlased tõigale , et ro-ro tüüpi reisilaevadel peaks madruse palk olema 35 000 krooni ( 2600 USA dollarit ) .","['Nad võivad minna veelgi kaugemale.', '1998. aasta detsembri lõpus viitasid soomlased ühele tõigale.', 'Ro-ro tüüpi reisilaevadel peaks madruse palk olema 35 000 krooni.', '35 000 krooni on 2600 USA dollarit.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
2840201,4555037,9,sõnama,,in,Taškent,Taškendis,"Venemaa kaitseminister Sergei Ivanov sõnas kolmapäeval Usbekistani pealinnas Taškendis ajakirjanikele , et kui USA kavatseb jätkab oma raketikilbi rajamist Kesk-Euroopas , siis võib Venemaa paigutada oma raketiüksused Kaliningradi , vahendab BBC .","['Venemaa kaitseminister Sergei Ivanov sõnas kolmapäeval midagi ajakirjanikele.', 'Ta rääkis Usbekistani pealinnas Taškendis.', 'USA kavatseb jätkata oma raketikilbi rajamist Kesk-Euroopas.', 'Venemaa võib paigutada oma raketiüksused Kaliningradi.', 'BBC vahendab seda.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,n,y
7183338,11554658,5,tooma,kaasa,in,lahingukool,lahingukoolis,Kunnase poolt juhitud Meegomäe lahingukoolis tõi alkoholi pruukimine kaasa kohese väljaviskamise .,"['Meegomäe lahingukoolis tõi alkoholi pruukimine kaasa kohese väljaviskamise.', 'Meegomäe lahingukooli juhib Kunnas.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
3638826,5860061,8,hankima,,el,prügikast,prügikastidest,Söögu nüüd rahvas lubatud kartulikoori ja hankigu prügikastidest koortekõrvast .,"['Rahvas söögu nüüd lubatud kartulikoori.', 'Rahvas hankigu prügikastidest koortekõrvast.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
3794216,6111337,5,taastama,,in,artikkel,artiklis,"Esmaspäeval ajakirjas Science avaldatud artiklis taastab rahvusvaheline uurijate rühm sündmuskäigu , kuidas jää viimasel jääajal Eesti kandist taandus .","['Esmaspäeval avaldati ajakirjas Science üks artikkel.', 'Rahvusvaheline uurijate rühm taastab artiklis sündmuskäigu.', 'Jää taandus viimasel jääajal Eesti kandist.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
4948751,7945210,3,alustama,,el,Pärnu,Pärnust,"Eile alustas Pärnust pikka reisi kaks bussitäit ESS Falck meeskonna fänne , kokku 85 võrkpallisõpra .","['Eile alustas Pärnust pikka reisi kaks bussitäit fänne.', 'Fännid on ESS Falck meeskonna toetajad.', 'Kokku oli 85 võrkpallisõpra.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
54554,94564,5,müttama,,in,Taaralinn,Taaralinnas,"Seitse aastat müttas mees Taaralinnas ja Põhjalaski , kuni kuuldused temast levisid merede taha ja Norramaa kuningas tema rüütliseisusesse tõstis .","['Mees müttas seitse aastat Taaralinnas ja Põhjalaski.', 'Kuuldused temast levisid merede taha.', 'Norramaa kuningas tõstis ta rüütliseisusesse.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
608649,964925,6,sattuma,,all,aas,aasale,""" Autost välja astudes satub aasale , kus kasvavad põllulilled ja seisab tuuleveski .","['Autost välja astudes satub aasale.', 'Aasal kasvavad põllulilled.', 'Aasal seisab tuuleveski.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
5671227,9096096,1,võitlema,,in,Varbola,Varbolas,Varbolas võitleb ta Thori rollis .,['Varbolas võitleb ta Thori rollis.'],|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
6443340,10359501,20,tähendama,,ad,piir,piiril,"Siiski on Eesti piirivalve valmis vajadusel minema üle tugevdatud valvamisele , mis muu hulgas tähendab tegevuse tihendamist nii rohelisel piiril kui ka piiripunktides .","['Eesti piirivalve on valmis vajadusel minema üle tugevdatud valvamisele.', 'Tugevdatud valvamine tähendab tegevuse tihendamist rohelisel piiril.', 'Tugevdatud valvamine tähendab tegevuse tihendamist piiripunktides.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
12150891,19455522,13,lükkama,ümber,ad,ehitusplats,ehitusplatsil,"Kõige rohkem sai kannatada Hamburgi lõunapoolne linnaosa Harburg , kus tornaado lükkas ehitusplatsil ümber kolm kraanat , surmasaanud olidki kraanajuhid , ütles politsei esindaja .","['Hamburgi lõunapoolne linnaosa Harburg sai kõige rohkem kannatada.', 'Tornaado lükkas ehitusplatsil ümber kolm kraanat.', 'Surmasaanud olid kraanajuhid.', 'Politsei esindaja ütles seda.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
2374958,3805890,41,mööduma,,ad,maantee,maanteel,""" Õnneks on inimesed väga mõistlikud ja ei ole massiliselt tulnud oma autodega , mistõttu jätkub suurhalli ümbruses ka parkimiskohti , "" ütles ETAle Falcki avalike suhete juht Indrek Lindsalu , kelle sõnul möödusid mõlemad kontserdid ilma suuremate liiklusummikutega Paldiski maanteel .","['Õnneks on inimesed väga mõistlikud.', 'Inimesed ei ole massiliselt tulnud oma autodega.', 'Suurhalli ümbruses jätkub parkimiskohti.', 'Falcki avalike suhete juht Indrek Lindsalu ütles seda ETAle.', 'Mõlemad kontserdid möödusid ilma suuremate liiklusummikuteta Paldiski maanteel.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
6694760,10770808,29,moodustuma,,in,bensiinijaam,bensiinijaamades,"BAGDAD , 30. detsember ( AP-EPLO ) - Iraagi suurima naftatöötlemistehase sulgemine põhjustas reedel elanike seas hirmu , et kütus võib tanklates kallineda või otsa lõppeda ning Bagdadi bensiinijaamades moodustusid pikad järjekorrad .","['Iraagi suurim naftatöötlemistehas suleti.', 'Tehas suleti reedel.', 'See põhjustas elanike seas hirmu.', 'Elanikud kartsid, et kütus võib tanklates kallineda.', 'Elanikud kartsid, et kütus võib tanklates otsa lõppeda.', 'Bagdadi bensiinijaamades moodustusid pikad järjekorrad.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
11610687,18588656,16,tahtma,,in,Rain,Rainis,""" Ta ei ole meelega kõrvalehoidja , "" kinnitab õde ja ema meenutab , kuidas Rainis tahtis vabatahtlikult kaitseväkke minna .","['Ta ei ole meelega kõrvalehoidja.', 'Õde kinnitab seda.', 'Ema meenutab midagi.', 'Rainis tahtis vabatahtlikult kaitseväkke minna.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,yes,no,no,no,no,no,no,A,elt_n80_elt,y,e
252869,402877,6,viima,,adit,diagramm,diagrammi,"See suund viiks meid Venni diagrammi , Karnaugh kaardi ja taoliste skeemide poole .","['See suund viiks meid Venni diagrammi poole.', 'See suund viiks meid Karnaugh kaardi poole.', 'See suund viiks meid taoliste skeemide poole.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,e
14199126,22574079,9,looma,,in,Kärdla,Kärdlas,Esmaspäeval lõi Sören ( 26 ) politsei teatel Kärdlas Turu tänaval pudeliga näkku Tarmole ( 19 ) .,"['Esmaspäeval lõi Sören Kärdlas Turu tänaval Tarmole pudeliga näkku.', 'Sören on 26-aastane.', 'Tarmo on 19-aastane.', 'Selle kohta teatas politsei.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
9025153,14510989,12,helisema,,in,põu,põues,"Ajakirjanik on jõudnud Ühispanga majast 20 sammu kaugusele , kui tema põues heliseb mobiiltelefon .","['Ajakirjanik jõudis Ühispanga majast 20 sammu kaugusele.', 'Ajakirjaniku põues helises mobiiltelefon.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
7567893,12153816,5,muretsema,,in,päevaraamat,päevaraamatus,174 Nyenstede muretses oma päevaraamatus linnakantselei saatuse pärast .,['174 Nyenstede muretses oma päevaraamatus linnakantselei saatuse pärast.'],,,,,no,no,no,no,yes,yes,no,L,elt_n80_elt,y,y
8945593,14379441,9,olema,koht,ad,filmipidu,filmipeol,"Burgsviki festival pole suur , kuid sel iga-aastasel filmipeol on alati kohal üle poole tosina filmilooja kõigist kolmest Balti riigist ja veelgi arvukamalt Rootsi poolelt .","['Burgsviki festival pole suur.', 'See on iga-aastane filmipidu.', 'Sellel festivalil on alati kohal üle poole tosina filmilooja kõigist kolmest Balti riigist.', 'Sellel festivalil on alati kohal veelgi arvukamalt Rootsi poolelt.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,n,y
1732380,2757509,1,viigistama,,in,A-grupp,A-grupis,A-grupis viigistasid eile Cote d Ivoire - Togo 1 : 1 ( 38. pen .,"[""A-grupis viigistasid eile Cote d'Ivoire ja Togo."", 'Mäng lõppes seisuga 1:1.', '38. minutil löödi penalti.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
15256752,23830319,15,lõhkama,,in,Moskva,Moskvas,"Tagaotsitav naine kuulunud teise terroristlikusse grupeeringusse , mis lõhkas vahetult enne « Nord-Osti » Moskvas McDonald'si restorani ees sõiduauto ning kavatses korraldada metrooplahvatuse , mis tal aga ei õnnestunud .","['Tagaotsitav naine kuulus teise terroristlikusse grupeeringusse.', ""See grupeering lõhkas Moskvas McDonald'si restorani ees sõiduauto."", 'See toimus vahetult enne «Nord-Osti».', 'Naine kavatses korraldada metrooplahvatuse.', 'Metrooplahvatust ei õnnestunud korraldada.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
6655353,10709047,13,hakkama,,el,Ida-Euroobas,Ida-Euroopast,"Rootsi tööminister Hans Karlsson siiski ei arva , et pärast liitumist hakkaksid Ida-Euroopast suured hordid Rootsi suunduma , pealegi pole Rootsil juba kümne aasta pärast endal piisavalt tööjõudu .","['Rootsi tööminister on Hans Karlsson.', 'Hans Karlsson ei arva, et pärast liitumist hakkaksid Ida-Euroopast suured hordid Rootsi suunduma.', 'Rootsil pole juba kümne aasta pärast piisavalt tööjõudu.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
5334192,8557186,13,ahistama,,in,valik,valikutes,Kriitikute meelest võtaks selline süsteem ära igasuguse paindlikkuse ja ahistaks inimesi nende valikutes .,"['Kriitikute meelest võtaks selline süsteem ära igasuguse paindlikkuse.', 'Kriitikute meelest ahistaks selline süsteem inimesi nende valikutes.']",,,,,no,no,no,no,yes,yes,no,L,elt_n80_elt,y,y
11878378,19007224,5,tüürima,,ad,MM,MMil,Cipollini tüüris oma esimesel MMil meistritiitlile .,['Cipollini tüüris oma esimesel MMil meistritiitlile.'],|E|AE|EL|ET|AET|ELT|,,event,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
887634,1413853,10,tooma,tagasi,ad,päev,päeval,"Kummaline oli see , et ta tõi need järgmisel päeval tagasi !","['See oli kummaline.', 'Ta tõi need järgmisel päeval tagasi.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,,no,no,no,no,no,no,no,T,elt_n80_elt,y,y
17257398,26496195,2,käsitlema,,in,kaasettekanne,kaasettekandes,Oma kaasettekandes ma käsitlesin seda teemat oma arvates ammendavalt .,"['Oma kaasettekandes käsitlesin seda teemat.', 'Ma arvan, et käsitlesin seda teemat ammendavalt.']",,,,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
958299,1526420,10,keerama,,ill,paber,paberisse,"Lillemüüja Riina Orasmäe keeras eile Pärnu Vanal turul roose paberisse , millel seisid Pärnu pensionäride aadressid , passinumbrid ja pensionide suurused , kirjutab Pärnu Postimees .","['Lillemüüja on Riina Orasmäe.', 'Riina Orasmäe keeras eile Pärnu Vanal turul roose paberisse.', 'Paberil seisid Pärnu pensionäride aadressid.', 'Paberil seisid Pärnu pensionäride passinumbrid.', 'Paberil seisid Pärnu pensionäride pensionide suurused.', 'Selle kohta kirjutab Pärnu Postimees.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
676751,1076178,14,tahtma,,in,Stockholm,Stockholmis,"Lähipäevil peaks uus Apple iMac siiski kohale jõudma , sest te ju tahate Stockholmis digitaalse videokaameraga salvestatud koduvideo ja fotod arvuti abil monteerida ning mõnele sõbrale vaatamiseks saata .","['Lähipäevil peaks uus Apple iMac kohale jõudma.', 'Te tahate Stockholmis digitaalse videokaameraga salvestatud koduvideo monteerida.', 'Te tahate Stockholmis digitaalse videokaameraga salvestatud fotod monteerida.', 'Te tahate need arvuti abil mõnele sõbrale vaatamiseks saata.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
10469540,16789523,10,kordama,,in,Viljandi,Viljandis,"Tänavu on haapsallanna korra juba isiklikku tippmarki korranud - Viljandis , noorte lahtistel meistrivõistlustel alistus 1 .","['Tänavu on haapsallanna korra juba isiklikku tippmarki korranud.', 'See juhtus Viljandis.', 'See juhtus noorte lahtistel meistrivõistlustel.', 'Seal alistus 1.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,yes,no,no,no,no,no,E,elt_n80_elt,n,y
1640029,2611753,17,jätkama,,in,arhiiv,arhiivides,"Töörühma juht Rainer Hildebrandt ütles Berliinis korraldatud pressikonverentsil , et Saksa ametivõimud ja uurijad jätkavad tööd arhiivides , sealhulgas teistes endistes idabloki riikides , et luua võimalikult täpne hukkunute register .","['Töörühma juht on Rainer Hildebrandt.', 'Rainer Hildebrandt ütles Berliinis korraldatud pressikonverentsil, et Saksa ametivõimud jätkavad tööd arhiivides.', 'Rainer Hildebrandt ütles, et uurijad jätkavad tööd arhiivides.', 'Tööd tehakse ka teistes endistes idabloki riikides.', 'Eesmärk on luua võimalikult täpne hukkunute register.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
