lemma,eki_E,eki_L,eki_T,eki_ELT,eki_A,eki_S,eki__,gpt_E,gpt_L,gpt_T,gpt_ELT,gpt_A,gpt_S,gpt__
liidergrupp,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiderlikkus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0
liiderlus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiderpaar,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liidervõistkond,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liides,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.67,0.0,66.67,0.0,0.0,33.33
liidetu,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liidirkoht,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liidrigrupp,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liidrikandidaat,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liidrikoht,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.56,83.33,0.0,88.89,0.0,5.56,5.56
liidripositsioon,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liidriroll,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.67,0.0,66.67,0.0,0.0,33.33
liidriseisus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
liidrisärk,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,37.5,0.0,37.5,0.0,62.5,0.0
liidritool,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liidrivest,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liidukantsler,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liidukogu,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liidulepe,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liiduleping,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.67,0.0,66.67,0.0,0.0,33.33
liidulõpuaasta,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
liidumaa,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiduministeerium,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liidupakkumine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
liidupresident,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liidupäev,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0
liidus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liiduvabariik,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,93.33,0.0,93.33,0.0,0.0,6.67
liig,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.88,17.65,0.0,23.53,47.06,0.0,29.41
liiga,0.0,0.0,0.0,0.0,0.0,0.0,100.0,83.9,16.1,0.0,100.0,0.0,0.0,0.0
liigaasta,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
liigaheitlus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liigahooaeg,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liigahtude,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liigajalgpall,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liigakohtumine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liigamäng,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liigatabel,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liige,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.21,0.0,1.21,91.5,0.0,7.29
liigend,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liigendbuss,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liigendus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.67,0.0,66.67,0.0,0.0,33.33
liiges,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,90.0,0.0,90.0,0.0,0.0,10.0
liigesehaige,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liigesehaigus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liigesepatoloogia,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liigesepõletik,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liigesevalu,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
liigikaaslane,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0
liigikaitseleping,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liigirikkus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liigitamine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0
liigitus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,60.0,0.0,0.0,40.0
liigitussüsteem,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liigjoomine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liigkasuvõtja,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liigkilo,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiglumi,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liigne,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
liigniiskus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liigsööja,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liigsöömine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.33,33.33,0.0,66.67,0.0,33.33,0.0
liigsöömisele-joomine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liigtarbimine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
liigutamine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,60.0,0.0,0.0,40.0
liigutatavus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
liigutus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.33,0.0,33.33,0.0,9.52,57.14
liigutusnärvitõbi,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liik,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.38,0.0,34.38,3.12,0.0,62.5
liikhaab,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikleja,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,5.0,90.0,0.0,5.0
liiklemine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,20.0,0.0,60.0,0.0,0.0,40.0
liiklemisskeem,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklemisstiil,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.94,66.18,0.0,94.12,0.0,0.0,5.88
liiklus-ohutus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklus-ummik,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
liiklusavarii,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liikluseeskiri,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,77.78,0.0,77.78,0.0,0.0,22.22
liikluseeskirjarikkumine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liiklusejärelevalve,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluseksam,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liiklusekspert,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liiklushuligaan,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liiklushuligaansus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liiklusinspektor,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liiklusjärelevalve,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liiklusjärelevalveala,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikluskanal,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluskaos,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0
liikluskeeris,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluskindlustus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluskindlustusala,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikluskomisjon,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluskorraldaja,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liikluskorraldus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluskorralduskeskus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluskorraldusmuudatus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikluskrahh,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liikluskulttur,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluskultuur,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusliin,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusmärk,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,0.0,80.0,0.0,0.0,20.0
liiklusmüra,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusoht,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusohutus,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liiklusohutuskampaania,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liiklusolu,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liiklusolukord,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
liiklusplats,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikluspolitsei,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.88,64.71,0.0,70.59,29.41,0.0,0.0
liikluspolitseinik,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liikluspropaganda,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusreegel,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusregister,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusreguleerija,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liiklussaade,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liiklusseadus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,71.43,0.0,71.43,0.0,0.0,28.57
liiklusseisak,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusskeem,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liiklussoon,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liiklussuund,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklussõlm,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklustihedus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.33,0.0,33.33,0.0,0.0,66.67
liiklustund,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liiklusummik,0.0,0.0,0.0,0.0,0.0,100.0,0.0,37.5,62.5,0.0,100.0,0.0,0.0,0.0
liiklusvaatlus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusvahend,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.67,0.0,66.67,0.0,0.0,33.33
liiklusvool,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiklusõnnetus,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liikmekaart,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikmekandidaat,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0
liikmekoht,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikmeksastumine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikmekspürgija,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liikmekssoovija,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liikmekstulek,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liikmelisus,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33
liikmemaks,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liikmesettevõte,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikmeskond,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,83.33,0.0,83.33,16.67,0.0,0.0
liikmesmaa,0.0,65.52,0.0,65.52,34.48,0.0,0.0,0.0,93.1,0.0,93.1,0.0,0.0,6.9
liikmesorganisatsioon,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikmesriik,0.0,70.26,0.0,70.26,29.74,0.0,0.0,0.0,89.23,0.0,89.23,4.1,0.0,6.67
liikmesstaatus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikmestaatus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikmesus,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
liiksluspolitseinik,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liikuja,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liikuma,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liikumahakkamine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liikumatus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikumi,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikumine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16.05,34.57,0.0,50.62,0.0,9.88,39.51
liikumiskiir,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
liikumiskiird,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikumiskiirus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikumiskoha,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikumislaud,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikumisruum,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikumisvabadus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.67,0.0,66.67,0.0,33.33,0.0
liikumisvaegus,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
liikumisvajadus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liikumisvõimalus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liikumisõpetaja,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liikurmasin,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liikuvus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,0.0,25.0,0.0,75.0,0.0
liikuvvara,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liim,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.5,0.0,12.5,0.0,37.5,50.0
liin,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.92,86.21,0.0,97.13,0.0,0.0,2.87
liinde,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liinibuss,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.0,80.0,0.0,95.0,0.0,0.0,5.0
liinigrupp,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liinikonkurss,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liinilaev,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liinilend,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.67,0.0,0.0,66.67,0.0,0.0,33.33
liinileping,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liiniots,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liinitakso,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiniturg,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liinitöö,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liinivedu,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liiniõmbleja,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liiper,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liipritehas,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liir,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,25.0,0.0,25.0
liisa,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liisija,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liisimine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liising,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,0.0,80.0,6.67,0.0,13.33
liisingfirma,0.0,14.29,0.0,14.29,85.71,0.0,0.0,0.0,71.43,0.0,71.43,0.0,0.0,28.57
liisinguauto,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liisingufirma,0.0,28.57,0.0,28.57,71.43,0.0,0.0,0.0,71.43,0.0,71.43,0.0,0.0,28.57
liisinguklient,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liisinguperiood,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
liisingupettus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liisingutegevus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
liisingutingimus,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liisinguturg,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liisk,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liist,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liistuimitatsioon,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liisukk,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liit,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.8,89.49,0.0,95.29,3.26,0.36,1.09
liit-popp,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liitekoht,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liiter,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,0.0,25.0,0.0,0.0,75.0
liitiumaku,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
liitklass,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liitlane,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.33,0.0,8.33,91.67,0.0,0.0
liitlasmaa,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liitlasvägi,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.67,0.0,33.33
liitmine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0,5.0,0.0,65.0,0.0,5.0,30.0
liitpank,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liitriik,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0
liitrine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0
liituja,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
liitujariik,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0
liitumine,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.72,6.02,1.2,87.95,0.0,4.82,7.23
