sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,opinion,simple_sentences,simple_sentences_gpt4o,tags,timex_tag,ekilex_tag,ner_tag,A,E,T,L1,L2,L,S,tag,initial_cat,verb_head_same_sent,head_verbi_alluv
11186130,17918309,11,viitama,,all,akvarelliharrastus,akvarelliharrastusele,Mall Vahtre näituse pealkiri “ Omaks võetud ” viitab kunstniku akvarelliharrastusele .,,,"['Mall Vahtre näituse pealkiri on “Omaks võetud”.', 'Näituse pealkiri viitab kunstniku akvarelliharrastusele.']",,,,,no,no,no,no,no,no,no,,s_n50,,
6428994,10335694,5,viitama,,all,Genosense,Genosense'ile,"Üks neist , kes Genosense'ile viitab , on Londoni vananemisspetsialist dr Mike Perring .",,,"[""Üks neist viitab Genosense'ile."", 'See inimene on Londoni vananemisspetsialist dr Mike Perring.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,no,no,no,no,yes,yes,no,L,s_n50,,
15910056,24751357,1,saama,lahti,el,NEC,NEC'ist,"NEC'ist sain ka suht kiiresti lahti , nii et minu",,,"[""NEC'ist sain ka suht kiiresti lahti.""]",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
12486056,19986080,7,sündima,,el,ellusuhtumine,ellusuhtumisest,"Kuna kõik inimese hädad sünnivad valest ellusuhtumisest , tuleks positiivse hoiaku kujundamist alustada kõige lihtsamast – naeruteraapiast .",,,"['Kõik inimese hädad sünnivad valest ellusuhtumisest.', 'Positiivse hoiaku kujundamist tuleks alustada kõige lihtsamast.', 'Naeruteraapia on kõige lihtsam.']",,,,,no,no,no,no,yes,yes,no,L,s_n50,,
4825682,7748218,8,johtuma,,el,ebaõnn,ebaõnnest,Turneed lootusrikkalt alustanud soomlasi pole pärast liidri ebaõnnest johtunud shokki esikolmikus .,,,"['Soomlased alustasid turneed lootusrikkalt.', 'Soomlased pole pärast liidri ebaõnnest johtunud šokki esikolmikus.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n50,,
5660896,9078956,2,sündima,,el,kodu,kodust,Oma kodust ja kindlast perest sünnib elu,,,"['Oma kodust sünnib elu.', 'Kindlast perest sünnib elu.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n50,,
16896907,25986074,3,viitama,,all,apo,apole,samuti viitab apole vana hind 4700.- : |,,,"['Vana hind oli 4700.-.', 'Vana hind viitab apole.']",,,,,no,no,no,no,yes,yes,no,L,s_n50,,
1374659,2185860,8,tulenema,,el,aktiivsus,aktiivsusest,Tegelik norm seksuaalelus tuleneb mõlemale poolele sobivast aktiivsusest ja variantidest .,,,"['Tegelik norm seksuaalelus tuleneb mõlemale poolele sobivast aktiivsusest.', 'Tegelik norm seksuaalelus tuleneb mõlemale poolele sobivatest variantidest.']",,,,,no,no,no,no,no,no,yes,S,s_n50,,
7068148,11358783,24,muutma,,adit,rütm,rütmi,"Jama või mitte ; kõik siin ilmas on suhteline , mu laps ; ometi , paari kohta sobiks hiilgavalt semikoolon , muudaks lause rütmi .",,,"['Jama või mitte, kõik siin ilmas on suhteline.', 'Mu laps, kõik siin ilmas on suhteline.', 'Paaris kohas sobiks hiilgavalt semikoolon.', 'Semikoolon muudaks lause rütmi.']",,,,,no,no,no,no,no,no,no,,s_n50,,
7364497,11819500,24,johtuma,,el,kehakaal,kehakaalust,"Eks sellele aidanud kõvasti kaasa emiiri ema mõnus eneseiroonia , aga muidugi ka tema teatud abitus , mis vähem east , rohkem aga kehakaalust johtus .",,,"['Emiiri ema mõnus eneseiroonia aitas sellele kõvasti kaasa.', 'Emiiri teatud abitus aitas sellele kõvasti kaasa.', 'Abitus johtus vähem east.', 'Abitus johtus rohkem kehakaalust.']",,,,,no,no,no,no,no,no,no,,s_n50,,
1684770,2682049,4,kahtlema,,in,apoliitilisus,apoliitilisuses,"Samas ma Paabo apoliitilisuses ei kahtle ja tean , et ta püüab end poliitikast võimalikult kaugele hoida .",,,"['Ma ei kahtle Paabo apoliitilisuses.', 'Ma tean, et Paabo püüab end poliitikast võimalikult kaugele hoida.']",,,,,no,no,no,no,yes,yes,no,L,s_n50,,
16143772,25055211,13,kahtlema,,in,paratamatus,paratamatuses,"Ma alustan sellest , et ka mina ei kahtle Euroopa Liitu astumise paratamatuses , ma just rõhutaksin seda paratamatust , mis tuleneb meie geograafilisest asukohast ja majanduslikust seisundist .",,,"['Ma alustan sellest, et ka mina ei kahtle Euroopa Liitu astumise paratamatuses.', 'Ma rõhutan Euroopa Liitu astumise paratamatust.', 'Paratamatus tuleneb meie geograafilisest asukohast.', 'Paratamatus tuleneb meie majanduslikust seisundist.']",,,,,no,no,no,no,yes,yes,no,L,s_n50,,
16841702,25917070,4,tulema,välja,el,ala,aladest,1 väga vähestest aladest mis laksust kohe välja tuli .,,,"['See oli üks väga vähestest aladest.', 'See ala tuli laksust kohe välja.']",,,,,no,no,no,no,no,no,no,,s_n50,,
10322721,16564395,3,sündima,,el,kaitsemäng,kaitsemängust,"“ Tugevast kaitsemängust sünnib edukas rünnak , ” tõdes Järv .",,,"['Tugevast kaitsemängust sünnib edukas rünnak.', 'Järv tõdes seda.']",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
8555668,13712657,21,piinlema,,in,kütke,kütkeis,"Teie Anna Petrovna põleb sisemiselt , ta on tugev ja tark naine , kuid piinleb samamoodi elu mõttetuse ja igavuse kütkeis kui ülejäänud Tshehhovi tegelased .",,,"['Teie Anna Petrovna põleb sisemiselt.', 'Anna Petrovna on tugev ja tark naine.', 'Anna Petrovna piinleb elu mõttetuse kütkeis.', 'Anna Petrovna piinleb elu igavuse kütkeis.', 'Ülejäänud Tšehhovi tegelased piinlevad samuti elu mõttetuse ja igavuse kütkeis.']",,,,,no,no,no,no,yes,yes,no,L,s_n50,,
10516729,16860022,3,kahtlema,,in,otsustus,otsustustes,Vallas tehtud otsustustes kahtlevad paljud .,,,['Paljud kahtlevad vallas tehtud otsustustes.'],,,,,no,no,no,no,yes,yes,no,L,s_n50,,
17552605,26903509,3,viitama,,all,avamine,avamisele,"Kuigi jaama avamisele ei viidanud neljapäeva lõuna ajal veel miski , keerasid paljud autod Tallinna maanteelt tanklasse sisse .",,,"['Jaama avamisele ei viidanud neljapäeva lõuna ajal veel miski.', 'Paljud autod keerasid Tallinna maanteelt tanklasse sisse.']",|E|AE|EL|ET|AET|ELT|,,event,,no,yes,no,no,no,no,no,E,s_n50,,
8572837,13741436,1,johtuma,,el,panganduskriis,Panganduskriisist,Panganduskriisist johtunud ümberkorralduste tõttu on Soome jäänud vaid kolm suurt panka .,,,['Panganduskriisist johtunud ümberkorralduste tõttu on Soome jäänud vaid kolm suurt panka.'],,,,,no,yes,no,no,no,no,no,E,s_n50,,
1716234,2732096,4,kahtlema,,in,kestvus,kestvuses,"Kahtlen säärase idülli kestvuses kohe tugevalt , aga Katrin ette ei muretse .",,,"['Ma kahtlen säärase idülli kestvuses kohe tugevalt.', 'Katrin ette ei muretse.']",,,,,no,no,no,no,yes,yes,no,L,s_n50,,
9026157,14512685,13,johtuma,,el,otsus,otsustest,Vanalinnaga seotud probleemid on johtunud suures osas riigi monopoolsetele õigustele tuginevatest läbimõtlemata otsustest .,,,['Vanalinnaga seotud probleemid on johtunud suures osas riigi monopoolsetele õigustele tuginevatest läbimõtlemata otsustest.'],,,,,no,no,no,no,no,no,no,,s_n50,,
5555696,8907981,9,tulema,välja,el,Osaka,Osakast,"Mänedžer Aivar Karotamm aga ütles eile , et Osakast ei tule kindlasti midagi välja ning Rio ripub küsimärgi otsas .",,,"['Mänedžer Aivar Karotamm ütles eile, et Osakast ei tule kindlasti midagi välja.', 'Mänedžer Aivar Karotamm ütles eile, et Rio ripub küsimärgi otsas.']",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
11226161,17987470,3,sündima,,el,kandidaat,kandidaatidest,Kõigist esitatud kandidaatidest on 1951. aastal sündinud Andris Berzinshil kõige suuremad kogemused nii linnapeana kui ka valitsuse töös .,syntax,"Esitati mitu kandidaati.
Andris Bērziņš on sündinud 1951. aastal.
Tal on kõige suuremad kogemused linnapeana.
Tal on kõige suuremad kogemused valitsuse töös.","['Kõigist esitatud kandidaatidest on Andris Berzinshil kõige suuremad kogemused.', 'Andris Berzinsh sündis 1951. aastal.', 'Andris Berzinshil on kõige suuremad kogemused linnapeana.', 'Andris Berzinshil on kõige suuremad kogemused valitsuse töös.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,s_n50,,
12143168,19442929,23,johtuma,,el,põgenemine,põgenemisest,"Murrangulistel aastatel 80ndate lõpul oli bibliofiil tõsiselt hirmul , et äkki huvi vanaraamatu vastu üldse kaob , et äkki johtuski see kirg põgenemisest tegelikkuse eest .",,,"['Murrangulistel aastatel 80ndate lõpul oli bibliofiil tõsiselt hirmul.', 'Bibliofiil kartis, et huvi vanaraamatu vastu üldse kaob.', 'Bibliofiil kartis, et see kirg johtus põgenemisest tegelikkuse eest.']",,,,,no,no,no,no,no,no,no,,s_n50,,
2694491,4322272,13,tulenema,,el,erinõue,erinõuetest,"Kantselei haldusdirektor Andres Suurkuusk selgitas , et kardinate kõrge hind tuleneb lossikeskkonna erinõuetest .",,,"['Kantselei haldusdirektor Andres Suurkuusk selgitas, et kardinate kõrge hind tuleneb lossikeskkonna erinõuetest.']",,,,,no,no,no,no,no,no,no,,s_n50,,
1332914,2119187,4,sündima,,el,auk,august,Sündinud : 22. august 1963 Tartus .,syntax,,"['Sündinud: 22. august 1963.', 'Sündinud Tartus.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,,no,no,yes,no,no,no,no,T,s_n50,,
7361246,11814112,18,johtuma,,el,rasestamissoov,rasestamissoovist,"Jah , seni pole jurisprudents üritanudki vägistamstoiminguid klassifitseerida kahte gruppi : aktid , mis johtuvad vägistaja tungivast rasestamissoovist ning aktid , mil vägistajal see soov puudub või sekundaarne on .",,,"['Seni pole jurisprudents üritanud vägistamistoiminguid klassifitseerida kahte gruppi.', 'Esimene grupp on aktid, mis johtuvad vägistaja tungivast rasestamissoovist.', 'Teine grupp on aktid, mil vägistajal see soov puudub või on sekundaarne.']",,,,,no,no,no,no,no,no,no,,s_n50,,
6549015,10535934,12,tulenema,,el,assotsiatsioonileping,assotsiatsioonilepingust,"Ansipi hinnangul peaks senisest rohkem kasutama võimalusi , mis tulenevad Egiptuse assotsiatsioonilepingust Euroopa Liiduga .",,,"['Ansipi hinnangul peaks senisest rohkem kasutama võimalusi.', 'Need võimalused tulenevad Egiptuse assotsiatsioonilepingust Euroopa Liiduga.']",,,,,no,no,no,no,no,no,no,,s_n50,,
3659277,5893116,13,sattuma,,adit,Haapsalu,Haapsallu,""" See oli imeline juhus , et Lars Nexe ja teised rootslased Haapsallu sattusid ning meid aidata otsustasid , "" ütleb ka õilme Ainjärv .",,,"['See oli imeline juhus.', 'Lars Nexe ja teised rootslased sattusid Haapsallu.', 'Lars Nexe ja teised rootslased otsustasid meid aidata.', 'Seda ütleb Õilme Ainjärv.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,s_n50,,
11776324,18847282,2,juhinduma,,el,kehakuju,kehakujust,Juhindusime kehakujust tolleaegsetel gravüüridel .,,,['Juhindusime kehakujust tolleaegsetel gravüüridel.'],,,,,no,no,no,no,no,no,no,,s_n50,,
11807664,18897372,10,saama,lahti,el,elukaaslane,elukaaslasest,Eksmodell Jerry Hall ei saa kuidagi lahti oma endisest elukaaslasest Mick Jaggerist .,,,['Eksmodell Jerry Hall ei saa kuidagi lahti oma endisest elukaaslasest Mick Jaggerist.'],|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,s_n50,,
19614806,29202159,7,tulenema,,el,biase,biasest,mongo: kas zed tuleneb zed biasest ?,,,['Kas zed tuleneb zed biasest?'],,,,,no,no,no,no,no,no,no,,s_n50,,
18994211,28668166,8,tulenema,,el,ajadimensioon,ajadimensioonist,"Näiteks inglaste mõtteruum tuleneb just nimelt üheteljelisest ajadimensioonist ja nad kasutavad selle täienduseks kolme ruumimõõdet , et asjadest aru saada .",,,"['Inglaste mõtteruum tuleneb üheteljelisest ajadimensioonist.', 'Inglased kasutavad selle täienduseks kolme ruumimõõdet.', 'Inglased kasutavad neid, et asjadest aru saada.']",,,,,no,no,no,no,no,no,no,,s_n50,,
4294744,6909878,13,muutma,,adit,omavalitsus,omavalitsusse,Lähis-Ida rahuprotsessi skeptiliselt suhtuva Netanyahu võit muutis oluliselt Iisraeli suhtumist nii Palestiina omavalitsusse kui ka venivatesse rahukõnelustesse Süüriaga .,???,"Benjamin Netanyahu suhtus Lähis-Ida rahuprotsessi skeptiliselt.
Benjamin Netanyahu võitis valimised.
Tema võit muutis oluliselt Iisraeli suhtumist Palestiina omavalitsusse.
Tema võit muutis oluliselt Iisraeli suhtumist Süüriaga peetavatesse venivatesse rahukõnelustesse.","['Netanyahu võit muutis oluliselt Iisraeli suhtumist Palestiina omavalitsusse.', 'Netanyahu võit muutis oluliselt Iisraeli suhtumist venivatesse rahukõnelustesse Süüriaga.', 'Netanyahu suhtus skeptiliselt Lähis-Ida rahuprotsessi.']",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
19074446,28781871,1,tulema,välja,el,Kultuuriministeerium,Kultuuriministeeriumist,"Kultuuriministeeriumist välja tulnud muuseumiseaduse muutmise seaduse eelnõus oli just nimelt selline sõnastus , nagu teiegi soovisite - “ kuni viieks aastaks ” .",,,"['Kultuuriministeeriumist tuli välja muuseumiseaduse muutmise seaduse eelnõu.', 'Eelnõus oli selline sõnastus, nagu teiegi soovisite.', 'Sõnastus oli ""kuni viieks aastaks"".']",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
83074,141370,9,tulenema,,el,asukoht,asukohast,"Kui gammasähvatused toimuksid Galaktika kettas , tuleneks meie asukohast nende koondumine teatud taevapiirkondadesse .",,,"['Kui gammasähvatused toimuksid Galaktika kettas, tuleneks nende koondumine teatud taevapiirkondadesse.', 'See tuleneks meie asukohast.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n50,,
13762847,21946968,5,tulenema,,el,erisäte,erisätetest,"Kui arvutisüsteemide kasutamist käsitlevatest erisätetest ei tulene teisiti , peab asjaomase isiku käsitsi kirjutatud originaalallkiri olema lähtetolliasutusele jääval eksemplaril .",,,"['Arvutisüsteemide kasutamist käsitlevatest erisätetest võib tuleneda teisiti.', 'Kui teisiti ei tulene, peab asjaomase isiku käsitsi kirjutatud originaalallkiri olema lähtetolliasutusele jääval eksemplaril.']",,,,,no,no,no,no,no,no,no,,s_n50,,
8494781,13615854,14,sündima,,el,Ust-Sõssolski,Ust-Sõssolskist,Kallistrat Zakov sündis 18. septembril 1866 Davponi külas Võlgorti vallas 3 versta kaugusel Ust-Sõssolskist .,???,"Kallistrat Zakov sündis 18. septembril 1866.
Ta sündis Davponi külas.
Davponi küla asus Võlgorti vallas.
Davponi küla asus 3 versta kaugusel Ust-Sõssolskist.","['Kallistrat Zakov sündis 18. septembril 1866.', 'Kallistrat Zakov sündis Davponi külas.', 'Davponi küla asub Võlgorti vallas.', 'Davponi küla asub 3 versta kaugusel Ust-Sõssolskist.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,no,no,no,yes,no,yes,no,L,s_n50,,
2999060,4810304,4,viitama,,all,asutus,asutusele,Teadjamatele inimestele viitab asutusele vaid selle aadress : Juhkentali 58 - see on kaitsejõudude peastaabi aadress .,,,"['Teadjamatele inimestele viitab asutusele vaid selle aadress.', 'Aadress on Juhkentali 58.', 'See on kaitsejõudude peastaabi aadress.']",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
8283928,13285793,16,veenduma,,in,muuseumirahvas,muuseumirahvas,"Aga kui miski veab viltu , siis on selles ka midagi head , veendus nüüd muuseumirahvas .",syntax,"Muuseumirahvas veendus nüüd milleski.
Kui miski veab viltu, siis on selles ka midagi head.","['Kui miski veab viltu, siis on selles ka midagi head.', 'Seda veendus nüüd muuseumirahvas.']",,,,,yes,no,no,no,no,no,no,A,s_n50,,
16423817,25375015,3,kahtlema,,in,kirjapilt,kirjapildis,"Viimase õiges kirjapildis kahtlen ma sügavalt , aga tegu on väga toreda asjaga .",,,"['Viimase õiges kirjapildis kahtlen ma sügavalt.', 'Tegu on väga toreda asjaga.']",,,,,no,no,no,no,no,no,no,,s_n50,,
851154,1356445,8,sattuma,,adit,hingamispaus,hingamispausi,Ta tundlik iga sattus nõukogude rezhiimi esimesse hingamispausi 1950. aastate lõpus .,,,"['Ta tundlik iga sattus nõukogude rezhiimi esimesse hingamispausi.', 'See toimus 1950. aastate lõpus.']",,,,,no,yes,no,no,no,no,no,E,s_n50,,
2429696,3895707,15,langema,,adit,meri,merre,"Kolmapäeva hommikupoolikul nähti Vilsandi lähedal meteoriiti , mis ereda valguse ja tugeva mürina saatel merre langes , kirjutas Meie Maa .",,,"['Kolmapäeva hommikupoolikul nähti Vilsandi lähedal meteoriiti.', 'Meteoriit langes merre.', 'Meteoriit langes ereda valguse ja tugeva mürina saatel.', 'Seda kirjutas Meie Maa.']",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
17983783,27365342,8,saama,lahti,el,istumine,istumisest,Ühtlasi saaks lahti sobimatust korraga kahel toolil istumisest .,,,['Ühtlasi saaks lahti sobimatust korraga kahel toolil istumisest.'],,,,,no,no,no,no,no,no,yes,S,s_n50,,
7987933,12809528,7,saama,lahti,el,härmavõrguline,härmavõrgulisest,"Siis viimaks sai ta esimesena millestki härmavõrgulisest lahti , raputas oma ruugeid , lahtisi juukseid ja lausus kuhtunud , peaaegu paluval häälel :",,,"['Viimaks sai ta esimesena millestki härmavõrgulisest lahti.', 'Ta raputas oma ruugeid, lahtisi juukseid.', 'Ta lausus kuhtunud, peaaegu paluval häälel.']",,,,,no,no,no,no,no,no,no,,s_n50,,
3953300,6366899,5,langema,,adit,kaardilugemisvorm,kaardilugemisvormi,"Kui see langeb ühte kaardilugemisvormi tipuga , ei tohiks suurtulemused jääda tulemata .",syntax,"Kaardilugemisvormil on tipp.
See langeb ühte selle tipuga.
Suurtulemused ei tohiks jääda tulemata.","['Kui see langeb ühte kaardilugemisvormi tipuga, ei tohiks suurtulemused jääda tulemata.']",,,,,no,no,no,no,no,no,no,,s_n50,,
385905,599450,7,tulema,välja,el,asula,asulatest,"Nagu jooniselt näha , on kindlustatud asulatest välja tulnud luude-kontide seas hobuste omi võrdlemisi palju .",,,"['Nagu jooniselt näha, on kindlustatud asulatest välja tulnud luude-kontide seas hobuste omi palju.', 'Hobuste luid on võrdlemisi palju.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n50,,
966404,1539376,25,sattuma,,adit,heitlus,heitlusse,"Kes aga loodavad meie kolmanda sektori arengust tulevikus uusi töökohti - lääneriikide 1980. aastate arengu alusel - peavad arvestama , et nad satuvad tõsisesse heitlusse ressursside ümberjaotamise pärast .",,,"['Kes loodavad meie kolmanda sektori arengust tulevikus uusi töökohti, peavad arvestama tõsise heitlusega.', 'See lootus põhineb lääneriikide 1980. aastate arengul.', 'Heitlus toimub ressursside ümberjaotamise pärast.']",,,,,no,yes,no,no,no,no,no,E,s_n50,,
1092235,1735694,16,juhinduma,,el,sisetunne,sisetundest,"Kuid isegi kutseliste naljameeste arvamused on olnud sedavõrd vastukäivad , et nüüd juhindun ainult oma sisetundest .",,,"['Kutseliste naljameeste arvamused on olnud vastukäivad.', 'Nüüd juhindun ainult oma sisetundest.']",,,,,no,no,no,no,no,no,no,,s_n50,,
17318540,26577694,2,kahtlema,,in,lause,lauses,"viimases lauses ma sygavalt kahtlen ja mis s6pradesse puutub , siis jah .",,,"['Viimases lauses ma sügavalt kahtlen.', 'Mis sõpradesse puutub, siis jah.']",,,,,no,no,no,no,no,no,no,,s_n50,,
408293,635338,15,kahtlema,,in,olemasolu,olemasolus,"Nendest viimane on tänini veel eksperimentaalselt avastamata , kuid praktiliselt keegi ei kahtle tema olemasolus .",,,"['Nendest viimane on tänini veel eksperimentaalselt avastamata.', 'Praktiliselt keegi ei kahtle tema olemasolus.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n50,,
8923580,14344119,23,veenduma,,in,puudumine,puudumises,"Riigiduuma liikmed ei andnud eile veel mingeid hinnanguid Sergei Stepashini väljavaadetele saada peaministrina kinnitatud , kuid Postimehe küsitletud analüütikud olid veendunud nende puudumises .",,,"['Riigiduuma liikmed ei andnud eile veel mingeid hinnanguid Sergei Stepashini väljavaadetele saada peaministrina kinnitatud.', 'Postimehe küsitletud analüütikud olid veendunud nende puudumises.']",,,,,no,no,no,no,no,no,yes,S,s_n50,,
6387045,10266493,10,tulenema,,el,elektrikatkestus,elektrikatkestustest,"Kas EE kompenseerib kuidagi inimestele need probleemid , mis elektrikatkestustest tulenesid ?",,,"['Kas EE kompenseerib inimestele need probleemid?', 'Need probleemid tulenesid elektrikatkestustest.']",|E|AE|EL|ET|AET|ELT|,,event,,no,yes,no,no,no,no,no,E,s_n50,,
1027266,1634039,5,viitama,,all,andmed,andmetele,"Ajaleht viitas ka FSB andmetele , et Eesti vastuluure on saanud oma Briti kolleegidelt tehnilist varustust , mingeid üksikasju FSB ei avaldanud .",,,"['Ajaleht viitas ka FSB andmetele.', 'FSB andmetel on Eesti vastuluure saanud oma Briti kolleegidelt tehnilist varustust.', 'FSB ei avaldanud mingeid üksikasju.']",,,,,no,no,no,no,no,no,no,,s_n50,,
2553191,4096067,1,sattuma,,adit,keskerakond,Keskerakonda,"Keskerakonda sattus ta 1988. aastal seoses kampaaniaga "" Tark naine poliitikasse "" .",,,"['Ta sattus Keskerakonda 1988. aastal.', 'See juhtus seoses kampaaniaga ""Tark naine poliitikasse"".']",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
3670850,5910928,1,sündima,,el,Praha,Prahast,"Prahast 100 kilomeetrit lõunapool asuva Hradec Kralove lähedal 955. aastal sündinud Püha Adalberti on nimetatud ka Euroopa apostliks , sest ta tõi ristiusu nii tollasele Böömimaale kui ka Poola .",syntax,"Saint Adalbert of Prague sündis 955. aastal.
Ta sündis Hradec Králové lähedal.
Hradec Králové asub umbes 100 kilomeetrit lõuna pool Prague.
Püha Adalberti on nimetatud Euroopa apostliks.
Ta tõi ristiusu tollasele Böömimaale.
Ta tõi ristiusu ka Poolasse.","['Hradec Kralove asub Prahast 100 kilomeetrit lõunapool.', 'Püha Adalbert sündis Hradec Kralove lähedal 955. aastal.', 'Püha Adalberti on nimetatud Euroopa apostliks.', 'Püha Adalbert tõi ristiusu tollasele Böömimaale.', 'Püha Adalbert tõi ristiusu Poola.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,s_n50,,
10220620,16400740,3,veenduma,,in,muu,muuski,Suumann on muuski veendunud .,,,['Suumann on muuski veendunud.'],,,,,no,no,no,no,no,no,no,,s_n50,,
8090083,12981616,9,juhinduma,,el,määrus,määrusest,Praktikas juhinduvad meedi kud sotsiaalministeeriumi kinnitatud ajusurma konstateerimise määrusest .,,,['Meedikud juhinduvad sotsiaalministeeriumi kinnitatud ajusurma konstateerimise määrusest.'],,,,,no,no,no,no,no,no,no,,s_n50,,
3739842,6022796,1,tulema,välja,el,jaht,Jahist,"Jahist ei tule küll enne midagi välja , kui lumi maas ja saab jälgi ajada .",,,"['Jahist ei tule midagi välja enne, kui lumi on maas.', 'Jahist ei tule midagi välja enne, kui saab jälgi ajada.']",,,,,no,yes,no,no,no,no,no,E,s_n50,,
7765856,12450012,13,viitama,,all,diskursus,diskursusele,Selline naisekeha kui peenise sümboolne tõlgendusvõimalus viitab 70ndate/80ndate feministliku kunsti diskursusele .,,,['Naisekeha tõlgendamine peenise sümbolina viitab 70ndate ja 80ndate feministliku kunsti diskursusele.'],,,,,no,no,no,no,yes,yes,no,L,s_n50,,
428858,669279,6,tulenema,,el,asi,asjast,""" Minu edu tulenes kahest asjast .",,,['Minu edu tulenes kahest asjast.'],,,,,no,no,no,no,no,no,no,,s_n50,,
16803743,25860225,8,saama,lahti,el,kirg,kirest,"Kui juba berofiil oled , ega siis kirest lihtsalt lahti saa .",,,"['Kui oled berofiil, siis ei saa kirest lihtsalt lahti.']",,,,,no,no,no,no,no,no,no,,s_n50,,
3565339,5741410,5,saama,lahti,el,konkurent,konkurendist,Pealegi sai nii ühest konkurendist hoobilt lahti .,,,['Ühest konkurendist sai hoobilt lahti.'],|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,s_n50,,
8254426,13243128,15,veenduma,,in,nõusolek,nõusolekus,"Jättis ( loobumise avalduseks - toim. ) vormistamata vajaliku volituse ja ei veendunud kliendi nõusolekus sellise loobumise esitamises , ” seisab aukohtu otsuses .",,,"['Loobumise avalduseks vajalik volitus jäi vormistamata.', 'Loobumise avalduseks ei veendutud kliendi nõusolekus.', 'See seisab aukohtu otsuses.']",,,,,no,no,no,no,no,no,yes,S,s_n50,,
6171518,9907886,7,tulenema,,el,eraldatus,eraldatusest,"Eks tulene noorte hoiak mõnevõrra ka eraldatusest - olgu mis on , kuid praegune armeenia noorte põlvkond on üles kasvanud väga isoleeritult ning piiri taha pääsemine tähendab tihti pigem emigratsiooni kui turismireisi .",,,"['Noorte hoiak tuleneb mõnevõrra eraldatusest.', 'Praegune Armeenia noorte põlvkond on üles kasvanud väga isoleeritult.', 'Piiri taha pääsemine tähendab tihti pigem emigratsiooni kui turismireisi.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n50,,
982859,1565958,20,veenduma,,in,valelikkus,valelikkuses,"Rabe kinnitas , et pärast kolme sukeldumist on tema ja ekspeditsiooni juht Bemis endiselt täielikult veendunud laevahuku ametliku aruande valelikkuses .",,,"['Rabe kinnitas, et pärast kolme sukeldumist on tema ja ekspeditsiooni juht Bemis endiselt veendunud.', 'Rabe ja Bemis on veendunud laevahuku ametliku aruande valelikkuses.']",,,,,no,no,no,no,no,no,yes,S,s_n50,,
15403913,24064028,9,tulenema,,el,halbus,halbusest,"Ja soojuse headus teile ei tulene mitte külma halbusest teile vaid soojus on teile hea iseenesest , oma olemuse ja teie olemuse tõttu .",,,"['Soojus on teile hea iseenesest.', 'Soojus on hea oma olemuse tõttu.', 'Soojus on hea teie olemuse tõttu.', 'Soojus ei ole hea külma halbusest.']",,,,,no,no,no,no,no,no,no,,s_n50,,
13379294,21402091,22,viitama,,all,aiajärjekord,aiajärjekordadele,"Kohatasu toetajad Tarmo Leinatamm , Rein Voog ja Valve Kirsipuu ( Reformierakond ) ning Jaak Vihmand ( Keskerakond ) viitasid pikkadele aiajärjekordadele .",,,"['Kohatasu toetajad on Tarmo Leinatamm, Rein Voog ja Valve Kirsipuu Reformierakonnast.', 'Kohatasu toetaja on Jaak Vihmand Keskerakonnast.', 'Toetajad viitasid pikkadele aiajärjekordadele.']",,,,,no,no,no,no,no,no,no,,s_n50,,
2348225,3762239,10,viitama,,all,ajaleht,ajalehele,Sellisele võimalusele viitas Taani välisminister Per Stig Möller intervjuus ajalehele Berlingske Tidende .,syntax,"Per Stig Møller on Taani välisminister.
Ta andis intervjuu ajalehele Berlingske Tidende.
Ta viitas sellisele võimalusele intervjuus.","['Taani välisminister Per Stig Möller viitas sellisele võimalusele.', 'Per Stig Möller andis intervjuu ajalehele Berlingske Tidende.']",,,,,no,no,no,yes,no,yes,no,L,s_n50,,
