head_id|head_form|head_lemma|verb_form|verb|verb_compound|morph_case|sentence_id|sentence|phrase|ekilex_tag
38630|Berliinis|Berliin|juhtus|juhtuma||in|22433|Viimati Berliinis juhtus nii , et Pappageno ulatas esimeses reas istuvale Õunapuule kellamängu , mida ta pidi ligi minuti koos orkestriga mängima .|Viimati Berliinis juhtus nii ulatas|location
39144|Ameerikas|Ameerika|juhtus|juhtuma||in|22729|Mida sa tundsid , kui kuulsid , mis Ameerikas juhtus ?|mis Ameerikas juhtus|location
46497|Põlvas|Põlva|juhtus|juhtuma||in|26993|Aga aluspüksteviskamisele analoogne lugu juhtus Põlvas , kus purjus pikkade juustega poisid loopisid meid kampsunitega .|lugu juhtus Põlvas loopisid|location
50722|Londonis|London|juhtus|juhtuma||in|29528|See juhtus Londonis .|See juhtus Londonis|location
32640|juulis|juuli|juhtus|juhtuma||in|18942|See juhtus vist juulis .|See juhtus vist juulis|time
112627|septembris|september|juhtunud|juhtuma||in|65570|Esialgset müügiedu suurendas veelgi 1983. aasta septembris juhtunud intsident , kui venelased lasid alla Lõuna-Korea reisilennuki - Ameerikas vähenes tunduvalt venelaste Stolitshnaja viina läbimüük .|septembris juhtunud|time
212895|lähitulevikus|lähitulevik|juhtub|juhtuma||in|127095|On vähetõenäoline , et see juhtub lähitulevikus .|see juhtub lähitulevikus|time
261985|Joobes|joove|juhtunud|juhtuma||in|157294|Joobes jalakäijatega juhtunud õnnetuste arv on ainuke , mis on mullusega võrreldes suurenenud : 53/58 tänavuse kahjuks .|Joobes jalakäijatega juhtunud|state
280265|ootamatus|ootamatu|juhtus|juhtuma||in|168229|Seepärast oli see , mis juhtus , meie inimestele täielik ootamatus .|mis juhtus inimestele ootamatus|not_location
559410|olukorras|olukord|juhtub|juhtuma||in|361093|Selline olukord oleks vältimatu , sest kui liitu närivad sisepinged , juhtub sellega nagu iga teise kooslusega samas olukorras - väljapoole võivad jõuda segased signaalid ning usaldus organisatsiooni suhtes hakkab langema .|sisepinged juhtub sellega kooslusega olukorras|state
580397|teadusilmas|teadusilm|juhtub|juhtuma||in|373868|Ajakiri hoiab silma peal kõigel uuel , mis teadusilmas juhtub ning üritab seda “ kuumalt ” ja kõmuvabalt oma lugejatele edasi anda .|mis teadusilmas juhtub|not_location
606815|kodumängus|kodumäng|juhtus|juhtuma||in|390586|""" Midagi sarnast juhtus ka kodumängus Leeduga , kus samuti pääsesime kiirelt 1 : 0 juhtima , "" meenutas Teitur ."|Midagi juhtus kodumängus pääsesime|not_location
617394|juunis|juuni|juhtus|juhtuma||in|397053|Just nii juhtus juunis Lätis , kus riigipeaks sai daam , keda enne valimisi enamik lätlasi isegi ei teadnud .|nii juhtus juunis Lätis sai|time
697555|jaanuaris|jaanuar|juhtus|juhtuma||in|445724|""" Esimene kord juhtus see jaanuaris , aga teine kord juulis ! """|kord juhtus see jaanuaris|time
5480|sadamasse|sadam|jõudsin|jõudma||ill|3242|Seljataga lennureis ja öö Helsingi lennujaamas , jõudsin Tallinna sadamasse ja võtsin takso .|jõudsin sadamasse|location
8175|tippklubisse|tippklubi|Jõudis|jõudma||ill|4723|Jõudis tippklubisse ning hakkas siis , juba 24-aastaselt , täiskohaga treeneriks .|Jõudis tippklubisse|location
18694|Eestisse|Eesti|jõudsin|jõudma||ill|10946|Kui Eestisse jõudsin , võtsin ühendust välisministeeriumiga ja palusin välja selgitada , kus mu laps on ja miks teda mulle ei anta . ”|Eestisse jõudsin|location
25887|Eestisse|Eesti|jõuavad|jõudma||ill|14947|Lepiksoni telefonivalik kummutab väite , et uued trendid jõuavad Eestisse kui Euroopa äärealale alles viimases järjekorras .|trendid jõuavad Eestisse äärealale järjekorras|location
30465|Euroopasse|Euroopa|jõudis|jõudma||ill|17718|Euroopa tuli Tallinna ja Eesti jõudis Euroopasse .|Eesti jõudis Euroopasse|location
40620|Eestisse|Eesti|jõuab|jõudma||ill|23561|Modell Beatrice elust jänkidemaal jõuab Eestisse infot üsna napilt .|jänkidemaal jõuab Eestisse infot napilt|location
57240|Haiglasse|haigla|jõudsime|jõudma||ill|33347|“ Haiglasse jõudsime 20 minutit enne lapse sündi .|Haiglasse jõudsime minutit enne sündi|location
68513|Eestisse|Eesti|jõudnud|jõudma||ill|39486|Eestisse pole Kassi skandaalne poster veel jõudnud .|Eestisse pole poster veel jõudnud|location
78097|Euroopasse|Euroopa|jõudnud|jõudma||ill|45214|Saku Suurhallist Euroopasse jõudnud telepilti jälgis kumbki Olsen naisega oma kodus .|Saku Euroopasse jõudnud|location
78497|Kopenhaagenisse|Kopenhaagen|jõudis|jõudma||ill|45461|Kui Eurovisioon jõudis Kopenhaagenisse , oli neil kohale saabunud Euroopa ajakirjanike ja kaupmeeste hordidele ette visata juba järjekordne plaat .|Eurovisioon jõudis Kopenhaagenisse|location
34845|eluaastatesse|eluaasta|jõudnud|jõudma||ill|20297|Tänaseks neljakümnendatesse eluaastatesse jõudnud trio pakub endiselt palju enamat kui silmailu .|Tänaseks eluaastatesse jõudnud|time
174498|teadvusesse|teadvus|jõuaks|jõudma||ill|103338|Ja usuksid sedagi , et kui ajalehe esiküljel seisaks rasvases kirjas “ Soome Vähiregistri andmebaas sisaldab 706 000 haige nime ja 751 000 vähijuhtu ” , jõuaks tavainimese teadvusesse tõik - spetsialistide käes on rikkalik andmevara-mu , millele pandi alus 1953. aastal ja mille töötlemine teenib riigi kodanike huve .|seisaks jõuaks teadvusesse tõik|not_location
238642|teadvusesse|teadvus|jõudnud|jõudma||ill|143147|“ Tõtt-öelda oli väga keeruline alustada , Eesti firmade teadvusesse polnud 1995. aasta kevadeks Internet veel jõudnud .|teadvusesse polnud kevadeks Internet veel jõudnud|not_location
269003|teadvusesse|teadvus|jõuab|jõudma||ill|161612|Visalt , aga kindlalt jõuab ka tarbija teadvusesse tõsiasi , et reklaamides lubatud garanteeritud teenust pole olemas .|Visalt kindlalt jõuab ka teadvusesse tõsiasi|not_location
290211|haistmismeeltesse|haistmismeel|jõudis|jõudma||ill|174493|Võru Juust näiteks lahendas kümnendi esimesel poolel oma vadaku-probleemi sellega , et juhtis 80 tonni vadakut päevas linnalähedastesse biotiikidesse , kust see peatselt jõudis nii linnakodanike kui ka keskkonnakaitsjate haistmismeeltesse .|see peatselt jõudis haistmismeeltesse|not_location
291797|abielusadamasse|abielusadam|jõudsid|jõudma||ill|175470|Aeg on teinud siin omad korrektiivid : kui praegused 60-sed abiellusid 24-selt , siis 25-sed jõudsid esimest korda abielusadamasse juba 22-selt .|abiellusid siis 25-sed jõudsid korda abielusadamasse 22-selt|state
359620|teadvusesse|teadvus|jõudnud|jõudma||ill|221285|Menukirjanik Stephen Kingi abiga on e-raamatud jõudnud paljude inimeste teadvusesse .|abiga on e-raamatud jõudnud teadvusesse|not_location
371458|olekusse|olek|jõuab|jõudma||ill|231227|Olekute tähistamiseks kasutatakse sisendsõnu , millega automaat selle sisendiks saades , jõuab algolekust vastavasse olekusse .|saades jõuab olekusse|state
375553|olekusse|olek|jõudnud|jõudma||ill|234371|Sel juhul teab jälgija ja otsustaja ( s. t robot ) küll , milliseid tegevusi  ta on valinud ja milliseid vaatlusi  teinud , kuid tal puudub kindlus , millisesse olekusse  ta seetõttu jõudnud on .|olekusse ta seetõttu jõudnud on|state
439337|sajandisse|sajand|jõudis|jõudma||ill|277868|19. sajandil alanud sõdadest jõudis uude sajandisse Inglise-Buuri sõda ( 1899-1902 ) .|sõdadest jõudis sajandisse sõda|time
255429|korstnates|korsten|süttib|süttima||in|153276|Kibedamad päevad on kevaditi , kui kulu põlema läheb või kütteajal , kui korstnates tahm süttib .|korstnates tahm süttib|location
267403|Eestis|Eesti|süttis|süttima||in|160707|Mullu süttis Eestis mitu tulekahju löökidest TV-antennidesse .|Mullu süttis Eestis mitu löökidest TV-antennidesse|location
653585|Tallinnas|Tallinn|sÜttis|süttima||in|419550|Tallinnas Mahla tÄnaval sÜttis laupÄeva hilisÕhtul kuur , kus elanud tundmatu mees sai raskeid pÕletushaavu .|Tallinnas tÄnaval sÜttis hilisÕhtul kuur|location
712733|Maardus|Maardu|süttis|süttima||in|454965|Eile süttis mets veel Maardus , kus tuli levis kiiresti ja ägedalt latvadesse .|Eile süttis mets veel Maardus levis|location
747675|Tallinnas|Tallinn|süttis|süttima||in|476213|Tallinnas Bekkeri sadamas süttis eile ennelõunal põlema diislikütusega täidetud 1300-tonnise mahutavusega kütusetanker Nafta , tulekahju kustutati poole tunniga .|Tallinnas sadamas süttis eile ennelõunal põlema kütusetanker|location
747675|sadamas|sadam|süttis|süttima||in|476213|Tallinnas Bekkeri sadamas süttis eile ennelõunal põlema diislikütusega täidetud 1300-tonnise mahutavusega kütusetanker Nafta , tulekahju kustutati poole tunniga .|Tallinnas sadamas süttis eile ennelõunal põlema kütusetanker|location
793942|Hongkongis|Hongkong|süttis|süttima||in|504599|Hongkongis süttis reisilennuk .|Hongkongis süttis reisilennuk|location
813027|Tallinnas|Tallinn|süttis|süttima||in|516228|Tallinnas Kopli linnaosas süttis eile hommikul põlema elumaja , mille ühes korteris hukkus inimene .|Tallinnas linnaosas süttis eile hommikul põlema elumaja|location
813027|linnaosas|linnaosa|süttis|süttima||in|516228|Tallinnas Kopli linnaosas süttis eile hommikul põlema elumaja , mille ühes korteris hukkus inimene .|Tallinnas linnaosas süttis eile hommikul põlema elumaja|location
820910|alevis|alev|süttisid|süttima||in|521052|Järvamaal Koeru alevis Paide tee 21-1 süttisid laupäeva õhtul hooletust suitsetamisest voodi ja põrand .|Järvamaal alevis tee süttisid õhtul suitsetamisest voodi|location
1478382|plahvatuses|plahvatus|süttis|süttima||in|928022|Paljud said pihta munakividega , ühes bensiinipommi plahvatuses süttis mitu politseinikku põlema .|plahvatuses süttis politseinikku põlema|event
2681689|pommirünnakutes|pommirünnak|süttinud|süttima||in|1684564|Albaanlaste Kosovo Infokeskuse andmeil on paljud külad pommirünnakutes põlema süttinud .|andmeil on külad pommirünnakutes põlema süttinud|event
2775201|plahvatuses|plahvatus|süttis|süttima||in|1743288|Tuletõrjujate teatel süttis plahvatuses lähima maja pööning , kannatada sai ka esimesel korrusel paiknev mänguasjapood ja teise korruse aknad lendasid kildudeks .|teatel süttis plahvatuses pööning|event
3139159|finaalmängus|finaalmäng|süttis|süttima||in|1968582|JALGPALLI MM : Kiidetud prantslase Zinedine Zidane'i täht süttis eredalt õigel hetkel , finaalmängus|MM täht süttis eredalt hetkel finaalmängus|event
3425476|märtsis|märts|süttis|süttima||in|2144342|Tänavu märtsis süttis Ülgase külas aiamaja , millest päästeametnikud leidsid tundmatu inimese laiba .|märtsis süttis külas aiamaja|time
3931262|augustis|august|süttis|süttima||in|2451112|Päästeameti pressiesindaja teatel süttis kolmapäeval Ida-Virumaal Kohtla vallas Kukrusel augustis juba varem põlenud alal taas kaks hektarit metsaalust ning Alajõe vallas Remnikul süttis kaks hektarit metsaalust .|teatel süttis kolmapäeval Ida-Virumaal vallas Kukrusel augustis alal taas metsaalust|time
3931262|augustis|august|süttis|süttima||in|2451112|Päästeameti pressiesindaja teatel süttis kolmapäeval Ida-Virumaal Kohtla vallas Kukrusel augustis juba varem põlenud alal taas kaks hektarit metsaalust ning Alajõe vallas Remnikul süttis kaks hektarit metsaalust .|vallas süttis metsaalust|time
4209424|Paides|pai|süttis|süttima||in|2623515|Paides süttis teisipäeva pärastlõunal veidi enne kella kahte vana ärihoone , inimesed tuleõnnetuses viga ei saanud , teatas Kuma raadio .|Paides süttis pärastlõunal veidi enne kella ärihoone|not_location
4248276|juunis|juuni|süttinud|süttima||in|2647485|Jaotusvõrk rajab Pärnusse Ülejõe piirkonda selle aasta juunis põlema süttinud alajaama asemele uue , mis peab valmima selle aasta detsembris .|juunis põlema süttinud|time
4891967|Paides|pai|süttis|süttima||in|3049202|PAIDE , 29. detsember ( EPLO ) - Teisipäeva keskpäeval süttis Paides ilmselt laste ilutulestikuga mängimisest kolmekorruselise elamu korter .|PAIDE keskpäeval süttis Paides ilmselt mängimisest korter|not_location
244018|Kloostrites|klooster|põlevad|põlema||in|146362|Kloostrites ja templites põlevad pühakujude ja piltide ees suurtes hõbevaagnates jakirasvast välja ulatuvad jämedad tahid , andes parasjagu soojust ja valgust .|Kloostrites põlevad pühakujude ees hõbevaagnates tahid|location
276396|korterites|korter|põlevad|põlema||in|165854|Lambid põlevad ka korterites , milles naabrite kinnitusel juba aastaid elanikke pole olnud , pliidiraudadel aga hõõguvad isetehtud küttekehad - viledate seintega tubades valitseb mõnus soojus .|Lambid põlevad korterites|location
643463|Eestis|Eesti|põleb|põlema||in|413594|Eestis põleb mitmel pool jätkuvalt mets , kuid suurtulekahjud on päästetöötajail seni õnnestunud ära hoida .|Eestis põleb mitmel jätkuvalt mets|location
645159|Tallinnas|Tallinn|põles|põlema||in|414619|Tallinnas põles riigikaitseosakond .|Tallinnas põles riigikaitseosakond|location
691707|metskonnas|metskond|põleb|põlema||in|442170|Harjumaal Vihterpalu metskonnas Tänavjärve ääres põleb umbes 30 hektarit metsa , mida kustutavad ligi poolsada Harju- ja Läänemaa tuletõrjujat ning Vihterpalu metskonna töötajat .|Harjumaal metskonnas põleb metsa|location
712716|metsatukas|metsatukk|põles|põlema||in|454954|Päästetöötajad jõudsid eile kella kolme paiku päeval puhkenud tulekahju kustutama hakata õhtul kell kuus , mil Tallinnast umbes kolme kilomeetri kaugusel metsatukas põles ligemale viis hektarit raba ning noori mände .|Tallinnast kilomeetri kaugusel metsatukas põles ligemale raba|location
736201|Järvakandis|Järvakandi|põles|põlema||in|469280|Järvakandis põles klaasitehas .|Järvakandis põles klaasitehas|location
747674|sadamas|sadam|põles|põlema||in|476212|10.04 Bekkeri sadamas põles tanker .|sadamas põles tanker|location
776151|eramus|eramu|põlesid|põlema||in|493686|Virtsu kohta uhkes eramus põlesid esmapäeva õhtupoolikul tuled ning koer haukus , kuid Tummad ust avama ei tulnud .|Virtsu kohta eramus põlesid õhtupoolikul tuled|location
781518|jõekäärus|jõekäär|põleb|põlema||in|497047|Pirital põleb kulu alati jõekäärus ja Lükati silla juures , Kesklinnas Peterburi tee ääres , Lillekülas Paldiski maanteel ja Rocca al Mare roostikus .|Pirital põleb kulu alati jõekäärus juures|location
299720|kireleekides|kireleek|põleks|põlema||in|180273|Jüri Luik keskendus oma artiklis “ Kui kerkivad barrikaadid ... ” tehnokraatide ja intelligentsi vahelisele konfliktile muutuvas ajas , lõpetades tõdemusega , “  et see on objektiivne protsess ja jääb üle loota , et see ei lõppeks ühe või teise poole võiduga , et ühiskond ei upuks rasva ega põleks revolutsioonilistes kireleekides .|põleks kireleekides|not_location
691716|juunis|juuni|põlenud|põlema||in|442174|Eelmisel korral kustutas juunis põlenud Vihterpalu metsa üle neljakümne Läänemaa päästeteenistuse tuletõrjuja , kuid seekord on neid kõigest 28.|juunis põlenud|time
754427|Paides|pai|põles|põlema||in|480300|Paides põles laupäeva varahommikul oletatavasti süütamise tagajärjel sõiduauto Ford Scorpio .|Paides põles varahommikul oletatavasti tagajärjel sõiduauto|not_location
810855|Juulis|juuli|põlenud|põlema||in|514933|Juulis põlenud elumaja Pikk 22 varemeid käisid hiljuti uurimas Tallinna eksperdid , kellelt Parve aga siiani vastust ei ole saanud .|Juulis põlenud|time
911280|Novembris|november|põlenud|põlema||in|575644|Novembris põlenud Treffneri Gümnaasiumi toetusfondi maht on eraisikute annetustest ja heategevusballi tuludest kasvanud üle 62 000 krooni , ütles kooli direktor Elmer Jõgi .|Novembris põlenud|time
1063755|maailmasõjas|maailmasõda|põlenud|põlema||in|669038|Teises maailmasõjas põlenud kirikut taastab alates 1993. aastast muinsuskaitse ja Tartu linnavalitsuse loodud Jaani kiriku sihtasutus .|maailmasõjas põlenud|event
1609357|tulekahjus|tulekahju|põlenud|põlema||in|1010710|Salzburgi kohtueksperdid kasutavad tulekahjus tundmatuseni põlenud laipade identifitseerimiseks DNA-analüüsi ja hambakaartide abi .|tulekahjus tundmatuseni põlenud|event
1750506|augustis|august|põlenud|põlema||in|1101727|Pappkastitäie niiskeks tõmbunud dokumente augustis Haapsalus Karja 6 põlenud majast leidis juhuslik möödakäija eile .|augustis põlenud|time
2322035|roojasuses|roojasus|põlevad|põlema||in|1459336|Kui meelelised olendid kannatavad ja põlevad oma roojasuses , siis on karmapa kuu , mis paistab ja vabastab nad roojasuse kuumusest .|põlevad roojasuses|not_location
2783547|ootusärevuses|ootusärevus|põlevad|põlema||in|1748378|Ajateenijast tulevase issi sõnul ei saa küll milleski ette kindel olla , ent nii tema kui ka tulevane emme Annika põlevad suures ootusärevuses .|emme põlevad ootusärevuses|not_location
8962|Eestis|Eesti|puudub|puuduma||in|5150|Kunagi ütlesid ka , et Eestis puudub kool , kus sa tahaksid muusikat õppida ?|Eestis puudub kool|location
55912|Eestis|Eesti|puudub|puuduma||in|32564|Eestis puudub võimalus panna kellelegi kohustus - et sina oled see mees , kes mõtleb välja , kuidas see hea idee ellu viia .|Eestis puudub võimalus|location
85130|Eestis|Eesti|puuduvad|puuduma||in|49284|Kahjuks ei pruugi areng toimuda lähima kümne-kahekümne aasta jooksul , sest Eestis puuduvad vajalikud miljardid .|Eestis puuduvad miljardid|location
93859|Moskvaski|Moskva|puudus|puuduma||in|54151|Kerjustest polnud Moskvaski puudus , kuid iial pole ma seal näinud noori terveid mehi kerjamas .|Kerjustest Moskvaski puudus|location
110188|haiglas|haigla|puudub|puuduma||in|64148|Krista Vehmi väitel on Eestis väga suur vajadus laste narkokeskuse järele , sest ka Wismari haiglas puudub noorteosakond .|haiglas puudub noorteosakond|location
113486|arhiivis|arhiiv|puuduvad|puuduma||in|66063|Jaan Tõnissoni viibimisest Siberi vangilaagrites puuduvad usaldusväärsed andmed ka Muinsuskaitse Seltsi arhiivis .|viibimisest puuduvad andmed arhiivis|location
120283|Eestis|Eesti|puudub|puuduma||in|69925|Otsene statistika kuritegevuse ja ilma seoste kohta Eestis seni puudub .|statistika Eestis seni puudub|location
123241|parlamendis|parlament|puudub|puuduma||in|71892|President kuulutab tollide kehtestamise õiguse valitsusele delegeerimise põhiseaduse-vastaseks , parlamendis aga puudub tahe Eesti maksusüsteemi muuta .|parlamendis aga puudub tahe|location
127407|Eestis|Eesti|puuduvad|puuduma||in|74635|Põhiline - Eestis puuduvad head asjaajamise tavad .|Põhiline Eestis puuduvad tavad|location
136852|Eestis|Eesti|puudub|puuduma||in|80316|Ühe eriteenistustega lähedalt seotud ametniku hinnangul puudub Eestis üldine riiklik poliitika luure ja vastuluure kasutamiseks .|hinnangul puudub Eestis poliitika kasutamiseks|location
118744|Paleepööretes|paleepööre|puudub|puuduma||in|68981|Paleepööretes puudub igasugune romantika .|Paleepööretes puudub romantika|event
337474|kujutluspildis|kujutluspilt|puuduvad|puuduma||in|206897|Tõenäoliselt seetõttu puuduvad ka kujutluspildis Euroopa Liidust maade geograafilised juhttunnused - looduslikud ja klimaatilised iseärasused , ilmastiku ja maastiku iseloomustused .|Tõenäoliselt seetõttu puuduvad kujutluspildis juhttunnused|not_location
350491|situatsioonis|situatsioon|puudusid|puuduma||in|215164|Siirdeperioodi algul oli Eesti unikaalses situatsioonis - paljud majanduspoliitilised instrumendid , s. h . maksusüsteem , sisuliselt puudusid .|Siirdeperioodi algul situatsioonis instrumendid sisuliselt puudusid|state
397050|olukorras|olukord|puudub|puuduma||in|248663|Sellises olukorras puudub inimese identsusel kese .|olukorras puudub kese|state
415878|teadvuses|teadvus|puudu|puuduma||in|263498|Sellepärast ei puudu mõningane rööplus ka ühel motiivil Balthasar Russowi ja tema biograafi teadvuses : mõlemale on vähemalt nende nooruses omane teatud kahestumus oma linna ja maa vahelises asendis - truuduse- ja reeturitunde vibreering keset vastassuunalisi tõmbeid .|Sellepärast ei puudu rööplus motiivil teadvuses|not_location
431801|olukorras|olukord|puudub|puuduma||in|273442|Kui hormoonravi ei anna tulemusi , on naine , kellel puudub ovulatsioon , samas olukorras mehega , kelle spermas puuduvad seemnerakud .|kellel puudub ovulatsioon olukorras|state
431801|olukorras|olukord|puuduvad|puuduma||in|273442|Kui hormoonravi ei anna tulemusi , on naine , kellel puudub ovulatsioon , samas olukorras mehega , kelle spermas puuduvad seemnerakud .|spermas puuduvad seemnerakud|state
456634|lavastuses|lavastus|puudus|puuduma||in|290258|Näiteks M.Karusoo lavastuses “ Popi ja Huhuu ” puudus dialoog , kuid selle aluseks oli Tuglase samanimelise novelli tekst , mis eeldatavalt elustus etendust jälgivate vaatajate mälus .|Näiteks lavastuses puudus dialoog|event
457073|naerus|naer|puudu|puuduma||in|290520|pilkenaeru puhul on üleolekutunne eriti kindel , kuid see ei puudu ka heatahtlikus naerus väikeste ja ebaoluliste puuduste üle .|see ei puudu naerus puuduste üle|state
519380|situatsioonis|situatsioon|puudub|puuduma||in|336085|Laps avaldab mõnes situatsioonis oma kõnelisi oskusi , kuid mõnes situatsioonis kõne puudub .|situatsioonis kõne puudub|state
1095|kodus|kodu|käis|käima||in|620|Kristina Mõis , kes jõulude ajal kodus käis , ütleb veebruaris ilmuvas intervjuus ajakirjale Stiina , et ta ei jõua oodata , millal kooli tagasi saab .|kes jõulude ajal kodus käis|location
2136|kunstikoolis|kunstikool|käisin|käima||in|1159|Siis läksin San Franciscosse , hakkasin hipiks , käisin kunstikoolis , mängisin jälle oma kitarret .|käisin kunstikoolis|location
2450|Tallinnas|Tallinn|käis|käima||in|1345|Kui Mara talvel oma mehel Tallinnas külas käis , vaaritas ta külmiku koduseid roogi täis , ja neid jagub tänaseni .|Mara talvel mehel Tallinnas külas käis|location
4123|ööklubides|ööklubi|käi|käima||in|2435|” Ta ei käi ka praegu sellistes ööklubides .|Ta ei käi praegu ööklubides|location
4628|Tallinnas|Tallinn|käib|käima||in|2778|Tallinnas käib Kuusik õhtul väljas korra kuus .|Tallinnas käib Kuusik õhtul väljas korra|location
4762|Tiskres|Tiskre|Käisid|käima||in|2850|Käisid Tiskres , Tabasalus , Pirital ja Viimsis .|Käisid Tiskres|location
5760|Spordigümnaasiumis|spordigümnaasium|käisin|käima||in|3407|Ma käisin Eesti Spordigümnaasiumis .|Ma käisin Spordigümnaasiumis|location
6680|jõusaalis|jõusaal|Käin|käima||in|3945|Käin jõusaalis , mängin tennist , vahel jooksen .|Käin jõusaalis|location
6772|Ungaris|Ungari|käis|käima||in|3996|Hiljuti käis ta Ungaris Balatoni järve ääres arstide maailmamängudel , seal vaadati ka sealset sanatooriumiravi .|Hiljuti käis ta Ungaris järve ääres maailmamängudel|location
7220|Eestis|Eesti|käin|käima||in|4231|Eestis ma käin ja olen .|Eestis ma käin|location
2965|tantsutrennis|tantsutrenn|käisin|käima||in|1676|Jah , kui mu sõbrannadel olid esimesed käest kinni hoidmise suhted 13aastaselt , käisin mina tantsutrennis .|Jah olid käisin mina tantsutrennis|event
4945|trennis|trenn|käib|käima||in|2965|Meil käib trennis ka Kuuba ja Maroco sportlasi , neisse suhtutakse veel halvemini .|Meil käib trennis sportlasi|event
8756|trennis|trenn|käid|käima||in|5014|Kas sa käid trennis ?|Kas sa käid trennis|event
8762|trennis|trenn|käin|käima||in|5018|Praegu käin trennis võib-olla kolm korda nädalas .|Praegu käin trennis võib-olla korda|event
11245|laulutunnis|laulutund|Käime|käima||in|6520|Käime Karliga laupäeviti Musamaris laulutunnis .|Käime Karliga laupäeviti Musamaris laulutunnis|event
11986|trennis|trenn|käib|käima||in|6930|Ta käib nimelt paar korda nädalas Tartu Arenas nii beebiga koos kui ka naiste trennis ning ega intensiivne elulaad lase üheski mõttes lõtvuda .|Ta käib nimelt korda Arenas koos trennis|event
11997|trennis|trenn|käib|käima||in|6934|“ Kui mees tõuseb hommikul kell kuus , veab lapsed laiali , käib trennis ja seejärel vihub kogu oma lastekarja ja palgatöötajate ülalpidamiseks õhtul kella kuueni tööd teha , korjab pärijad kokku ja sõidab kella kaheksaks koju - millal , palun , ta võiks energiaülejääke pulbitsemas tunda ? ” küsib Murutar veidi sõjakalt .|käib trennis|event
12406|Söömas|sööm|käib|käima||in|7206|Söömas käib Jensen Pariisis Eiffeli torni eksklusiivrestoranis , kus tavainimene peab istekoha paar nädalat ette broneerima .|Söömas käib Jensen Pariisis torni|event
21524|trennis|trenn|Käisin|käima||in|12420|Käisin trennis kord nädalas .|Käisin trennis kord|event
24020|trennis|trenn|käin|käima||in|13868|Praegu käin trennis kolm korda nädalas .|Praegu käin trennis korda|event
10366|kohtusaalist|kohtusaal|lahkub|lahkuma||el|5978|Merle Parts lööb kohtutoimiku pikkade karmiinpunaste küüntega plaksudes kinni ning lahkub kohtusaalist , must talaar peitmas saledat pihta ning kõrget büsti .|lahkub kohtusaalist talaar|location
10827|poksiringist|poksiring|lahkus|lahkuma||el|6267|Saul lahkus poksiringist 1954. aastal .|Saul lahkus poksiringist aastal|location
14799|kodust|kodu|lahkub|lahkuma||el|8619|Nii lahkub Villu Reiljan kodust ja abikaasa juurest pühapäeva-õhtuti või esmaspäeva-hommikuti ning jõuab tagasi alles neljapäeval või reedel .|Nii lahkub Villu kodust juurest pühapäeva-õhtuti|location
27707|kaubamajast|kaubamaja|lahkus|lahkuma||el|16018|Kõik algas veidi vähem kui aasta eest , kui Ryder lahkus Beverly Hillsi kaubamajast Saks , kottides 5500 dollari eest rõivaid , sokke , käekotte ja muud kallist kraami .|Ryder lahkus kaubamajast Saks kottides|location
30188|Eestist|Eesti|lahkunud|lahkuma||el|17561|“ Oleksin Eestist lahkunud tagasi vaatamata , ” ohkab tänaseks juba neli aastat siin elanud Benton ( 51 ) .|Oleksin Eestist lahkunud vaatamata|location
37798|Tallinnast|Tallinn|lahkub|lahkuma||el|21969|Jaht lahkub Tallinnast kuu aja pärast .|Jaht lahkub Tallinnast aja pärast|location
43450|siitilmast|siitilm|lahkus|lahkuma||el|25136|Kui tal ka oli õnnestunud poja mõrvamise asjaoludele lähemale jõuda , lahkus ta siitilmast ilmselt koos oma saladustega .|õnnestunud lahkus ta siitilmast ilmselt koos saladustega|location
54540|Eestist|Eesti|lahkun|lahkuma||el|31783|“ Ja siis ma lahkun Eestist .|siis ma lahkun Eestist|location
67959|Eestist|Eesti|lahkusid|lahkuma||el|39203|Aunaste ütleb , et ainus põhjus , miks nad Indrekuga Eestist lahkusid , oli see , et Indrekul polnud tööd ja ta mõtles : miks mitte USAs oma erialast haridust , kokandust praktiseerida .|nad Indrekuga Eestist lahkusid|location
76666|kodust|kodu|lahkub|lahkuma||el|44351|Teavad , millal ta koju tuleb ja kodust lahkub .|kodust lahkub|location
153633|venelastest|venelane|lahkunud|lahkuma||el|90706|Varad olid Venemaale viidud , venelastest ja sakslastest teadlased lahkunud .|venelastest teadlased lahkunud|not_location
164137|koalitsioonist|koalitsioon|lahkus|lahkuma||el|97120|21. novembril 1996.a. lahkus koalitsioonist Reformierakond .|novembril a. lahkus koalitsioonist Reformierakond|not_location
211028|Koonderakonnast|koonderakond|lahkunud|lahkuma||el|126051|Koonderakonnast on lahkunud teisigi silmapaistvaid inimesi : Endel Lippmaa , Mati Meos , Kadri Ottis .|Koonderakonnast on lahkunud inimesi|not_location
290411|septembrist|september|lahkus|lahkuma||el|174619|Üle Venemaa lahkus septembrist 1991 maini 1992 ametist 20 000 operatiivtöötajat , kes kõik on aktiivsed poliitikas ja äris .|Üle Venemaa lahkus septembrist maini ametist operatiivtöötajat|time
610231|erakonnast|erakond|lahkunud|lahkuma||el|392656|Dashnak eitas otsekohe oma seotust ründajatega ja kinnitas , et Unanjan olevat lahkunud erakonnast juba 1991. aastal .|Unanjan olevat lahkunud erakonnast aastal|not_location
