,lemma,form,verbifraas,lause_id
4944,päikeseprill,päikeseprillides,Üllatuseks astub ta lavale päikeseprillides,10866173
4951,lemmiksigaretipood,lemmiksigaretipoes,viimati käisin lemmiksigaretipoes,10873061
4955,baltlane,baltlastele,lääneriik ei tõtta baltlastele pakkuma,10877469
4965,eurovõistlus,eurovõistlusel,käib käsi eurovõistlusel,10894140
4969,peyote-tseremoonia,peyote-tseremoonial,Käisime korda peyote-tseremoonial,10900355
4973,detail,detailides,Nikolajev ei lahkunud eriarvamuse tõttu detailides,10915326
5005,saareküla,Saarekülas,tihti te Saarekülas käite,10979731
5016,lõpukolmandik,Lõpukolmandikul,Lõpukolmandikul kõndis noateral,11001971
5052,IQ,IQst,Jutt käib IQst,11073541
5053,voodikate,voodikattele,Ta istus voodikattele,11073748
5056,sotsiaalminister,sotsiaalministril,aastatel sotsiaalministril toolil istunud,11083143
5064,matshidel-maavõistlus,matshidel-maavõistlustel,Alates aastast olen käinud matshidel-maavõistlustel,11100244
5066,kuldvillak,Kuldvillakus,võistkonnast on Kuldvillakus käinud Uno,11105445
5067,eurokõnelus,eurokõnelustel,kas Eesti liigub eurokõnelustel kiiresti,11105617
5084,Siro,Sirol,Igatahes astus Milan Sirol seisus,11132492
5089,solfedžotund,solfedžotundides,nuku-teatrilased solfedžotundides käivad,11149677
5096,regionaalliiga,Regionaalliigas,Regionaalliigas käib matil juunior,11165721
5102,voorimine,voorimisest,voorimisest hoolimata istus,11172898
5106,raadiosaade,raadiosaates,Kõigepealt käis sõna välja linnapea raadiosaates,11185471
5111,veelomp,veelombis,järsku istusin veelombis aitasid,11193119
5116,söögikord,söögikorrast,Meie aga mitte aja pärast astumegi suplusest söögikorrast heatujulistena laeva,11203066
5125,Giro,Girol,Taas istus itaallane sadulasse Girol,11212686
5133,maffiasaal,maffiasaalis,maffiasaalis eile istunud,11228831
5180,vaatamisaeg,vaatamisajal,see käib eetris vaatamisajal varaõhtuti,11313588
5182,Vääna,Väänal,kinnitusel käis mullu Väänal massiliselt püüdjaid antud,11319980
5233,Tottenhami,Tottenhamist,aastal klubist Tottenhamist lahkunud,11439105
5235,Brodway,Brodwayl,Brodwayl pole ma käinud,11443609
5245,tuhkatriinu,tuhkatriinust,aatekaaslased istusid tuhkatriinust tõusmise ajal nördinult fraktsiooni toas,11464452
5246,põhimaantee,põhimaanteedel,sõnul käivad politseinikud põhimaanteedel patrullimas korravalvuritega,11465545
5255,OBU-galerii,OBU-galeriisse,OBU-galeriisse astub inimene tänavalt,11483577
5261,Andre,Andrest,kes Andrest toona haiglas vaatamas käis,11501783
5270,sunnitöövangla,sunnitöövanglas,Viimasega istus diktaator algul koos sunnitöövanglas harrastati,11526649
5274,Rotermanni,Rotermannis,ma pole Rotermannis veel käinud,11532314
5275,kiirendusrada,kiirendusrajal,Kella viie paiku hommikul käis kiirendusrajal mürakas,11533465
5276,igamehe-sõudevõistlus,igamehe-sõudevõistlusel,meil oli üks kambast käinud igamehe-sõudevõistlusel,11534786
5301,teatesõit,teatesõitudes,teatesõitudes liikusid teistest nobedamalt Kristina,11591486
5310,tänavarõivas,tänavarõivastes,kontrollmängul istus Sprewell pingil tänavarõivastes,11604048
5326,rajoonivalitsus,rajoonivalitsuses,aastat tagasi käisime koos konsuli rajoonivalitsuses õigust,11626218
5346,gümnaasiumiharidus,gümnaasiumiharidusest,Jutt käib niisiis aastal gümnaasiumiharidusest,11663259
5362,Sumatra,Sumatral,Davies on käinud tänavu ekspeditsioonil Sumatral otsis,11686717
5365,amnestiakampaania,amnestiakampaaniast,Jutt käib amnestiakampaaniast,11709376
5371,ratsatreening,ratsatreeningutel,Gümnasist käib Säreveres ratsatreeningutel,11722213
5401,rahvarõivakleit,rahvarõivakleidis,Modell astub altari ette punases rahvarõivakleidis saris,11783505
5404,hapnikumask,hapnikumaskis,läbi reisijatesalongi jooksid hapnikumaskis mehed,11801159
5405,perekoolitus,perekoolitusel,Talvel aga käivad isad-emad tervisekeskuste juures perekoolitusel,11804165
5409,kaotusmäng,kaotusmängus,kaotusmängus mees pingil istus,11811386
5412,Rahumägi,Rahumäel,kes aprillil Rahumäel tänaval poisiga seksuaalvahekorda astus,11814086
5416,eru,erru,aastat tagasi astus Karen modelliametist erru,11815977
5417,Talki,Talkist,sõnul on Talkist lahkunud juba juhatusest,11816622
5419,Isamaaliit,Isamaaliidust,Kindlasti ei lahku ma Isamaaliidust,11821361
5445,kaubaagent,kaubaagendist,Tartus liigub legende kaubaagendist,11874762
5448,robotkoduabiline,robotkoduabilistest,Jutt ei käi robotkoduabilistest,11878784
5449,hobuveski,Hobuveskist,autogrammikütt lahkus Hobuveskist kell õhtul,11880831
5451,palliklubi,Palliklubist,suvel lahkus Dorbeku Palliklubist noortegruppi korvpalliklubisse,11882724
5467,30.,30ndates,30ndates Lauri käinud,11913319
5478,kokkupõrkepiirkond,kokkupõrkepiirkonnast,lahkus kokkupõrkepiirkonnast helikopteritel,11942665
5482,valimissõda,valimissõjas,jookseb valimissõjas,11952546
5483,lollitamine,lollitamisest,jutt käib lollitamisest,11952998
5487,liikuv,liikuvale,Töötades liiguvad inglased rohkem liikuvale,11965980
5494,peatreeneripost,peatreeneripostile,kes astub peatreeneripostile,11974438
5506,Puhkus,Puhkusel,Puhkusel pole ma aastat käinud,11996136
5515,hoovõtt,hoovõtul,aastal liikusin hoovõtul vanaema,12015119
5520,testimiskeskus,testimiskeskuses,Urmo käis alguses Tšehhimaal testimiskeskuses proovimas,12021599
5521,testikatse,testikatsel,kord istub rooli testikatsel,12021605
5536,tagantotsasõit,tagantotsasõidul,istmel liigub peatugi tagantotsasõidul ette- püüdes,12046888
5538,memuaarid,memuaaridest,Käivad jutud memuaaridest,12051668
5539,kaalujälgija,Kaalujälgijates,ema käis aeg Kaalujälgijates,12051894
5548,bodypump,bodypump'is,Käib bodypump'is,12065033
5554,kättemaks,kättemaksust,kättemaksust käib jutt olete,12074208
5556,büstilõikus,büstilõikusel,= käis büstilõikusel,12075390
5565,inglis-maa,Inglis-maal,Inglis-maal käib suuroperatsioon,12102235
5573,Gunnar,Gunnar's,Üles astusid Gunnar's,12116383
5586,välitekk,välitekile,Jooksin paljajalu välitekile,12137998
5607,koaksiaalkaabel,Koaksiaalkaablis,Koaksiaalkaablis liigub telepilt kaablis valgusimpulsside näol,12176010
5614,modellikool,modellikoolis,Olen käinud ka modellikoolis,12187131
5624,kevadmüük,kevadmüügilt,Tütarlaps lahkus kevadmüügilt jätnud,12236135
5633,kolhoosikord,kolhoosikorras,Harley-mehed käisid kolhoosikorras kusagil garaažis kastmas,12251090
5640,sulgpall,sulgpalli-,aastatel käis neiu sulgpalli-,12257508
5646,kvalifikatsioonisõit,Kvalifikatsioonisõitudes,Kvalifikatsioonisõitudes liikus suurepäraselt kanadalane,12263350
5658,noorsooamet,noorsooametisse,Kell hommikul astusidki Stefan koos pisipojaga noorsooametisse,12306493
5659,giidikursus,giidikursustel,Käin giidikursustel,12307538
5676,keskmäestikulaager,keskmäestikulaagris,Esmakordselt keskmäestikulaagris käinud,12335788
5702,meditsiinisüsteem,meditsiinisüsteemis,meditsiinisüsteemis info ei liigu,12395655
5707,mõõtkava,mõõtkavas,Mäng käib mõõtkavas,12426352
5711,kasvukeskkond,kasvukeskkonnas,tegevus käis kasvukeskkonnas,12436683
5716,avameeter,Avameetritest,Avameetritest käis Lazutina vahel heitlus,12461250
5730,maadlusklubi,maadlusklubil,poisid käisid külas maadlusklubil,12497455
5746,raudpolt,raudpoltidele,keha liigub tänu raudpoltidele,12532085
5759,vana-aastaöö,vana-aastaööl,Nii käiski neiu vana-aastaööl otsimas,12552403
5763,skandaal,skandaalile,on loo pärast lõunal käinud aastast saadik skandaalile,12557088
5766,rabajooks,rabajooksul,õpilane käis pühapäeval rabajooksul,12558859
5792,jmt,jmt,läheb katkestab astub õhtukooli ilma otsuseta jmt,12600372
5828,peatool,peatoolil,peatoolil istus ta aastal,12672646
5841,matkaking,matkakingades,käid päevast päeva matkakingades,12687528
5872,õudukas,õudukas,parajasti jookseb õudukas,12740996
5875,ansambliliige,ansambliliikmetel,Lisaks käis ansambliliikmetel nagin,12758691
5882,keskpark,Keskparki,Pillimängijad liikusid piki avenüüd Keskparki,12767054
5888,kosmoselaev,kosmoselaevalt,inimesena astus juulil Kuule astronaut kosmoselaevalt,12776583
5898,remondiruum,remondiruumis,istuvad jõude remondiruumis masinate vahel tundi,12786105
5916,magama,magad,kõnni magad,12817657
5929,aastavahetusepidu,aastavahetusepeol,ta korraks ansambliga väliseestlastele aastavahetusepeol esinemas käis,12833578
5957,Vince,Vince'il,Jen istus Vince'il kaksiratsi süles,12880561
5963,pidutseja,pidutsejatelt,kes öösel peaga pidutsejatelt küsimas käis,12888434
5969,Hawaii,Hawaiil,Pole küll Hawaiil käinud,12915403
5975,aerutamine,aerutamises,spordialal aerutamises astuvad täna võistlustulle linna-,12922644
5984,ilmsikstulek,ilmsikstulekul,ilmsikstulekul lahkus ametist põllumajandusminister,12946543
5987,tuumakatsetus,tuumakatsetustel,me tuumakatsetustel ei käinud,12950131
5989,SS-diviis,SS-diviisi,Johannes astus noormehena korras 17aastaselt SS-diviisi,12950393
5997,joonistamine,joonistamisse,astun joonistamisse tule,12958928
6005,juunioriklass,juunioriklassist,Loomulikult lahkub Trepp praegu juunioriklassist ujujana,12972208
6013,klaaspuur,klaaspuuris,eemal klaaspuuris käib etendus,12990755
6017,klassikamaraton,klassikamaratonidel,Seni käis Ollega klassikamaratonidel Koidu,13004259
6032,maailmavõistlus,maailmavõistlusel,korda maailmavõistlusel käinud,13031651
6034,väljaütlemine,väljaütlemistes,kes väljaütlemistes korda tõsiselt ämbrisse astus,13033507
6042,loomejõud,loomejõus,Tegelikult lahkus ta teatrist ju loomejõus,13041452
6047,vetsupott,vetsupotist,vetsupotist ei käi jutt,13045245
6058,Maidan,Maidanil,Me pole seal Maidanil revolutsiooni ajal kordagi käinud,13061846
6068,metsaloom,metsaloomadele,selleks metsaloomadele appi tõttab,13082164
6078,raudteeülesõidukoht,raudteeülesõidukohas,raudteeülesõidukohas jooksis rong rööbastelt maha,13100830
6093,taluköök,taluköögis,istuvad koos lähedastega taluköögis,13133895
6098,sõrmeoperatsioon,sõrmeoperatsioonil,Pack käis sõrmeoperatsioonil,13144508
6100,põrgutuli,põrgutulele,tõttasid hoopiski vilistades põrgutulele,13150901
6111,ahjutulevalge,ahjutulevalgel,sina istud seal ahjutulevalgel,13167346
6119,Koronio,Koronios,Panathinaikose vastu jookseb platsile Koronios,13178337
6131,Uuno,Uunos,Uunos jookseb ta laupäeviti juba alates novembrist on,13206368
6133,näiteklass,näiteklassis,kes juba käis näiteklassis,13208654
6139,rannajalgpall,rannajalgpallis,Siin käivad meistrivõistlused rannajalgpallis,13217830
6141,rattasport,rattaspordist,rattaspordist lahkunud,13219320
6150,Joker,Jokeritesse,hooaja vahel Maardu Jokeritesse liikunud,13235057
6157,Jordani,Jordanist,sõitja lahkub Jordanist,13243824
6160,rahamaja,rahamajas,Marss liigub märgi rahamajas,13252265
6175,jõesäng,Jõesängis,Jõesängis jooksis jõevesi,13276254
6178,pisike,pisikesest,Olen pisikesest peale arstide juures käinud,13292164
6208,sööma-joom,sööma-jooma,osavõtjad istusid sööma-jooma heietama,13351300
6222,jõukurei,jõukureile,soetamine käiks ilmselt üle jõu jõukureile,13375059
6235,komplekteerimine,komplekteerimisel,Paralleelselt mänguks käib BC leeris veel komplekteerimisel,13407971
6247,õhuseirekeskus,õhuseirekeskuses,Jänkid käivad õhuseirekeskuses,13439087
6257,Šaruna,Šarunas,palluritest käisid tõmbamas Šarunas,13444648
6301,kirurgiakeskus,kirurgiakeskuses,leedi käis eile koos abikaasa kirurgiakeskuses,13550189
6303,DV,DV-st,valmistatud lahkus Heinz alias DV-st lõpus Friedrichstrasse vaksali kaudu,13556301
6316,Orlando,Orlandost,Lahkus ju O aastat tagasi Orlandost Los vaatamata pakkumisele,13574318
6318,loomatohter,loomatohtril,loomatohtril käib abiks meest,13578685
6344,kunstfotoateljee,kunstfotoateljeedes,kunstfotoateljeedes ei käi enam keegi,13653350
6351,nimekam,nimekamatest,Klubist on nimekamatest lahkunud veteran,13668916
6367,maim,Maimu,perenaine Maimu õhtul Raplamaal külas laudast lahkus,13714172
6377,jõujuurikas,jõujuurikas,olümpial jooksis sugulane jõujuurikas ga,13721367
6420,allfilm,Allfilmis,Raivo käis Allfilmis täitmas,13848118
6429,välisministeeriumihoone,välisministeeriumihoones,reporter käis välisministeeriumihoones uudistamas,13859996
6449,pidudel-vastuvõtt,pidudel-vastuvõttudel,pidudel-vastuvõttudel paarike on kuul käinud,13899865
6451,ajabilanss,ajabilansile,teised käivad vastavalt ajabilansile talle toeks,13900659
6462,löögirusikas,löögirusikas,Seni liigub löögirusikas kursil,13957658
6466,pesupäev,pesupäevadel,lapsed tal pesupäevadel seltsiks käisid,13961273
6477,hansa,Hansas,õhtul käisime Olde Hansas,13974719
6481,riigipolikliinik,riigipolikliinikuis,nii see ajal riigipolikliinikuis käis,13978709
6527,spordiüritus,spordiüritustel,Albert käib spordiüritustel,14058681
6531,kehaosa,kehaosast,kehaosast jutt käib,14065953
6538,motoringrada,motoringrajal,käib motoringrajal mehhaanikuks,14081930
6577,sõnavahetus,sõnavahetusse,Nigol sõnavahetusse astusid,14175673
6582,Harkivi,Harkivist,Täna lahkume Harkivist,14183750
6590,mustlaslaps,mustlaslapsest,Kesk-Eesti mustlaslapsest käib koolis seitse,14190704
6606,Fårö,Fårös,Filmilegend lahkus meie hulgast eile kodus Fårös vanuselt,14267053
6616,kultussari,kultussarjast,soulikuulsus lahkub kultussarjast haavus,14289752
6624,ooperimaailm,ooperimaailma,inimene astus ooperimaailma korda,14310536
6627,RS4,RS4ga,Röövel lahkus kuriteokohalt Rosset ’ i RS4ga,14316091
6630,lossiruum,lossiruumis,lossiruumis Keldris käis aga töö,14319659
6634,barakkõllekas,barakkõllekates,käinud barakkõllekates,14329832
6673,Põldroos,Põldroosil,fänn käis Põldroosil koduukse taga skandaalitsemas,14499101
6675,Bremen,Bremenist,novembris lahkus Bremenist pardal USA-sse tõesti ohvitser,14501964
6693,geiprideiparaad,geiprideiparaadil,Sellest Sokrates käis Rootsimaal geiprideiparaadil svenssonitele tegemas,14586534
6723,naisegrimm,naisegrimmis,Kuskil istuvad nägudega naisegrimmis mehed,14726446
6725,A-rühm,A-rühmas,A-rühmas on hooaja keskel kuute istunud,14729055
6741,teivasjaam,teivasjaamas,need lahkuvad rongist teivasjaamas,14790769
6743,sirin,sirinal,Siis jooksid ihumahlad sirinal tuletõrjuja,14793197
6747,torus-tikk,torus-tikust,Vesi jookseb masinasse automaatselt torus-tikust,14797304
6770,põrandalseisev,põrandalseisvatest,jutt käib siis põrandalseisvatest,14881329
6773,PMPO,PMPO-st,satelliidid Jutt ei käi PMPO-st,14896889
6781,suusahoolderuum,suusahoolderuumis,suusahoolderuumis lii-guvad näod saabub,14943303
6799,lasteiste,lasteistmel,Istus lasteistmel tagapingil,14984957
6806,infolaat,infolaadal,õpilane käis infolaadal aastal,14993592
6821,mõnes-mõte,mõnes-mõttes,mõnes-mõttes käib kah,15067996
6829,px,px,siis hiir liigub kogemata px vasakule,15093162
6830,ajupoolkera,ajupoolkeras,asjade-välja-selgitamis mõtlemine käib seal ajupoolkeras,15099055
6834,TIK,TIK'is,sa käid TIK'is,15114280
6845,esikolmikukoht,esikolmikukohtadel,esikolmikukohtadel liikunud,15136664
6847,maalikunst,maalikunstis,siis maalikunstis see PR-trikiga ei käi,15139564
6855,marmorsaal,marmorsaalis,Rufus istus mugavalt marmorsaalis troonil juhtida,15214944
6858,Valgus,Valgusest,Valgusest kiiremini ei liigu miski,15218294
6903,hiiekoht,hiiekohtades,ysna hiiekohtades käivad rahvas siiamaani,15301374
6913,hullar,hullaris,Mees istus päevad hullaris ära,15314097
6914,topicus,topicusse,saade siia topicusse imehästi istub,15314575
6965,komisariaadima,komisariaadis,käisin täna siis komisariaadis,15476795
6986,kõhklus,kõhklustele,Vaatamata kõhklustele võimeline käis koostamine,15542079
6991,haiglatöö,haiglatöölt,sõnul lahkuvad õed haiglatöölt suunduda,15549069
7031,ülehelikiirus,ülehelikiirusel,autot teadupärast ülehelikiirusel ei liigu,15623441
7034,vormelipiloot,vormelipiloodil,vormelipiloodil asi kähku käib,15636811
7040,kivihunnik,kivihunnikus,Istusime kivihunnikus tundi,15641925
7049,kiltmaa,kiltmaal,Ta kõndis meeleldi tundide viisi kiltmaal,15662020
7050,taluturg,Taluturul,aeg tagasi käis omanik Taluturul kaupleb,15665874
7069,läänlane,läänlasest,läänlasest käis kutse õppel,15702119
7084,meestekas,meestekas,mehed istuvad ajal meestekas,15715578
7118,esilaulja,esilauljal,President käib vahepeal esilauljal surumas,15903231
7126,Capr,Capril,Capril käinud,15927852
7145,msni,msnis,nüüd istuvad kõik rõõmsalt msnis,15980759
7146,vigane,vigaselt,sugulase juures Netscapes jooksis foorum vigaselt,15983771
7152,sadist,sadistil,sadistil jooksevad numbrid kiiremini,16005129
7155,manager,manageris,programmid sul task manageris jooksevad,16023017
7159,6V,6V,Athlon64 jookseb 1 6V,16027318
7168,Tänavusuvine,Tänavusuvisel,Tänavusuvisel moenädalal käisid gigandid sammu,16090815
7172,kaubalennuk,kaubalennukitel,liikus Hollandisse kaubalennukitel,16100189
7175,sügistuur,sügistuurist,Jutud käivad sügistuurist Ameerikas Lauryn,16104983
7191,varjusurm,varjusurmas,Kanal on areenilt lahkunud varjusurmas,16226374
7202,35mm,35mm,Töö käib 35mm,16293278
7210,vc,vc's,vc's käis pinda see,16327816
7211,deiv,deivi,meil käib see kordamööda deivi,16335646
7232,Bangalore,Bangalore'is,kes on ka ise Bangalore'is käinud,16420265
7267,5,5-st,Muidugi lahkuvad 5-st ka vaidlejad,16619074
7269,lõpusõrmus,lõpusõrmustest,Jutt käib siis lõpusõrmustest,16622878
7274,automaatika,automaatikast,jutt käib ikka automaatikast,16634936
7276,10,10-nes,ise ka jooksen 10-nes,16645903
7278,teisipeäva,teisipeäval,teisipeäval käin,16648208
7280,sõreste,sõrestes,Noniii eile sõrestes käisid,16655269
7284,meelelahutusmaailm,meelelahutusmaailmas,meelelahutusmaailmas liigub raha seal,16706748
7305,kiirabihaigla,kiirabihaiglasse,Arst liikus koos osakonnaga Keskhaiglast kiirabihaiglasse,16749780
7308,nurgapalse,nurgapalses,käin nurgapalses,16762683
7309,statoili,statoilis,käige statoilis sixbacki järel enam,16763100
7329,vanaduspension,vanaduspensionist,jutt käib vanaduspensionist,16822542
7331,välipark,välipargis,Ma käisin välipargis,16841587
7336,kummipall,kummipallist,jutt käib kummipallist,16872380
7357,aianduskauplus,aianduskaupluses,käib aianduskaupluses,16965632
7371,otsejoon,otsejoonele,siis astus ta korvi all otsejoonele,17034456
7398,rahatrepp,rahatrepil,sünniga liigub pere rahatrepil allapoole,17091593
7411,10Mb,10Mb,seda panna siis andmed jooksevad ikka 10Mb,17146725
7412,sry,sry,sry megadest siiski jutt käib,17154888
7413,firewalli,firewallist,jutt käiks firewallist,17158318
7435,maardla,maardlatesse,võetud liigub kaevandamine maardlatesse,17248718
7456,muskelauto,muskelautodest,jutt käib muskelautodest,17304929
7473,Hedvig,Hedvigil,Üldse käib Hedvigil töö,17342214
7478,krrr,krrr,Siis käis juba krrr,17351559
7483,varn,Varnas,Käisin suvel Varnas,17352602
7501,kutsekates,kutsekatesse,kutsekatesse käivad ikka kodust lähe,17410240
7521,misjonijaam,misjonijaamast,andmeil lahkus Rael koos kolleegiga misjonijaamast jaanuaril,17499728
7526,palvela,palvelas,Riigisekretär käis pärastlõunal koos saatjatega vallas külas palvelas,17503192
7528,asuküla,Asukülas,käis põldudel Asukülas,17506594
7556,suusahüppaja,suusahüppajatest,jutt käib suusahüppajatest,17670922
7559,keskkonnakomisjon,keskkonnakomisjonis,taanlast käisid keskkonnakomisjonis,17731098
7561,siber,siberis,käisin siberis tööl,17749808
7567,tripp,tripil,veel käisin klassiga tripil,17752270
7570,neonats,neonatsidest,neonatsidest küll mitte töö käib,17758261
7578,ksa,ksa-s,Käisin ksa-s,17789854
7583,rattamaraton,rattamaratonil,Käisin eile rattamaratonil,17804502
7593,peapea,peapeal,käin mcdonaldsi taga peapeal,17817066
7633,Mustjala,Mustjalas,Mustjalas käib perekonnavalss,18057819
7642,kaugküttesüsteem,kaugküttesüsteemist,kaugküttesüsteemist lahkus maja,18123672
7664,välissuhe,välissuhetesse,Nüüd aga astub riik välissuhetesse,18323924
7670,karjuja,karjujatest,palju karjujatest ise valimas käis,18361877
7680,konkurentsipoliitika,konkurentsipoliitikas,me konkurentsipoliitikas suunas liigume,18379186
7693,lade,lademes,busse käis juba enne lademes,18446208
7704,õiguskomisjon,õiguskomisjonis,Käisin praegu õiguskomisjonis lootuses,18512210
7712,sierra,sierral,Minuteada istuvad nad põiki vahel aga sierral pikimootor,18532464
7713,Melasi,Melasis,Käisin täna Melasis,18532680
7718,tagadiffr,tagadiffrisse,õli käib tagadiffrisse,18536648
7739,plaadiriiul,plaadiriiulil,ehk kunagi istub plaadiriiulil enne,18650503
7747,cruisim,cruisimas,vennaga käisime linnapial maz'iga cruisimas,18703421
7753,nuppu,nuppul,nii back nuppul klõps käis,18744960
7757,hoor,hoora,mäng käib ümber selle hoora,18784564
7760,Kurgja,Kurgjal,käin ka Kurgjal,18792578
7846,as,as,käisin sööömas ale as,19275668
7849,pyg,pyg,ta käib pyg,19307542
7852,jooxma,jooxmas,käisin jooxmas,19333249
7859,kukkeseene,kukkeseenele,käi honoluluga kukkeseenele,19445963
7861,ptslhm,ptslhm,käi ptslhm,19466662
7863,mmi,mmis,mmis pidu käib kah,19479053
7865,jalkpa,jalkpal,jalkpal käib,19531001
7866,pedeleht,pedelehtedel,käid pedelehtedel,19531616
7876,võistlustte,võistlusttel,võistlusttel käisin känza,19622857
7879,viiene,viiesel,Silent_Trigger jah ma käisin viiesel,19646712
7884,ztv,ztv,lugu käib ztv,19704758
7888,7esi,7ees,7ees käite,19715957
7899,knght,knght,irw knght astu tehtud,19794966
7901,okas,okkas,selle pärast okkas vahet käibki,19795436
7904,piibe,piibes,ma pole piibes käinud,19836633
7907,hüppetornioca,hüppetorniocas,istub hüppetorniocas,19854995
7914,ttg,ttg-s,ttg-s käin,19890576
7951,närvie,närviele,närviele käib ju,20184699
7958,aegviidu,aegviidus,ma käisin aegviidus 1kord,20216650
7963,ssee,ssees,sa käisid ikka ssees,20270862
7967,terariumi,terariumis,äksion käis terariumis,20295350
7984,bättel,bättelil,hvakk ma käisin eile bättelil,20471087
7986,sja,sjal,istuvad sjal teleka taga,20492301
7990,rannakas,rannakas,ciel käisid eile rannakas vä,20517126
7992,makoiha,makoihal,makoihal käin,20521290
7997,diskett,disketilt,jookseb disketilt,20548954
8002,OnaFest,OnaFestil,käisin OnaFestil,20586947
8006,süntesaator,süntesaatorist,jutt käib süntesaatorist,20644674
8027,hormooniravi,hormooniravil,hormooniravil käinud,20848759
8035,nnnn,nnnn,kas kõik käis kõigi kohta vee nnnn,20953232
8052,amigo,amigos,rahvas amigos käib maimu,21074845
8054,Vetsitall,Vetsitallist,käib kord Vetsitallist,21086555
8056,kook,kooku,pommiauk käib kooku freek,21117602
8060,kalevispordihall,kalevispordihallis,raffast on kes käisid see kalevispordihallis,21138145
8064,päinaka,päinakas,slow sa käid päinakas,21178354
8071,aurama,auras,ma käis täna auras,21253362
8080,il,il,keegi RAHZEL il ka käis,21321966
8087,lasteaija,lasteaijas,ma käin lasteaijas,21385129
