text,id,label,review,text_id,las
"Ja siis tegi puust ette asjad , mille poole ta ei vaatagi .",2495,"[{""start"": 3, ""end"": 7, ""text"": ""siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8611,0.0
"Ja õigesti räägivad , äratuntavad asjad on kunstis pikka aega unustuses olnud .",2496,"[{""start"": 3, ""end"": 10, ""text"": ""õigesti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,8616,8.3
"Tervisekaitseinspektsiooni peadirektori asetäita Heino Lutsoja ütles , et Eestis pole toonikute joomisest keegi surnud , kuid kofeiini sisaldava jõujoogi austajad peavad teadma , et seda võib tarbida ainult väikestes kogustes ja ei tohi segada alkoholiga .",2497,"[{""start"": 200, ""end"": 206, ""text"": ""ainult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8629,77.1
"Kuid tugeva füüsilise koormuse puhul , kui inimorganism töötab oma võimete piiril , võib kofeiini-alkoholi koosmõju põhjustada ja juba ongi põhjustanud surma .",2498,"[{""start"": 130, ""end"": 134, ""text"": ""juba"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8635,77.3
"Eesti kaubavahetuse käive oli juunis statistikaameti esialgsetel andmetel 25 miljardit krooni , käive vähenes võrreldes eelmise aasta juuniga kaks protsenti ja tänavu maiga kaheksa protsenti .",2499,"[{""start"": 160, ""end"": 166, ""text"": ""tänavu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8641,80.0
""" Kaido tuleb homme ülekuulamisele kui peksmises kahtlustatav , "" ütles Põhja ringkonnaprokuratuuri pressiesindaja Päevaleht Online'ile .",2500,"[{""start"": 14, ""end"": 19, ""text"": ""homme"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8653,31.2
"Kapo andmeil tõi Pupp avalikus kohas pommiplahvatuse teel surra soovinud Rainer Lätile trotüüli , mille viimane enda ümber sidus ja kaubanduskeskuse fuajees ebaõnnestunult plahvatama pani .",2501,"[{""start"": 157, ""end"": 171, ""text"": ""ebaõnnestunult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8685,80.0
""" Meile ei meeldi , et poliitikud ütlevad "" Tehtud ! "" , kuigi tegemata on nii tervishoiu- , pensioni- , haridus- , tööturu- kui haldusreform , """,2502,"[{""start"": 57, ""end"": 62, ""text"": ""kuigi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8691,44.4
"Täna 5. märtsil algas Eurovisioni ametlikul kodulehel  viktoriin , kus loositakse igal nädalal välja kaks piletit lauluvõistluse finaalkontserdile .",2503,"[{""start"": 0, ""end"": 4, ""text"": ""Täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8698,0.0
""" Kui miski oleks mind pensionilt tagasi meelitanud , oleks see olnud just Indiana Jonesi film .",2504,"[{""start"": 70, ""end"": 74, ""text"": ""just"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8706,50.0
""" Nõua , et kollid oleksid digitaalsed , kaljud madalad ning kaitseks trikimeistrite eest hoia piits alati käeulatuses . """,2505,"[{""start"": 101, ""end"": 106, ""text"": ""alati"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8710,84.2
Ftalaate kasutatakse peamiselt plastikust toodete elastsuse ja plastilisuse tagamiseks .,2506,"[{""start"": 21, ""end"": 30, ""text"": ""peamiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8718,33.3
Kella 12 -14 toimuvad ekskursioonid Toompeale ja all- linna .,2507,"[{""start"": 49, ""end"": 53, ""text"": ""all-"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,8783,70.0
"Majandusministri nõunik Heido Vitsur ütles ETAle , et lähiaastatel vaevalt varimajanduse osakaal Eestis väheneb .",2508,"[{""start"": 67, ""end"": 74, ""text"": ""vaevalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8788,42.9
"Riigiprokurör Heino Tõnismägi ja Tallinna linnakohtu kohtunikku Merle Partsi püstolist Taurus kogemata kaela haavanud Torger ( 28 ) sõlmisid mais kokkuleppe , mille järgi karistatakse viimast viie kuu pikkuse reaalse vanglakaristusega .",2509,"[{""start"": 94, ""end"": 102, ""text"": ""kogemata"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8812,29.0
"Piraattarkvara osakaal Eestis kasutatavas tarkvaras oli mullu 53 protsenti , selle näitajaga on Eesti paremal positsioonil kui enamik Ida-Euroopa riike , näitas Business Software Alliance'i ( BSA ) tellitud uuring .",2510,"[{""start"": 56, ""end"": 61, ""text"": ""mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8815,13.3
"Tallinnas tulistas 27-aastane diskor laupäeval Paavli tänaval asuvas diskoteegis püstolist kolm lasku , haavates kergelt üht meest.",2511,"[{""start"": 113, ""end"": 120, ""text"": ""kergelt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8818,82.4
"Seega pole tulevikus välistatud , et projekti hilisemas faasis ette nähtud 160 km/h raudteetrass Tallinnast Riiga kulgeb Pärnu kaudu .",2512,"[{""start"": 0, ""end"": 5, ""text"": ""Seega"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8875,0.0
"Toomas-Hendrik Ilves asetas täna pärja ligi sajale miljonile kommunistlike režiimide ohvrile , kellele pühendatud monumendi avas George Bush 12. juunil .",2513,"[{""start"": 28, ""end"": 32, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8888,15.0
"John Allen Muhammad ja John Lee malvo , kellele on esitatud juba süüdistused Marylandis ( kuues mõrvas ) ja Virginias ( ühes mõrvas ) , said süüdistuse 23. septembril toimunud veretöö toimepanemises Baton Rouge'is , kus süüdistuse järgi hukkus nende kuulist 45aastane Hong Im Ballenger , teatas Reuters .",2514,"[{""start"": 60, ""end"": 64, ""text"": ""juba"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8899,12.5
""" Esiteks , mul on möödunudaastane litsents .",2515,"[{""start"": 2, ""end"": 9, ""text"": ""Esiteks"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,8931,0.0
"Mul on väga hea mälu ! """,2516,"[{""start"": 7, ""end"": 11, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8933,50.0
""" Enne sa istusid alati minu vastas , vaatasid mu silmi , hoidsid kätest kinni … """,2517,"[{""start"": 18, ""end"": 23, ""text"": ""alati"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8935,25.0
""" Aga kullake , pärast seda , kui me müüsime klaveri , ei ole selleks enam mingit vajadust ! """,2518,"[{""start"": 70, ""end"": 74, ""text"": ""enam"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8936,84.2
Ilukirurg vaatab tähelepanelikult daami nägu ja ütleb :,2519,"[{""start"": 17, ""end"": 33, ""text"": ""tähelepanelikult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,8937,28.6
Politsei on rongisüütamisega seoses arreteerinud 21 ja üle kuulanud lisaks veel 30 muhameedlast .,2520,"[{""start"": 75, ""end"": 79, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9017,76.9
"See tähendab aga kuni neljakordset hinnatõusu poolkoksi ehk põlevkivi jäätmete eest , mis seab ettevõtte plaanitud investeeringud keskkonnaohutumasse tehnikasse löögi alla .",2521,"[{""start"": 13, ""end"": 16, ""text"": ""aga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9041,9.5
"Rajasalu lisas , et Talijärv põhjendas enda taandamist sellega , et Aigar Kallase näol on tegemist väga hea juhiga , kes on RMK juhatuse esimehe ametikohale parim valik .",2522,"[{""start"": 99, ""end"": 103, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9058,46.4
"Viimane tulistamisintsident toimus esmaspäeval kell 21.15 kohaliku aja järgi Fairfaxi maakonnas , kus tapeti 47aastane Arlingtonist , Virginiast pärit Linda Franklin .",2523,"[{""start"": 134, ""end"": 150, ""text"": ""Virginiast pärit"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9071,75.0
"Nõmme Muuseum tegutses 1936-40 praeguses Muusikakoolis , kui see likvideeriti , kadusid paljud esemed jäljetult .",2524,"[{""start"": 102, ""end"": 111, ""text"": ""jäljetult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9103,88.2
"Tunnistused võeti peamiselt alla 18-aastastelt tüdrukutelt , kes mainisid üle 40 erineva agentuuri ja valitsusvälise organisatsiooni ning tõid päevavalgele 67 perverti .",2525,"[{""start"": 18, ""end"": 27, ""text"": ""peamiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9125,9.5
""" Pagulased on öelnud , et neil pole lihtsalt kellelegi kaevata , "" ütles Nolan .",2526,"[{""start"": 37, ""end"": 45, ""text"": ""lihtsalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9136,60.0
"Nii naiste kui meeste hulgas stardivad esikohapretendendid viitstardist , nagu esilagselt oligi planeeritud , kirjutab  .",2527,"[{""start"": 74, ""end"": 78, ""text"": ""nagu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9160,53.3
"Ülejäänud võistlejad järgnevad ühisstardist , kusjuures naistel pääseb "" suur laine "" rajale 5 minutit peale liidrit ja meestel kuus minutit .",2528,"[{""start"": 46, ""end"": 55, ""text"": ""kusjuures"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9162,19.0
Tallinna ringkonnakohus jättis eelmisel nädala rahuldamata samuti massirahutuste organiseerimises kahtlustatava sama liikumise ühe juhtfiguuri Mark Sirõki kaebuse vahistamismääruse peale .,2529,"[{""start"": 59, ""end"": 65, ""text"": ""samuti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9185,31.6
"Kurb on , et lapsed lõhuvad skulptuuri just tänu väikese inimese suurele huvile .",2530,"[{""start"": 39, ""end"": 43, ""text"": ""just"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9187,53.8
"Gruusia võimude väitel on kohtualused seotud end Venemaal varjava endise julgeolekuministri Igor Giorgadzega , keda Interpol otsib ühtlasi taga ekspresident Eduard *evardnadze atentaadikatse pärast .",2531,"[{""start"": 131, ""end"": 143, ""text"": ""ühtlasi taga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9198,70.8
"Avalikkus sai väidetavast mässust teada mullu septembris , mil politsei arreteeris 29 Giorgadze toetajat .",2532,"[{""start"": 40, ""end"": 45, ""text"": ""mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9200,35.7
"Venemaa tolliametnikud tabasid hiljuti Vene-Eesti piiril mehe , kelle taskus olid dollarid , mille radioaktiivne kiirgus ületas normi 300 korda .",2533,"[{""start"": 31, ""end"": 38, ""text"": ""hiljuti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9257,15.0
"Kaitseväe teabeülem major Peeter Tali ütles , et eilse seisuga oli major Ühtegi endiselt luurepataljoni ülem .",2534,"[{""start"": 80, ""end"": 88, ""text"": ""endiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9292,43.8
""" Terve rea asjaolude tõttu , sealhulgas otseste , ma ütleksin , poliitiliste keeldude tõttu , ei toimu sel aastal Tallinnas pidu Vivat Rossija , millega me Tallinnas viimaste aastate jooksul harjunud oleme , "" sõnas Uspenski .",2535,"[{""start"": 30, ""end"": 40, ""text"": ""sealhulgas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9318,8.1
Käimasoleva õppeaasta alguses paigaldati Gustav Adolfi gümnaasiumisse umbes 150 000 krooni väärtuses läbipääsu- ja identifitseerimistehnikat ning jagati kõikidele õpilastele elektroonilised puutevabad kiipkaardid .,2536,"[{""start"": 70, ""end"": 75, ""text"": ""umbes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9345,38.1
"Sageli on postkastid katkised , pole lukustatavad ning neil puudub omaniku nimi või aadress .",2537,"[{""start"": 0, ""end"": 6, ""text"": ""Sageli"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9354,0.0
"Kirjakandjale peab olema tagatud juurdepääs postkastile , sest sageli peab töötaja kulutama aega , et kirjakastini jõuda .",2538,"[{""start"": 63, ""end"": 69, ""text"": ""sageli"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9358,35.3
Keskmine sigaretipakk kallineks umbes 10 krooni ja 60 senti .,2539,"[{""start"": 32, ""end"": 37, ""text"": ""umbes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9384,33.3
"Vähemalt praegusel teadaoleval teadulikul tasemel on Eesti pass võltsimiskindel , "" ütles Pedak ETV hommikuprogrammis Terevisioon kommenteerides levivaid kuuldusi sellest , et kiibiga biomeetrilisi passe on võimalik kopeerida .",2540,"[{""start"": 0, ""end"": 8, ""text"": ""Vähemalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9393,0.0
16. augustil võeti ajakirjanik kuueks kuuks vahi alla ja ta istub nüüd Tallinna vanglas .,2541,"[{""start"": 66, ""end"": 70, ""text"": ""nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9412,78.6
""" Tal oli väga hea häälematerjal , isikupärane ja särav toon .",2542,"[{""start"": 10, ""end"": 14, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9418,27.3
"Üksinda jäetud tüdruku leidis mägede patrull , kelle ekipaaž sidus tüdruku katki hõõrdunud jalad , andis süüa ja leidis ööbimiskoha lähimas külas .",2543,"[{""start"": 0, ""end"": 7, ""text"": ""Üksinda"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9441,0.0
Need pole pelgalt aastaaruanded ega ülevaatenäitused .,2544,"[{""start"": 10, ""end"": 17, ""text"": ""pelgalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9445,0.0
Toomas Vindilt näiteks 1999. ja 2004. aastast .,2545,"[{""start"": 15, ""end"": 22, ""text"": ""näiteks"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9448,28.6
"Muljet avaldab ka Mall Nukke kullatud kollaaž "" Maailma ilu "" .",2546,"[{""start"": 15, ""end"": 17, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9454,18.2
Seejärel kannavad jooksjad eri riikidest tõrvikut olümpialinna .,2547,"[{""start"": 0, ""end"": 8, ""text"": ""Seejärel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9496,0.0
Kokku läbib tõrvik teekonnal olümpiastaadionile 137 000 kilomeetrit .,2548,"[{""start"": 0, ""end"": 5, ""text"": ""Kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9498,0.0
Väga vähesed programmid pakuvad õpingute lõpus topeltdiplomit .,2549,"[{""start"": 0, ""end"": 4, ""text"": ""Väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9509,0.0
Aastas teenib ETK kilekottide müügilt ligi 9 miljonit krooni .,2550,"[{""start"": 38, ""end"": 42, ""text"": ""ligi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9517,55.6
Peaminister Matti Vanhase teine valitsus astus eile Soomes ametisse .,2551,"[{""start"": 47, ""end"": 51, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9521,77.8
Keskpartei ja Rootsi Rahvapartei jätkavad ka uues kabinetis .,2552,"[{""start"": 42, ""end"": 44, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9523,62.5
Tema väitel saab selle piirangu seaduslikkust hinnata alles järgmiste valimiste eel .,2553,"[{""start"": 54, ""end"": 59, ""text"": ""alles"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9547,63.6
"Võimalik , et selleks ajaks on läbi viidud haldusterritoriaalne reform ning meil on vaid 100 omavalitsust , "" rääkis Jõks .",2554,"[{""start"": 84, ""end"": 88, ""text"": ""vaid"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9549,65.0
"Riigikogus meenutati , et juba eelmine valitsus tuli välja eelnõuga , mis oleks lõpetanud 2005. aastast valimisliitude moodustamise õiguse .",2555,"[{""start"": 26, ""end"": 30, ""text"": ""juba"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9556,15.8
"Esimene "" Kaks takti ette "" oli eetris 1972. aastal .",2556,"[{""start"": 21, ""end"": 25, ""text"": ""ette"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9563,30.0
"Tabasalus restoran Luccat külastanud klient sai meisterkokk Michael Bhoolalt kuulda sõimu ja näha keskmist näppu ning seda üksnes seepärast , et klient julges uurida , millest on valmistatud lasagne .",2557,"[{""start"": 123, ""end"": 129, ""text"": ""üksnes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9568,58.6
Restoraniskäigu algus on kena - teenindus kiire ja meeldiv ning värskelt pressitud mahlad kosutavad .,2558,"[{""start"": 64, ""end"": 72, ""text"": ""värskelt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9575,64.3
"Riigikogu võttis täna vastu riikliku pensionikindlustuse seaduse täienduse , mis suurendab 1. juulist kõiki vanaduspensione 250 krooni ning rahvapensione 150 krooni võrra .",2559,"[{""start"": 17, ""end"": 21, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9685,13.6
"Tiivas ( 31 ) on töötanud OMXis alates 1998. aastast , alustades Tallinna Börsi tegevjuhi kohalt ning liikudes sealt edasi ettevõtte Balti Operatsioonide presidendi kohale .",2560,"[{""start"": 111, ""end"": 116, ""text"": ""sealt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9704,72.0
"Me näeme seal häid võimalusi OMX-i äritegevuse laiendamiseks , ?",2561,"[{""start"": 9, ""end"": 13, ""text"": ""seal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9722,44.4
Vene väed tapsid eile Inguššia mässuliste ühe juhi Sait-Magomed Galijevi .,2562,"[{""start"": 17, ""end"": 21, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9729,30.0
"Vaid 24-aastane Galajev hukkus tulevahetuse käigus , vahendab Reuters .",2563,"[{""start"": 0, ""end"": 4, ""text"": ""Vaid"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9730,0.0
Peale Galiejevi hukkus Inguššia peamise linna Nazrani lähedases külas toimunud tulevahetuses veel üks mässuline .,2564,"[{""start"": 93, ""end"": 97, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9731,78.6
"Riigikogu liige Marko Mihkelson leiab , et Läti saadik Euroopa Parlamendis Tatjana Ždanoka , kes kuulub roheliste fraktsiooni , tegutseb ilmselgelt Venemaa huvides .",2565,"[{""start"": 137, ""end"": 147, ""text"": ""ilmselgelt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9735,87.0
"Tatjana Ždanoka on homseks pärastlõunaks Euroopa parlamendis plaaninud aktsiooni , kus kaks Öise Vahtkonna liiget räägivad sellest , kuidas Eesti politsei aprillisündmuste ajal väidetavalt kümneid inimesi piinas .",2566,"[{""start"": 177, ""end"": 188, ""text"": ""väidetavalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9736,66.7
Iga päev jõuab Makedoonia illegaalsele relvaturule umbes paarsada tulirelva .,2567,"[{""start"": 51, ""end"": 56, ""text"": ""umbes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9752,66.7
"Siseministeeriumi kinnitusel tegeleb ebaseadusliku relvaäriga suur hulk inimesi , eriti aga nn rahvavabastusarmee võitlejad .",2568,"[{""start"": 82, ""end"": 87, ""text"": ""eriti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9753,57.1
""" Selline olukord on meie töös väga ainulaadne , "" tunnistas tol ööl ja päeval valvekorrapidaja olnud Avo Reiman .",2569,"[{""start"": 31, ""end"": 35, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9757,10.5
""" Ausalt öelda ma teist sellist korda hetkel meenutada ei suudagi .",2570,"[{""start"": 2, ""end"": 8, ""text"": ""Ausalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9758,0.0
Kunstiakadeemias osutusid kõige kuumemateks erialadeks sisearhitektuur ja graafiline disain .,2571,"[{""start"": 26, ""end"": 31, ""text"": ""kõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9792,22.2
"Meil on hea meel , et nii paljud inimesed leiavad , et interneti kasutamist tasub selgeks saada , "" ütles Vaata Maailma juhataja Alar Ehandi .",2572,"[{""start"": 22, ""end"": 25, ""text"": ""nii"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9810,16.0
"Roomajatest leiavad seal kodu kameeleonid , iguaanid , gekod ja mitmed maoliigid .",2573,"[{""start"": 20, ""end"": 24, ""text"": ""seal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9821,16.7
Olen sellele palju mõelnud .,2574,"[{""start"": 13, ""end"": 18, ""text"": ""palju"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9833,0.0
"Teisiti ei saa tööd teha , see peab meeldima .",2575,"[{""start"": 0, ""end"": 7, ""text"": ""Teisiti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,9835,0.0
Aga teater on ikka olulisem ?,2576,"[{""start"": 14, ""end"": 18, ""text"": ""ikka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9836,0.0
"Keda mängida , kuhu minna , mida veel teha ?",2577,"[{""start"": 33, ""end"": 37, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9889,55.6
Kain ja Aabel on tänapäeval samamoodi päevakorras .,2578,"[{""start"": 28, ""end"": 37, ""text"": ""samamoodi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9892,28.6
Ning iga seriaal saab lõpuks otsa ja rahval on lühike mälu .,2579,"[{""start"": 22, ""end"": 28, ""text"": ""lõpuks"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9908,36.4
"Kurb on lugeda , et mitte midagi pole muutunud .",2580,"[{""start"": 20, ""end"": 25, ""text"": ""mitte"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,9921,33.3
"Euroopa Komisjonile valmistavad muret rahvastiku vananemine ning madal sündimus , mistõttu kutsutakse riike rohujuure tasandil probleemiga tegelema .",2581,"[{""start"": 82, ""end"": 90, ""text"": ""mistõttu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,10009,52.9
"Mereajaloolase Bruno Pao kaasabil on peaaegu 100-protsendilise tõenäosusega tuvastatud , et tegu on 1937. aastal Saaremaal Papisaarel ehitatud mootorpurjekaga Oskar .",2582,"[{""start"": 37, ""end"": 44, ""text"": ""peaaegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10020,15.0
"Venemaa valitsus otsustas välja vahetada valdava enamuse Venemaa koolide arvutites kasutatavatest arvutiprogrammidest ja operatsioonisüsteemidest , kuna praegu on need 90 protsendi ulatuses varastatud .",2583,"[{""start"": 153, ""end"": 159, ""text"": ""praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,10024,60.9
"Meil on kokku 62 000 kooli ja erinevatel andmetel on 70-90 protsenti neis kasutavatest operatioonisüsteemidest varastatud , "" ütles RIA Novosti teatel Venemaa esimene asepeaminister Dmitri Medvedev .",2584,"[{""start"": 8, ""end"": 13, ""text"": ""kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10026,10.7
"Seni ei ole maksuhaldur kõnealuseid tehinguid maksustanud , kuid vajadusel kaalub seadusest tuleneva õiguse kasutamist .",2585,"[{""start"": 0, ""end"": 4, ""text"": ""Seni"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,10034,0.0
"Ei , sa nägid midagi enamat .",2586,"[{""start"": 0, ""end"": 2, ""text"": ""Ei"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,10036,0.0
"Ta seedis suletud ukse ees juhmilt istudes nähtut , vigastatud käsi põlvedel .",2587,"[{""start"": 27, ""end"": 34, ""text"": ""juhmilt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10037,33.3
Keskkonnaminister Rein Randveri esitatud ettepanekud õlifondi loomiseks võeti eile toimunud valitsuskabineti nõupidamise päevakorrast ilma põhjendamata välja .,2588,"[{""start"": 78, ""end"": 82, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10050,56.2
Keskkonnaministeeriumi hinnangul peaks õlifondi töö põhimõte lähtuma printsiibist saastaja maksab ehk reostuse kulud tuleks kanda naftatransiidist kasusaajatel .,2589,"[{""start"": 98, ""end"": 101, ""text"": ""ehk"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10056,52.9
Üleeile esines ÜRO-s kõnega USA president George W. Bush .,2590,"[{""start"": 0, ""end"": 7, ""text"": ""Üleeile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,10086,0.0
Nelja riigi ühisettepanek näeks ette nii alaliste kui ka mittealaliste liikmete arvu suurendamist .,2591,"[{""start"": 54, ""end"": 56, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10098,53.8
"Kuigi NATO ametimehed Kabuli ja Kandahari staapides ütlevad , et Talibanil olevat võhm väljas , on Eesti sõduri tegelikkus Afganistani tulipunktis hoopis teine .",2592,"[{""start"": 147, ""end"": 153, ""text"": ""hoopis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10111,73.9
Elektriraudtee kommunikatsioonijuhi Kuldar Väärsi sõnul toimub üleminek elektroonilisele süsteemile järk-järgult .,2593,"[{""start"": 100, ""end"": 112, ""text"": ""järk-järgult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10123,90.0
"Meditsiinilised testid läbis Zahhovaiko Kuveidis 27. jaanuril ning mingeid probleeme ei tuvastatud , samal päeval saadeti Eestist Kuveiti ka mängija rahvusvaheline üleminekuluba .",2594,"[{""start"": 138, ""end"": 140, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10136,81.8
"Mis kunagi oli üllatav ja uudne , on muutunud harjumuspäraseks .",2595,"[{""start"": 4, ""end"": 10, ""text"": ""kunagi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10155,0.0
See kuritegevuse liik aga ei mõjuta kuidagi inimeste üldist turvatunnet .,2596,"[{""start"": 36, ""end"": 43, ""text"": ""kuidagi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10167,60.0
""" Kauplusevarguste ärahoidmiseks ei saa politsei suurt midagi teha , nemad tegelevad ainult tagajärgedega , "" mainis Jaani .",2597,"[{""start"": 85, ""end"": 91, ""text"": ""ainult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,10169,72.2
