verb,verb_compound,morph_case,classification2,sentence_id,head_id,head_loc,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract
langema,,abl,loc,14071634,22405486,36,pronksikoht,pronksikohalt,"Veebruaris aitas ta murdmaa koondist MMi teatesõidus Val di Fiemmes , sai aga viimases vahetuses « haamri » ja kukkus viiendalt kohalt kaheksandaks , märtsis jättis laskesuusatajate MMi teatesõidu ankruetapil üles viimase märgi ja langes pronksikohalt üheksandaks .",,,,yes,,,,,,
langema,,abl,loc,16240243,25153711,4,Ida-Virumaa,Ida-Virumaalt,Samal päeval leiti Ida-Virumaalt mõrvari ohvriks langenud mehe surnukeha .,,location,LOC,yes,,,,,,
langema,,abl,loc,17342792,26614870,5,nael,naelalt,Summa langes esialgselt 330 000 naelalt 136 000-le .,,,,yes,,,,,,
langema,,abl,loc,8932969,14358766,26,känd,kännult,"Ja kui mitte varem , siis hiljemalt aastal 2000 , mil kogu maailma fennougristid kogunevad taas oma kongressi pidama , seekord Tartusse , langeb puu kännult .",,,,yes,,,,,,
langema,,all,loc,9418001,15122552,13,filmidiiva,filmidiivale,"Kui konfereerijad nimetasid laval Gina Lollobrigidat , langes kaamera pilk kohe endisaegsele filmidiivale , auhindade nimetamisel said neid näha ka televaatajad jne.",,alive,,yes,,,,,,
langema,,all,loc,11166757,17887463,26,aines,ainesele,"Esitletud teose tõlkija Sirje Kiin selgitas , et soomekeelne ja eestikeelne väljaanne pole identsed : tõlget kohendati ja lühendati selles suunas , et Eestiga seotud ainesele langeks suurem rõhk , osalt oli lühendamise põhjus ka see , et soomekeelne kaheosaline raamat mahuks ühte köitesse .",,,,no,"The phrase 'ainesele' refers to a topic or subject rather than a location, so it is not classified as an adverbial of place.",no,no,no,no,yes
langema,,all,loc,4287507,6898208,8,ekraan,ekraanile,"Kui katta projitsioonivoog ruuduga , siis langeb ekraanile must ruut , milles samuti pole võimalik midagi peale endassesulgunud musta eristada .",,,,yes,,,,,,
langema,,all,loc,919843,1465325,4,Eesti,Eestile,"Hetkeks langeks tähelepanu Eestile ja nii Itaalias kui mujal maailmas leviks kuuldus , et Euroopas on riik , kus pole kunstimuuseumigi .",,location,LOC,yes,,,,,,
langema,,all,loc,14727772,23202250,5,hoidla,hoidlatele,Pommid langevad radioaktiivsete jäätmete hoidlatele ja keemiatööstusele .,,location,,yes,,,,,,
leiduma,,el,UNK,11394392,18259127,19,puit,puidust,"Suurim erinevus mõne aasta tagusega võrreldes on , et inimesed armastavad väga ruumisäästlikke lükanduksi , mida leidub nii puidust , peeglist , klaasist kui ka pleksklaasist varianti-dena , "" räägib OÜ Disainköök juhataja Mared Noor .",,,,no,"The phrase 'puidust' describes the material something is made of, not a place, so it was classified as 'no' for adverbial of place.",no,no,no,no,no
leiduma,,el,UNK,14007605,22299576,11,maitseaine,maitseainetest,"Lääge ; kokk ei ole viitsinud maitsestamisega vaeva näha ; maitseainetest leidub neil vist ainult suhkrut ; liiga magus ; üldmulje üsna ilmetu ; porgand on toores ; liha on kõva , aga kaste maitseb hästi ; kana kuiv ja mage ; kastme värv kahtlaselt erk ; liha meenutab maitselt pigem kala ; kaste nagu siirup ; mõnusalt on tunda ananassi ; kaste sarnaneb tarretisega .",,,,no,"The phrase 'maitseainetest' refers to a category of substances, not to a location or place.",no,no,no,no,no
leiduma,,el,UNK,14346910,22774678,11,lubatu,lubatust,"56aastasele näitlejale esitatakse ametlik süüdistus , kui tema veres leidub lubatust rohkem alkoholi .",,,,no,"The phrase 'lubatust' refers to an allowable limit rather than a location, so it was classified as 'no'.",no,no,no,no,no
leiduma,,el,UNK,17275722,26521166,25,traffik,traffikust,"Suured tänud ja mina Väga vabandan : Kasutasin CommView-i , mis ilmselt vajab mingit registreerimist vms . kuna ei kuskil mujal leidu jälgegi sellest traffikust ( see eest võrgukaardi silm pilgutab nii kavalalt ) .",,,,no,The phrase 'traffikust' is not related to a geographical or spatial location but refers to traffic in a network context.,no,no,no,no,no
leiduma,,el,UNK,985873,1570793,6,hinnavahemik,hinnavahemikust,"164 700-249 900 kroonini küündivast hinnavahemikust leidub näiteks 5ukseline Almera 1,8 Ambience - 4 turvapadja , esiistme aktiivpeatugede , ABS-pidurite , elektriakende-peeglite , kaugjuhitava keskluku , udulaternate , 5 peatoe ja kolmepunktivöö ning paljude pisimugavustega ( prillihoidik , kohvrikinnitusrihm , 12 V lisapistikupesa , lugemislambid , pagasivõrk , välistemperatuurinäidik jpm. ) auto eest küsitav 214 300 krooni on vägagi mõistlik summa .",,,,no,"The phrase 'hinnavahemikust' refers to a range or boundary and not a physical place, hence it is not classified as an adverbial of place.",no,no,no,no,no
leiduma,,el,loc,18428815,27928996,12,peatükk,peatükist,PÕHJALIKUMA INFO SAAMISEKS vaata internetist ( leheküljel leidub ka link katkendile peatükist - « Loe peatükki » ),,,,yes,,,,,,
leiduma,,el,loc,11034803,17673756,8,maailmanurk,maailmanurgast,"Igale rahvusgrupile , keda Torontos leidub igast maailmanurgast , oli loomulikult kõige südamelähedasem hetk , mil just nende päritolumaa võistkond suures defilees mööda marssis .",,location,,yes,,,,,,
leiduma,,el,loc,2502315,4012367,1,reostus,Reostusest,Reostusest hoolimata leidub koristustööde ajal ka ujujaid .,,,,yes,,,,,,
leiduma,,el,loc,8399475,13461705,22,algus,algusest,Näiteks on Mihkel Kampmaa avaldanud oma kirjanduslugudes kirjanike biograafiaid ning samuti leidub neid Karl August Hermanni raamatus Eesti kirjanduse ajalugu esimesest algusest meie ajani ( 1898 ) .,,,,no,"The phrase 'algusest' refers to the starting point of time or an event and not a physical place, so it is not an adverbial of place.",yes,no,no,no,yes
leiduma,,el,loc,13318695,21306662,10,Gretzky,Gretzkyst,"Seega - hokil läheb hästi , "" ei leidu Gretzkyst etemast litritaltsutajat taset hindama .",,,PER,yes,,,,,,
levima,,el,UNK,12808325,20489419,7,tööpuudus,tööpuudusest,Ajakirjanikud soovitavad presidendil kõneleda muu hulgas tööpuudusest ja liiglaialt levinud alkoholismist .,,,,no,"The phrase 'tööpuudusest' is not an adverbial of place because it refers to a topic of discussion, not a location.",no,no,no,no,no
levima,,el,UNK,10781290,17270437,8,tervenemine,tervenemisest,Ühtaegu levivad jutud nii seekordse mädapaise peatsest tervenemisest kui ka kriisi ülekasvamisest sotsiaalseks plahvatuseks või koguni kodusõjaks .,,,,no,"The phrase 'tervenemisest' refers to recovery and does not specify a location, so it is not an adverbial of place.",no,no,no,no,no
levima,,el,UNK,6414706,10312631,6,võltsimine,võltsimisest,Kohe pärast telefonihääletust levisid kahtlused võltsimisest .,,,,no,"The phrase 'võltsimisest' indicates a topic or subject related to falsification, not a place, so it is not adverbial of place.",no,no,no,no,no
levima,,el,UNK,7397788,11873825,5,vaikimine,vaikimisest,"Õige pea , rangest vaikimisest hoolimata levis aga kuuldus , et Maarja-preili olevat röövinud "" sakste "" kulla ja hõbeda ning sellega Peterburist jalga lasknud .",,,,no,"The phrase 'vaikimisest' refers to the act of silence rather than a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no
levima,,el,UNK,8500374,13624577,21,asutamiskord,asutamiskordadest,"Kaasaja germaani õigusperekonda kuuluvate Euroopa riikide õigussüsteemides ( Saksa , Austria , Eesti ja Šveits ) on levinud juriidilise isiku asutamiskordadest peamiselt normatiivsüsteem .",,,,no,"The phrase 'asutamiskordadest' refers to founding procedures, not a location, so it is not adverbial of place.",no,no,no,no,no
levima,,el,loc,4208687,6772523,5,põhjaosa,põhjaosast,Reostus levis Pakri poolsaare põhjaosast Dirhami sadamani .,,location,,yes,,,,,,
levima,,el,loc,12555823,20093696,7,oblast,oblastist,"Nelli Kalikova sõnul levis epideemia Kaliningradi oblastist ülemöödunud aastal Leedusse , ja sealt omakorda möödunud aastal Lätisse .",,,LOC,yes,,,,,,
levima,,el,loc,12796582,20470330,17,süda,südamest,"Ärevus vaid süvenes , kui mai alguses levisid üle maailma teated plahvatustest mõne kilomeetri kaugusel Ateena südamest .",,,,yes,,,,,,
levima,,el,loc,12101463,19372993,30,muusika,muusikast,"Alates 1982. aastast on maailmas müüdud rohkem kui 200 miljardit laserplaati , väidab BBC , ning see on endiselt kõige olulisem helikandja , ehkki tänapäeval levib üha suurem osa muusikast interneti kaudu .",,,,yes,,,,,,
levima,,el,loc,363189,562382,1,süvakivim,Süvakivimitest,"Süvakivimitest on kõige ulatuslikumalt levinud happelised kivimid graniidid , purskekivimitest aga basaldid .",,,,no,"The phrase 'Süvakivimitest' refers to a type of rock and not a physical location or spatial context, so it is not classified as an adverbial of place.",no,no,no,no,yes
liginema,,all,UNK,5933309,9524688,30,käive,käibele,"Idee autori , Wristneti kõikide kaupluste juveelitoodete sortiment jääb kaugele alla ühtainsat kauplust Eks-Kaubamajas pidavale Mati Kullaärile , kelle ühe kaupluse käive ligineb kogu Leonid Tsingisseri omanduses oleva keti käibele .",,,,no,"The phrase 'käibele' refers to turnover, which is not specifying a physical location or place, so it is not classified as an adverbial of place.",no,no,no,no,no
liginema,,all,UNK,6989908,11229480,29,lugemine,lugemisele,"Eesti Päevaleht Online'i loetavus on pidevalt kasvanud alates eelmise aasta kevadest , kui toona oli lehekülje nädalane loetavus 800 000 piires , siis praeguseks on see liginenud 1,5 miljonile lugemisele nädalas ja kohati ületab sedagi .",,,,no,"The phrase 'lugemisele' refers to an activity or occurrence, not to a physical place.",no,no,no,no,no
liginema,,all,UNK,4364917,7021679,9,3000,3000-le,Iseseisvuslaste andmeil ligineb Groznõis hukkunud rahulike elanike arv 3000-le .,,,,no,"The phrase '3000-le' refers to a quantity or number of people and does not indicate a location, so it is not adverbial of place.",no,no,no,no,no
liginema,,all,UNK,2297170,3678484,6,protsent,protsendile,"Keskmine üüritootlus ligineb seal 10 protsendile , kuid magalarajoonides on see umbes 7 protsenti aastas .",,,,no,"The phrase 'protsendile' refers to a percentage and does not indicate a place, thus it is not adverbial of place.",no,no,no,no,no
liginema,,all,loc,3262286,5243250,3,auto,autole,"Nad liginesid autole , et autojuhti vahistada ning nad tulistasid auto pihta , kuid terrorist lasi auto õhku .",,,,yes,It was classified as 'yes' because 'autole' indicates direction towards a location.,,,,,
liginema,,all,loc,8035315,12895139,11,kuu,kuule,"Õhtu pidi muidugi hämarikuks muutuma , kuid taevas ligines pilvederinne kuule ning ähvardas seda katta .",,,,yes,,,,,,
liginema,,all,loc,7875793,12617303,20,üksteise,üksteisele,"Enamiku ligi kolmetunnisest lavastusest istusid tegelased kõrgete seljatugedega pöördtoolides , keerutasid end aeg-ajalt , tõusid haruharva püsti , liginesid üksteisele , ja rääkisid .",,,,yes,"The phrase 'üksteisele' indicates movement or direction towards one another, which signifies a relational position, making it classified as an adverbial of place.",,,,,
liginema,,all,loc,15142880,23684208,9,konkurents,konkurentsile,"Eesti jagamine sõgedalt paremaks ja pahemaks ligineb kõlvatule konkurentsile , maailmavaateline enesemääratlemine eemaldub sellest .",,,,yes,,,,,,
liginema,,all,loc,8802073,14128787,12,elupaik,elupaigale,Selle pärast ta tuligi koolimaja juurde nagu näljas metsloom ligineb inimese elupaigale ...,,location,,yes,,,,,,
lisanduma,,adit,UNK,3480642,5604823,7,kõneaeg,kõneaega,"Kui kõneaega laetakse Simpelile , lisandub kõneaega 100 krooni .",,,,no,The phrase 'kõneaega' references an abstract concept (talk time) and not a physical place.,no,no,no,no,no
lisanduma,,adit,UNK,10689004,17128673,1,auhinnakollektsioon,Auhinnakollektsiooni,Auhinnakollektsiooni lisandus neli kuld- ja üks pronksmedal .,,,,no,The phrase 'Auhinnakollektsiooni' is not an adverbial of place because it indicates a possession context rather than referring to a location.,no,no,no,no,no
lisanduma,,adit,UNK,2463790,3949680,5,mäng,mängu,Seni väliselt vaoshoitud Randalu mängu oli lisandunud annus artistlikku maneerlikkust - miks ka mitte .,,,,no,"The phrase 'mängu' refers to 'game' or manner of performance and does not denote a location, so it is not adverbial of place.",no,no,no,no,no
lisanduma,,adit,UNK,4536251,7291563,3,põhiplaan,põhiplaani,Suuremate elutubade põhiplaani lisandub ka sööginurk laua ja puhvetkapiga .,,,,no,"The phrase 'põhiplaani' refers to a design or layout, not a physical location, so it was classified as 'no'.",no,no,no,no,no
lisanduma,,adit,loc,5409562,8675280,3,debatt,debatti,Suurriikide vahelisse debatti lisanduvad ka kohalike elanike hääled .,,event,,no,"The phrase 'debatti' refers to the debate itself and does not indicate a location, so it is not an adverbial of place.",no,no,no,no,yes
lisanduma,,adit,loc,4196662,6753774,5,saba,sappa,"Samal ajal lisandusid maanteel sappa aina uued ja uued autod ning järjekord aina kasvas , sest edasiliikumist peaaegu ei toimunud .",,,,yes,,,,,,
lisanduma,,adit,loc,13217192,21145457,2,vestlus,Vestlusse,"( Vestlusse lisandub meeskonnaliige ja hea sõber Margus , kes küll sellel etapil kaasa ei sõitnud . )",,,,no,"The phrase 'Vestlusse' refers to a conversational context, not a physical location, so it is not adverbial of place.",no,no,no,no,yes
lisanduma,,adit,loc,1834710,2920541,29,maailm,maailma,"Kui veel aasta tagasi ei uskunud keegi ADSLi ( Asymmetric Digital Subscriber Line - asümmeetrilise edastuskiirusega digitaalne abonentliin ) kiiresse võidukäiku , siis täna lisandub teenuse kasutajaid üle maailma nii jõudsasti , et seadmete tarnijail on raskusi klientide juurdekasvuga sammu pidada .",,,,yes,,,,,,
lisanduma,,adit,loc,7716693,12372096,12,naiskond,naiskonda,"Virginia Rage'i treener Lisa Boyer on väga rõõmus , et tema naiskonda lisandub veel üks hea mängija kaitsja Dawn Staley ( kuulus USA olümpiakoondisse ) ja brasiillannast tsentri Marta de Souza kõrvale .",,alive,,yes,"The phrase 'naiskonda' identifies the team as a group or destination, hence it is adverbial of place.",,,,,
lõpetama,,all,UNK,17926921,27319938,44,hoiatus,hoiatusele,"( 1 ) Kohus võib osaühingu taotlusel osaniku osaühingust välja arvata , kui osanik on oma kohustuse mõjuva põhjuseta olulisel määral täitmata jätnud või on muul viisil osaühingu huve oluliselt kahjustanud ega ole kohustust täitnud ega kahjustamist lõpetanud , vaatamata ka osaühingu kirjalikule hoiatusele .",,,,no,The phrase 'hoiatusele' was classified as 'no' because it does not describe a place where an action occurs but refers to a warning or notice.,no,no,no,no,no
lõpetama,,all,UNK,15872730,24703368,32,asjaõigusseadus,asjaõigusseadusele,"Aga kui tegemist on eelkõige ehitistega , siis siin on kaasomanike oma asi , kuidas nad pärast toimivad , kas nad tahavad jätta kaasomandisse , määravad kasutamiskorra või lõpetavad kaasomandi vastavalt asjaõigusseadusele .",,,,no,"The phrase 'asjaõigusseadusele' refers to a legal reference rather than a place, therefore it was classified as not adverbial of place.",no,no,no,no,no
lõpetama,,all,UNK,16840812,25915767,3,haigus,haigusele,Tänu sellele haigusele lõpetasin jalka trennides käimise .,,state,,no,"The phrase 'haigusele' indicates a reason or cause (due to the illness) rather than a place, so it is not an adverbial of place.",no,no,no,no,no
lõpetama,,all,UNK,2177225,3479049,4,määrus,määrusele,"Vastavalt halduskohtu reedesele määrusele lõpetas kohus antud asjas menetluse , sest ESTV loobus kaebusest , ütles kohtunik Maret Altnurme sekretär ETAle .",,,,no,"The phrase 'määrusele' refers to a court ruling or decision instead of a place, so it is not adverbial of place.",no,no,no,no,no
lõpetama,,all,UNK,4658169,7485355,3,tõus,tõusule,"Neljapäevasele 14,17 -protsendisele tõusule vaatamata lõpetas indeks nädala 2,54 protsendi suuruse tagasiminekuga .",,,,no,"The phrase 'tõusule' does not indicate a location but refers to a rise or increase, which is not categorized as an adverbial of place.",no,no,no,no,no
lõpetama,,all,loc,5635910,9038536,6,loeng,loengutele,""" Kas te kunagi lõpetate loengutele",,,,yes,,,,,,
lõpetama,,all,loc,3695001,5950059,16,esindatav,esindatavale,"Esindaja poolt volituse piires tehtud tehing tekitab , muudab või lõpetab tsiviilõigusi- ja kohustusi vahetult esindatavale .",,,,yes,,,,,,
lõpetama,,all,loc,2015618,3216258,4,rahvasaadik,rahvasaadikutele,Rahvaliidu eelnõu lõpetaks rahvasaadikutele esinduskulu maksmise ja kindlustaks väljaspool Tallinna valitud riigikogu liikmed ühtse korra alusel elamispinnaga .,,alive,,yes,,,,,,
lõpetama,,all,loc,2616374,4197801,16,terviseorganisatsioon,terviseorganisatsioonile,"Indoneesias on olnud seni maailmas kõige enam linnugrippi haigestunud inimesi , kuid Indoneesia lõpetas Maailma terviseorganisatsioonile ( WHO ) viirusenäidiste tasuta saatmise , kirjutab The Guardian .",,,,yes,,,,,,
lõpetama,,all,loc,3809276,6135755,21,ülikool,ülikoolile,"TALLINN , 13. august ( EPLO ) - Balti laevaremonditehase gruppi kuuluv firma BLRT Marketex lõpetas unikaalse ujuvlabori ehitamise Tromsø ülikoolile .",,location,ORG,yes,,,,,,
maksma,,abl,UNK,141920,236726,9,ruutmeeter,ruutmeetrilt,"Võrdluseks : samas kõrval elavad Uus-Miiduranna prominendid maksid ruutmeetrilt 700-1000 krooni , kütusemahuti ühe kuupmeetri ehitamine maksab 750-900 krooni ( 50-60 USD ) .",,,,no,"It was classified as 'no' because 'ruutmeetrilt' specifies a measurement or rate per square meter, not a place.",no,no,no,no,no
maksma,,abl,UNK,10322311,16563774,21,kuupalk,kuupalgalt,"Näiteks Postimehe kirjadetoimetuselt on hulk lugejaid küsinud , miks Eesti Energia endine peadirektor Uudo-Rein Lehtse maksis oma ligi 70 000-krooniselt kuupalgalt samasuguse protsendiga tulumaksu nagu temast kümme-kakskümmend korda vähem teeniv kooliõpetaja või kõrgkooliõppejõud .",,,,no,"The phrase 'kuupalgalt' refers to the salary amount and is not indicating a location, so it is not classified as an adverbial of place.",no,no,no,no,no
maksma,,abl,UNK,4652214,7476330,12,miinimumsumma,miinimumsummalt,"Riik maksab inimese eest töötu abiraha saamise ajal sotsiaalmaksu riigieelarves kehtestatud miinimumsummalt , aga sellelt kogumispensioni makset ei tasuta .",,,,no,"The phrase 'miinimumsummalt' refers to a sum or amount rather than a location, so it is not an adverbial of place.",no,no,no,no,no
maksma,,abl,UNK,360894,559080,12,mis,millelt,"Autoärimees Asmer deklarareeris oma mulluseks teenistuseks üle 1,45 miljoni krooni , millelt maksis 165 000 krooni tulumaksu .",,,,no,"The phrase 'millelt' refers to a source or basis and not a location, so it is not an adverbial of place.",no,no,no,no,no
maksma,,abl,UNK,14610475,23075598,24,ainu,AINULT,"Kuid ma lähen lausa raevu , kui loen , või mulle siis raadiost pröögatakse , et see või teine asi ning teenus maksab AINULT . . . ! ! !",,,,no,"The word 'AINULT' indicates emphasis or limitation and not a location, so it is not adverbial of place.",no,no,no,no,no
maksma,,abl,loc,14513336,22951309,12,Saksamaa,Saksamaalt,"Saksa kansler Helmut Kohl ütles eile , et Venemaal ei maksa Saksamaalt ega rahvusvaheliselt kogukonnalt rohkem finantsabi loota , kui ta reforme ellu ei vii .",,location,,yes,,,,,,
maksma,,abl,loc,3689106,5940451,20,Venemaa,Venemaalt,"Jeltsin kinnitas aga eile Brazauskasele , et Venemaa on sõbralike naaberriikide jaoks kindlaks julgeolekutagatiseks ning Balti riikidel ei maksa Venemaalt mingeid ootamatusi karta .",,location,LOC,yes,,,,,,
maksma,,abl,loc,6328220,10167734,8,üritus,ürituselt,"Üks juhtiv Luksemburgi diplomaat rõhutas , et ürituselt ei maksa oodata uusi rahapanuseid ega USA sõjalise tegevuse arutamist .",,event,,yes,,,,,,
maksma,,abl,loc,2867238,4597891,16,kroon,kroonilt,"See tähendab , et kui kõik annetajad saaksid mahaarvamist deklareerida , maksaks riik igalt annetatud kroonilt 23 senti tagasi .",,,,yes,,,,,,
maksma,,abl,loc,3605456,5806095,40,raha,rahalt,"USA president Herbert Hoover kirjutas oma memuaarides : "" See oli kõige ehtsam iroonia , et mees , kes oli korraldanud sadu mõrvasid ja vahel ka oma käega inimestelt elu võtnud , sai karistada vaid selle eest , et rahalt , mis ta nende mõrvadega teenis , polnud ta maske maksnud .",,,,yes,The phrase 'rahalt' was classified as 'yes' because it implies a spatial relationship or reference to a specific location (the money).,,,,,
moodustama,,all,UNK,10968640,17568290,7,viiul,viiulile,"Märkimisväärse osa Paganini loomepärandist moodustavadki ansambliteosed viiulile ja kitarrile , samuti kitarrile ja viiulile , kus viimane hoopistükkis saaterollis .",,,,no,"The phrase 'viiulile' specifies the instrument being played and not a physical location, so it is not adverbial of place.",no,no,no,no,no
moodustama,,all,UNK,4660565,7489318,9,kaasamine,kaasamisele,"Kõik üliõpilased maksavad õppemaksu ning tänu erasektori vahendite kaasamisele moodustasid ühe üliõpilase koolitamiseks tehtavad riiklikud kulutused 2002. aastal vaid 63,5% 1990. aasta tasemest .",,,,no,The phrase 'kaasamisele' is not an adverbial of place because it indicates a process or action rather than a location.,no,no,no,no,no
moodustama,,all,UNK,4615900,7418612,16,raskus,raskustele,"Kosmoses peetavad lahingud kustutavad ühelt poolt äksifännide janu , aga teisalt moodustavad taustsüsteemi universaalinimeseks olemise raskustele .",,,,no,"The phrase 'raskustele' (difficulties) was classified as 'no' because it refers to a state or condition, not a place.",no,no,no,no,no
moodustama,,all,UNK,4609058,7407371,9,hooldetiim,hooldetiimile,Ning põhilise osa eelarve kasvust moodustaksid seejuures kulutused hooldetiimile .,,alive,,no,"The phrase 'hooldetiimile' refers to the recipient or beneficiary of the action, not a location, so it is not adverbial of place.",no,no,no,no,no
moodustama,,all,UNK,223747,363053,10,reegel,reeglitele,"Moodul moodustab ühest tüvevariandist teise vastavalt eesti keele tüvemuutuste reeglitele ( Kuusik , 1996 ) , mis jagunevad mitmesse allgrammatikasse vastavalt tüvemuutuste liikidele ( lõpumuutused , astmemuutused jne ) .",,,,no,"'reeglitele' was classified as 'no' because it indicates the rules governing something, not a place.",no,no,no,no,no
moodustama,,all,loc,15232421,23788202,4,lehepind,lehepinnale,"Pindaktiivne aine moodustab lehepinnale kirme , mis takistab haiguse levimist .",,,,yes,,,,,,
moodustama,,all,loc,4367177,7025165,10,liit,liidule,1544 - Rootsi kuningas Gustav I moodustas vastukaaluks Taani liidule Saksa-Rooma impeeriumiga liidu Prantsusmaaga .,,,,yes,,,,,,
moodustama,,all,loc,10905072,17464816,20,trepp,treppidele,"Esimesed deejeed ja bändid kogusid üsna vähe publikut , sest suurem osa inimestest tegeles veel kohanemisega , st moodustas treppidele ja ukseavadesse ummikuid .",,location,,yes,,,,,,
moodustama,,all,loc,3480674,5604872,9,tase,tasemele,"Kasum finantstegevusest moodustas 20,9 miljonit krooni jäädes samale tasemele eelmise aastaga ( 21,0 ) .",,,,no,The phrase 'tasemele' indicates a level or standard rather than a location.,no,no,no,no,yes
moodustama,,all,loc,10515562,16857901,5,finantssektor,finantssektorile,"Septembrikuu laenudest moodustasid laenud finantssektorile 65,5 protsenti .",,,,yes,,,,,,
muutuma,,adit,UNK,2100091,3351709,10,organism,organismi,"Olemas on ka valmistoidud vanematele koertele , mis arvestavad organismi muutunud vajadusi .",,,,no,The phrase 'organismi' was classified as 'no' because it refers to the organism itself and not a location or place.,no,no,no,no,no
muutuma,,adit,UNK,468549,735009,18,vastavus,vastavusse,"Ühispank alandab alates 1. oktoobrist kroonihoiuste intresse ja tõstab samas mõnede valuutahoiuste intresse , et viia need vastavusse muutunud turutingimustega .",,,,no,"The phrase 'vastavusse' refers to aligning with certain conditions rather than indicating a location, so it is not an adverbial of place.",no,no,no,no,no
muutuma,,adit,UNK,16571628,25550684,13,alapunkt,alapunkti,ii ) kõnealuse punkti 1 alapunkti b alapunkt ii muutub punkti 1 alapunkti b alapunktiks iii ;,,,,no,"It was not classified as an adverbial of place because 'alapunkti' refers to a subsection in a document, which doesn't describe a physical location.",no,no,no,no,no
muutuma,,adit,UNK,6270382,10073061,25,headus,headusse,"Näiteks kui "" Harala elulugudes "" ei suutnud mõni külaelanik räsitud aja taustal olla normipärane ja kõigile mõistetav , siis muutus ta lootusrikka usuga headusse ja armastusse sageli teiste pilkealuseks .",,,,no,The word 'headusse' was classified as 'no' because it indicates a state or direction of belief and not a physical or abstract place.,no,no,no,no,no
muutuma,,adit,loc,12047462,19284313,6,mäng,mängu,"Pärast väga õnnestunud Eesti Vene mängu muutus huvi oluliselt palavamaks , Dima meeldinud Lokomotivi peatreenerile Juri Sjominile väga , » rääkis Petersoo .",,,,yes,,,,,,
muutuma,,adit,loc,7890298,12632971,20,valdkond,valdkonda,"Teiseks on uue meedia keskkonnas muutunud kasutaja-temaatika siirdunud , nagu eespool juba mainitud , kirjanduse uurimise alalt digitaalse pedagoogika valdkonda .",,,,yes,,,,,,
muutuma,,adit,loc,8786658,14103167,6,tuba,tuppa,Tavaliselt hoovis peetud koer oli tuppa tooduna äkki agressiivseks muutunud ja peremehel käed veriseks purenud .,,location,,yes,,,,,,
muutuma,,adit,loc,5437397,8718399,11,regioon,regiooni,"Sel nädalal New Yorgis toimunud sümpoosionil arutasid Kesk-Aasia riikide eksperdid regiooni muutunud väljavaateid ja võimalusi , mida pakub globaalne terrorismivastane võitlus piirkonnale , kus islami äärmuslased on halvanud riigi ja ühiskonna tegevust juba aastaid .",,location,,yes,,,,,,
muutuma,,adit,loc,15299120,23883914,8,tuli,tulle,"See on nagu vahukomm , mis kukub tulle muutub mustaks ja sulab .",,,,yes,,,,,,
märkima,,el,UNK,10100056,16203035,16,toetus,toetusest,"“ Paistis , et Eesti lippe lehvis metsa vahel kõige rohkem , ” märkis publiku toetusest indu ammutanu .",,,,no,"The phrase 'toetusest' refers to support or encouragement, which is not a location, so it is not an adverbial of place.",no,no,no,no,no
märkima,,el,UNK,473353,742810,18,aktsia,aktsiatest,Lisaks institutsioonilistele investoritele eraldatud osa raames ostetud 20 000 ja investeerimisfirmale ostetud 25 000 aktsiale märkis Vennamo avalikkusele suunatud aktsiatest 820 ja personalile suunatud aktsiatest 1011.,,,,no,"The phrase 'aktsiatest' indicates a partitive sense rather than specifying a physical location, so it was classified as 'no'.",no,no,no,no,no
märkima,,el,UNK,7892373,12636515,33,käitumine,käitumisest,"310 Eeltoodud voluntatiivset elementi tahteotsustusega võrdsustavad arusaamad langevad siiski kokku voluntatiivse elemendi vastandamises intellektuaalsele selles mõttes , et kui teadmine eespool vaadeldud piirides märgib tahtluse õigusdogmaatilises skeemis kujutlust kavandatavast , tulevikus eesseisvast käitumisest , siis tahtmisfaktor realiseerib sellise kujutluse tegelikkuses .",,,,no,"The phrase 'käitumisest' refers to behavior and does not indicate a place, so it is not classified as an adverbial of place.",no,no,no,no,no
märkima,,el,UNK,18468392,27974373,23,mitu,mitmest,"siiski on mul tunne , et tegelikult on võimalik kasutada sõna « internet » ka juhul , kui see märgib üht võrku mitmest ; umbes samamoodi , nagu Euroopa Liidust rääkides võin tekstis kasutada sõna « euroliit » , ilma et peaksin esile tõstma asjaolu , et tegu on ainulise asja nimetusega .",,,,no,"The phrase 'mitmest' was classified as 'no' because it refers to the number or quantity, not a place.",no,no,no,no,no
märkima,,el,UNK,7706537,12356007,20,nostalgia,nostalgiast,"Tõstes esile värvide suveräänsust , peenust ja nüansside assotsiatsioonirohkust , märkis ta ühtlasi kargust ja vabadust “ Pallase ” nostalgiast .",,state,,no,"The phrase 'nostalgiast' refers to an abstraction (nostalgia) and not a location, so it is not adverbial of place.",no,no,no,no,no
märkima,,el,loc,1879656,2994188,11,emissioon,emissioonist,"Eesti Pank märkis reedel kõik 12 miljonit aktsiat Forekspanga suunatud emissioonist ja tasus nende eest 120 miljonit krooni , ütles Eesti Panga infoosakonna juhataja Andrus Kuusmann .",,,,yes,,,,,,
märkima,,el,loc,5987922,9609883,20,pressitalitus,pressitalitusest,""" Ministeeriumidevaheline leping ei kohusta Eestit Venemaalt põlevkivi ostma ega pakkuma elektritootmise teenust , "" märkis Martin Jaško valitsuse pressitalitusest .",,location,,yes,,,,,,
