sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag
6743802,10848319,10,jätkuma,,in,aretusjaam,aretusjaamas,Pärast krahv Bergi surma jätkus aretustöö Jõgeva Sordikasvanduse Sangaste aretusjaamas .,,location,
5639167,9043514,4,ravima,,in,kurk,kurgus,"Lindat "" Sügavas kurgus "" "" ravinud "" dr Youngi kehastanud pornotähest Harry Reemsist saab aga üheksakümnendatel kinnisvaraärimees , kes kolib Utah' osariiki ja abiellub seal sügavalt religioosse naisega .",,,
8391,14413,2,ajama,,in,noorus,nooruses,"Varases nooruses auto- , vilja- ja mahlaäri ajanud 28aastane Peeter Rebane on nüüdseks koos venna Priiduga ( 34 ) püsti pannud oma meelelahutuskontserni BDG , mis lisaks Baltikumile tegutseb jõuliselt ka Ukrainas ja Venemaal .",,,
10867297,17404746,13,rippuma,,in,hõlst,hõlstis,"Ennu korteris kohtab jälgi mitmest kultuurist : seinal ripub hiiglaslik foto oranžis hõlstis lõunamaa mehest , põrandal põrnitsevad vastakuti idamaine elevandiskulptuur ja lääne televiisor - religioonisümbolid mõlemad .",,,
19712340,29248816,4,möllama,,in,rahffa,rahffas,MEHIKE15: no rahffas mis möllate,,,
10250586,16448926,23,lahkuma,,el,Kongo,Kongost,"Kongo president Laurent Kabila on keeldunud otseläbirääkimistest mässulistega , nõudes selle asemel , et Rwanda ja Uganda lõpetaksid mässuliste toetamise ja lahkuksid Kongost .",,location,
4701618,7554275,3,vastutama,,in,korralduskomitee,korralduskomitees,"Otepää MK korralduskomitees transpordiküsimuste eest vastutavad Aivo Pärn ja Valter Keis teatasid , et võistlejate transportimise osas saavutati kokkulepe Bussireisid OÜga , kes koostöös Sebe ASi ja Mootorreisi ASiga korraldab kõigi osalejate valutu liiklemise Tallinn - Otepää liinil aga ka võistluspaigas .",,,
4220142,6791563,7,naasma,,el,lütseum,lütseumist,Hõbemedalitega naasevad Toomas Laarits Tallinna Prantsuse lütseumist ja Marko Vainu Vanalinna hariduskolleegiumist .,,location,
11283743,18083402,9,viskama,,adit,toanurk,toanurka,Temperamentne Svetlana viskab rõõmsalt lobisedes koti ja saapad toanurka ning sätib meid istuma pehmele madratsile .,,,
1156904,1838167,4,pesema,,in,koridor,koridoris,"Mähkmeid pesime samuti koridoris , kus oli nii külm , et talvel tuli mantel selga panna .",,,
10672263,17102413,10,hankima,,el,usuteaduskond,usuteaduskonnast,Sel aastal on endale vajalikud toetajad hankinud Jüri Herman usuteaduskonnast .,,,
12019321,19237407,4,pesitsema,,in,rattur,ratturis,"« Eks igas ratturis pesitseb alati hirm , kuid sellest tuleb üle saada .",,alive,
968720,1543168,16,tooma,,adit,kino,kinno,"Möödunud aasta oli talle aga suure tõusu aeg , te-ma "" Pan Tadeusz "" tõi kinno miljoneid poolakaid ja nüüd austas Ameerika filmiakadeemia teda esimese idaeurooplasena au-Oscariga .",,,
1015396,1616981,2,kirjutama,,ill,matkapäevik,matkapäevikusse,"Kirjutasin matkapäevikusse , et Kristeli nägu on suur , rahulik ja meelekindlust sisendav .",,,
1832880,2917458,5,tutvustama,,in,eelbülletään,eelbülletäänis,Pressikeskuses välja antud nn eelbülletäänis tutvustasid oma prognoose ajakirjanikud .,,,
5281720,8472184,8,sõitma,,abl,metsatöö,metsatöödelt,Pereisa Madis sõitis koos oma kahe pojaga metsatöödelt koju Pärnusse .,,,
3554875,5724856,1,kostma,,el,relvajõud,Relvajõududest,"Relvajõududest on küll kostnud kriitikat , kuid president on talle siiski kindlalt usaldanud ühe oma peamise prioriteedi - armee moderniseerimise .",,,
2007529,3202898,6,puuduma,,in,episood,episoodides,"Kuna Tederi sõnul puudub kõigis episoodides kuriteosündmus , siis on tema kohustus seda kohtus tõestada .",,,
5657388,9073081,4,tegelema,,in,Maja,Majas,"Miers tegeleb Valges Majas Bushi nõustamisega muuhulgas ses osas , keda nimetada ülemkohtunikuks .",,,ORG
10116800,16230527,4,ründama,,in,jälitussõit,jälitussõidus,Naiste 10 km jälitussõidus ründas medalit ka üheksandana rajale pääsenud Kristina Shmigun .,,,
147483,245926,25,võtma,,ill,orkester,orkestrisse,"Goodman olevat isegi ükskord öelnud : “ Praegusel hetkel on ta monarh , aga kui kuningas peaks kunagi tööta jääma , võtan ta oma orkestrisse ” .",,,
13524121,21630488,14,olema,,in,CBS,CBS-is,"Kuulus lesbiline koomik mängiks üht teleshow juhti , sarnaselt aastatel 1967–78 CBS-is eetris olnud Carol Burnetti tunniajase komöödiaga .",,,
464637,728801,13,võistlema,,in,hinnakategooria,hinnakategooriates,"Tänaseks on Golfi alusele ehitatud 13 esirattaveoga autot , mis võistlevad erinevates hinnakategooriates : Audi A3 kolme- ja viieukseline versioon , Audi TT , Volkswagen Beetle ehk Põrnikas , kolme- ja viieukseline ning universaalkerega Golf , Bora sedaan ja universaal , Seat Toledo ja Leon , Shkoda sedaan ja universaalkerega Octavia .",,,
13988985,22268859,12,paiknema,,ad,esipind,esipinnal,"Ka klassikaline skulptuur on veel fassaadkuju , mille sõnum paikneb kuju esipinnal .",,,
10870880,17410799,5,käima,,in,Feyenoordi,Feyenoordis,"Kui Ragnar Klavan käis Feyenoordis lepingut nõutamas , siis FC Flora tehniline direktor Janno Kivisild õppereisil .",,,
203107,331441,6,tooma,,adit,kirjelduskeel,kirjelduskeelde,"Süžeelise võitluse kriis on draama kirjelduskeelde toonud uusi lähenemisviise , mis lähtuvad konfliktist laias tähenduses , käsitavad seda teose mõttesisu kandjana ning asetavad seejuures rõhu väärtushinnangute opositsioonidele .",,,
18355414,27822981,17,juhtuma,,ill,kaevandus,kaevandustesse,Vett võib müüa võib-olla saudidele ja transpordikulu ületaks eesti riigieelarve Saksamaa eesrindlik - kas Koidula Ruhri kaevandustesse on juhtunud ?,,location,
12795129,20467971,4,tegelema,,in,kodanikeühendus,kodanikeühenduses,Mina olen tegelnud kodanikeühenduses kolm aastat ning avastanud varjatud andeid ja hingelises mõttes maa-aristokraatia .,,,
17248449,26482602,17,kuuluma,,in,A-rühm,A-rühmas,"1997 Autoralli Euroopa tšempionaadi avaetapil , Arctic-Tunturi rallil Soomes pälvisid koos Toomas Sildmäega 15. koha ja A-rühmas kuulus neile 7. koht .",,,
12189329,19516338,21,jõudma,,adit,elujärk,elujärku,"Post scriptumi all plahvatab endise punase sulest pomm : « Ja ometi oleme täna ühiste jõupingutuste tulemusena jõudnud Eestimaal sellisesse elujärku , et võime uhkust tunda , et elame just siin .",,,
13182274,21089704,2,sõitma,vastu,in,Kiviõli,Kiviõlis,Ida-Virumaal Kiviõlis sõitis purjus nooruk pühapäeva öösel Audi 90-ga vastu seina ning sai peaajupõrutuse .,,location,LOC
10599815,16990739,4,surema,,in,emaüsk,emaüsas,"Üks loode suri emaüsas , kuid teine lehm tõi vasika ilmale .",,,
10517666,16861343,5,ootama,,in,ZBI,ZBIs,"Teistest teaduslikest kogudest ootab ZBIs uut hoidlat seente herbaarium , mis praegu seisab koridorides .",,,
15210517,23750552,14,tahtma,,ill,server,serverisse,"pmt mingit alust ei olegi , kui just mingi sõbraga ei taha samasse serverisse vms .",,,
1047864,1666586,4,tulema,ära,el,Aafrika,Aafrikast,Williams aga tuleb Aafrikast ära juba täna ...,,location,LOC
510633,803751,5,säilima,,in,külmkapp,külmkapis,"Valios valmistatud kapslid säilivad külmkapis kinnises pakis ja avatuna "" parim enne "" kuupäevani .",,,
2911708,4667801,24,tegelema,,in,investeerimispank,investeerimispangas,"Peale Kassi on Kvaliteetvara seltskonnast avalikkusele lähemalt tuttav Alo Lillepea , Hansapanga endine äripanganduse juht , kes juba mõned aastad tegeleb sama valdkonnaga investeerimispangas LHV .",,location,
7342404,11781697,9,avastama,,el,paber,paberitest,"Kui astusin töölemääramise komisjoni ette , avastasid ametnikud paberitest , et olen abielus .",,,
15508625,24219991,30,tegelema,,in,Panoraamisi,Panoraamisis,"Jah kindlasti on selliseid kes vahetavad iga nädal partnereid aga vaata natuke noorte meeste või naiste seas ringi ... suur osa tyype tegelebki iga L ja P kuidas kuskil Panoraamisis , Hollywoodis või Terrariumis sellega , et saada endale uus « pepu » ..",,,LOC
4176409,6721466,10,rippuma,,in,ajaveeb,ajaveebis,Nüüd ripuvad need koos hävitavalt irooniliste kommentaaridega eespool viidatud ajaveebis .,,,
4195029,6751098,26,kõndima,,in,rahutus,rahutuses,"Ja hoopis omaette on pühendusluuletus "" ***Etsile , muinasjutulisele inimesele "" , mis on ilmselt järelehüüe Edgar Valterile , kes "" rahailma rahutuses / kõnnib , lapsesilmad peas "" .",,,
1733864,2760175,7,jooma,,in,ateljee,ateljees,Kunstnik ja ilus noor modell joovad ateljees kohvi ning ajavad juttu .,,location,
11898455,19040982,3,tulema,ära,el,naistevangla,naistevanglast,"Kui nad naistevanglast ära tulid , siis Tom helistas mulle .",,,
8486277,13602809,6,rippuma,,in,Jaapan,Jaapanis,"Tema pildid on rippunud näitustel Jaapanis , Hiinas , Itaalias ja Shveitsis .",,location,LOC
15676,27137,23,pidama,,adit,paik,paika,"Eesti ajakirjanduses spekuleeritu , justkui ma oleks miljonärist vene mehe proua , kes on nüüd mehe eest pakus , ei pea ka paika .",,location,
12080374,19338354,13,astuma,läbi,el,surfiklubi,surfiklubist,"Kui tahad kihutada , nii et tuul kõrvus tuhiseb , astu läbi surfiklubist või leheküljelt www.surf.ee/kool",,,
13310451,21293815,19,marssima,,ill,Kosovo,Kosovosse,"USA president Bill Clinton avaldas siiski ka eile arvamust , et Belgrad peagi taandub ning liitlaste sõdurid marsivad Kosovosse rahuvalve- , mitte ründeüksustena .",,location,
4149745,6679625,6,võtma,välja,el,sümbolitepagas,sümbolitepagasist,Andres Tolts võtab oma lõputust sümbolitepagasist välja kuu ja päikese .,,,
15479309,24173122,11,tulema,ära,el,laager,laagrist,"Tean juhuseid , kus mõni tipp tuli isegi liidu koondise laagrist ära , et oma linna eest väljas olla .",,,
11796600,18880141,17,maanduma,,all,riigipeatool,riigipeatoolile,"Meri Postimehele antud intervjuu juures pole mõtet peatuda sellel , et kaks korda rahva poolt mittevalituna riigipeatoolile maandud Meri räägib nüüd otsevalimisest , unustamata seejuures esitada oma ettekujutust järgmisest riigipeast .",,,
722745,1151603,1,sündima,,in,Aserbaidzhaan,Aserbaidzhaanis,"Aserbaidzhaanis Bakuus sündinud Ever tunneb kurjategijate ühiskassa liikmeid , näiteks Tallinna allilma üheks liidriks peetavat Nikolai Tarankovi ja autoriteet Boriss Malinovskit .",,,
6681174,10749535,1,puuduma,,in,Hellenurme,Hellenurmes,"Hellenurmes puudus ettevõtlus ning kuna Eestis on vaja hooldusteenust , siis leidsime , et võiks sellega tegelema hakata .",,location,LOC
536098,845615,9,laskma,,ill,kolledzh,kolledzhisse,""" Iga riik otsustab ise , keda ta kolledzhisse õppima laseb , "" ütles kindral Clemmesen ning lisas , et tema ei saa otsustada isegi viletsa õppuri koolist väljaarvamist .",,,
9151252,14712087,5,levitama,,in,Brüssel,Brüsselis,"Euroopa Komisjon levitas eile Brüsselis teadet , et Euroopa Liidu liidrid jõudsid esmaspäeval Rio de Janeiros toimunud mitteametlikul kohtumisel kokkuleppele Balkani stabiilsuspakti koordinaatori küsimuses .",,,LOC
6100017,9791867,11,väljuma,,el,Soome,Soomest,""" Saame palju rahvast ainult siis kokku , kui väljume Soomest võimalikult vara hommikul ning lubame , et õhtul oleme tagasi , "" lisas ta .",,location,LOC
379709,589736,10,olema,vaja,ill,Hüljatud,Hüljatutesse,"Septembris tulevad taastusproovid Tallinna ka Helsinki Linnateatris - "" Hüljatutesse "" on vaja uusi osa-täitjaid ja asi vajab üldse veidi kohendamist .",,,
127065,212836,13,kirjutama,,ill,kampaaniakonto,kampaaniakontosse,Tegelikult mingi dialoog ikkagi käima saadi ja selle kirjutas president Clinton oma kampaaniakontosse .,,,
843457,1344089,5,pidama,kinni,in,Kesk-Eesti,Kesk-Eestis,"Laupäeva pärastlõunal pidas politsei Kesk-Eestis samas kuriteos kahtlustatavana 48 tunniks kinni tallinlase Jaanuse ( 31 ) , kes kandis kaasas laskevalmis püstolit .",,location,LOC
3752522,6043556,16,tahtma,,ill,kõla,kõlasse,"Aga me oleme bänd , kes teeb elektroonilist muusikat , ja me ei taha oma kõlasse ka liiga palju rokimõjutusi .",,,
3249905,5222298,5,lendama,,el,piiroja,Piirojast,"Ent pall lendas just Piirojast teiselt poolt , seega pidin hüppama teises suunas .",,,
2964343,4754666,23,lendama,,el,kast,kastist,"Viljandi poole sõitnud OÜ Sakala Teed teetööline Ülo Mandri ütles , et temale tuli veoauto vastu Raassilla sillal ja juba siis lendas kastist seemneid .",,,
2737527,4390801,1,pakutama,,in,kaubandusvõrk,Kaubandusvõrgus,"Kaubandusvõrgus pakutavad akna- , rõdu- ja terrassikatted on tuntud ka markiisi nime all .",,location,
5556350,8908945,8,võtma,välja,el,puur,puurist,"Mõni küsib , kuidas te võtate tiigerpüütoni puurist selle suure junni välja .",,,
9145598,14702202,3,sõitma,,el,Ulila,Ulilast,Buss sõidab Ulilast Tartusse paarikümne minutiga .,,location,LOC
16286528,25221591,12,puuduma,,in,arengukava,arengukavas,"Riigikogu liikmed Rein Kask ja Maido Pajo tegid märkuse , et arengukavas puudub seisukoht tuumaenergeetika kohta .",,,
4476777,7198790,6,tutvustama,,in,kultuuriministeerium,kultuuriministeeriumis,"24. mai pressikonverentsil tutvustasid end kultuuriministeeriumis soomeugri , tshuvashi , tatari , läti , leedu , juudi , korea , ukraina , kasahhi , armeenia ja vene kultuuriseltsid .",,location,
360469,558500,18,sõitma,välja,abl,rada,rajalt,"Madalmaade lahtistel kardisõidumeistrivõistlustel sai Marko Asmer klassis ICA-Junior teisel etapil teiseks , kolmandal sõitis aga libedal teel rajalt välja ning katkestas .",,,
10156489,16295011,8,jooma,,in,Cannes,Cannes'is,"Kohtus ütles Depardieu , et ta jõi Cannes'is üks öö enne õnnetust , kui oli sõlmitud leping kolme prantsuse filmi levitamiseks USAs .",,location,LOC
12300041,19690826,7,kostma,,el,magamiskott,magamiskotist,“ Lissaboni lähete ? ” kostab magamiskotist .,,,
68254,117428,2,valitsema,,in,Euroopa,Euroopas,“ Euroopas valitseb dekadents .,,location,LOC
4840316,7771251,4,vedama,,adit,jõhv,Jõhvi,"1. veebruaril koolilapsi Jõhvi vedanud bussis toimunud pommiplahvatuses sai kannatada 14 inimest , neist kuus raskelt .",,,LOC
7671988,12301341,9,kaduma,,abl,kann,kannult,Lõpuks kolmanda koha saanud meeskonnakaaslane Irvine kadus Schumacheri kannult juba esimeste ringide järel ja nii oli iirlase kolmas stardikoht pigem juhus kui seaduspärasus .,,,
1577990,2510411,7,ostma,,el,helkur,helkuritest,"Vanalinna kaunistajad ostsid hiljuti Tallinna bensiinijaamad helkuritest tühjaks , sest täna hakati nendega kaunistama Viru tänava advenditee kohale riputatud kuusepalmikuid .",,,
11667265,18675833,13,lendama,tagasi,ill,Tšiili,Tšiilisse,Eile pärastlõunal astus Pinochet teda juba lennuväljal oodanud lennukisse ning lendas tagasi Tšiilisse .,,location,LOC
18473693,27981036,16,tooma,tagasi,ill,õige,õigesse,"Omanik võib ju nõuda , et isik , kes auto ära viis , toogu see õigesse kohta tagasi .",,,
9090020,14616302,9,kihutama,,adit,Neemisküll,Neemiskülla,"Eile hommikul kell 10.45 kihutas päästeteenistus Rannu valda Neemiskülla , kus ridaelamu korteris olid põlema läinud kušetipadi ja tekk .",,,LOC
77924,132877,4,tekkima,,ill,taevas,taevasse,"Baromeeter kukkus , taevasse tekkisid tumedad pilved ning meri hakkas keema .",,,
2667111,4278655,26,ronima,,all,püüne,püünele,"Siit ka trall Laari ümber ( kes oleks välisministrina oma sidemete tõttu , olgem ausad , täiesti omal kohal ) : ei roni siin midagi püünele , kulla Mart , püsi vagusi ja toimeta haamrikesega riigikogu laua taga .",,,
1940682,3093114,14,unustama,,adit,võitlus,võitlusse,"Mashadov märgib oma telegrammis , et tshetsheenia rahvas ei unusta kunagi Starovoitova panust võitlusse Tshetsheenia sõja lõpetamise eest .",,event,
2842068,4557842,6,puhkema,,in,Rõuge,Rõuges,"Kolm nädalat tagasi puhkes Võrumaal Rõuges Ilme ja Ants Eigi talus õitsele õunapuu , kirjutab SL Õhtuleht .",,location,LOC
436276,681774,7,peatuma,,in,sviit,sviidis,"Lausanne'is viibimise ajal peatub president väikeses sviidis , mille eest makstakse 300 Shveitsi franki ( 2900 krooni ) ööpäevas .",,location,
10341392,16593236,23,tutvustama,,in,katsetusjärk,katsetusjärgus,"1996. aastal tutvustas meedialaboratooriumi töötaja Marina Umashi ( artiklis “  SAGE storytellers : learning about Identity Language an Tehnology  ” ) oma katsetusjärgus mänguasju , mis Barney't oma psühhosotsiaalsetelt omadustelt isegi edestavad : tegu on vestlusvõimeliste n.ö teadjameestega ( ingl k  wise man  ) , mille ideeliseks aluseks on paljude rahvaste kultuurides olulisel kohal olnud vanad targad jutuvestjad .",,,
5927407,9515797,14,pöörduma,tagasi,adit,põhi,põhja-,"Vene ahvatlust ei tasu karta , sest praeguste trendide jätkudes Eesti majandus küll põhja- ja läänesuunalt tagasi itta ei pöördu .",,,
2952525,4734963,6,käima,,in,Colorado,Colorados,"Eriti pingeline heitlus käib veel Colorados , Wisconsinis ja New Mexicos .",,location,LOC
1459926,2323105,11,nägema,,ill,teksad,teksadesse,Aega sama suure õhinaga kui raha lugevad äriinimesed näevad õhtul teksadesse ja nahkjakki pugemist võimalusena üks oluline elupool teise vastu vahetada ja end nõnda pere ning sõpradega suhtlemiseks mobiliseerida .,,,
6501751,10457401,16,võtma,,ill,kontor,kontorisse,"Kaarepere andis Tartu pangast kümme miljonit rubla laenu ja võttis Mõisa paariks kuuks TKP Tallinna kontorisse tööle , et mees näeks panga elu seestpoolt .",,location,
8602945,13792917,46,einestama,,in,köök,köögis,"Muidugi olnuks mõnus einestada normaalse , suure ja kõrge söögilaua taga , aga just selline mööbliese Luige majapidamises puudus - papa Harald oli mamma Linda juurest inglise moodi lahkudes kaasa viinud ainult kabinetisisustuse , mis oli muide täiesti üleliigne džentelmenlikkus , sest mamma einestas nagunii köögis .",,,
4607964,7405684,8,ronima,,ill,vanker,vankrisse,Doktor Off sulges pidulikult kraenööbi ja ronis vankrisse .,,,
13091547,20948300,12,viskama,,adit,sügavus,sügavusse,"Lainetus heidab selle nina kord kõrgele üles , kord viskab lainete sügavusse .",,,
8025409,12876742,16,panema,,adit,kolmainsus,kolmainsusse,""" See häbikott siin , kes kõnnib oma rasket häbiteed , pani ennast neljandaks isikuks kolmainsusse .",,,
779949,1243853,18,avanema,,adit,lääs,Läände,Eesti ei olnud enam Soomele väike romantiline kangelane ja iseseisvumise järel avanes Eestile suur hulk otsekontakte mujale Läände .,,location,LOC
10769031,17250299,4,ootama,,in,banaanikast,banaanikastides,Elamisloa taotlused ootavad banaanikastides,,,
2197999,3513820,8,kolima,,el,Kirde-Ameerika,Kirde-Ameerikast,"Mitmed katoliiklased on viimase kümnendi jooksul kolinud Kirde-Ameerikast ja Keskläänest lõunasse ja edelasse , leidis uuring .",,,LOC
744368,1186252,5,ütlema,,ill,liit,liitudesse,""" Rakveres ütlevad eri liitudesse kuulujad ka valimiste järel üksteisele tere , "" on linnavolikogu esimees Mihkel Juhkami veendunud .",,,
10458342,16771477,3,sõitma,,abl,sündumuskoha,sündumuskohalt,Röövijad sõitsid sündumuskohalt minema Žiguli-tüüpi sõiduautoga .,,,
13159184,21055032,24,tahtma,,adit,Vabariik,Vabariiki,"Ent oletada sellest johtuvalt , et ta lihtsalt võtab meile täiesti sobimatul kombel mõõtu Islandilt ja Costa Ricalt , või siis tahab Eesti Vabariiki hoopiski vene karu kaissu poetada , on küündimatu .",,,LOC
16725200,25733144,7,laskma,,adit,võidusõit,võidusõitu,Asjatundjate sõnul lasi sakslane pärast poolt võidusõitu jala gaasipedaalil lõdvaks ning 36sekundiline edu Juan Pablo Montoya ees ei näidanud tema tegelikku kiirust .,,event,
10508872,16847036,5,lubama,,ill,vaprasaade,vaprasaatesse,""" Kirsti lubab uude vaprasaatesse nii intervjuusid kui ka lühiinfot muusikaüritustest ning uutest helikonservidest .",,,
17036617,26183892,12,lõpetama,,ill,lavakas,lavakasse,"Ma ju proovisin samal aastal , kui keskkooli lõpetasin , ka lavakasse .",,,
660745,1050378,2,tulistama,,in,pealinn,pealinnas,"Pakistani pealinnas Islamabadis tulistasid tundmatud ründajad eile kuus raketti , mis plahvatasid USA saatkonna , ÜRO esinduse , Ameerika kultuurikeskuse ja teiste kesklinna ehitiste läheduses , vigastades vähemalt kuut inimest .",,location,
9123708,14668486,28,eksisteerima,,in,nüüdismuusika,nüüdismuusikas,"Esimene tähelepanek on , et tehnoloogilised vastasseisud ( dialoog , kõrvutamine ) on tema töödes tõesti rõhutatud , programmilise tähendusega , samal ajal kui “ keelte-Paabel ” nüüdismuusikas enamasti hoopis üsna lahustunud olekus eksisteerib .",,,
11756890,18814628,6,ründama,,in,kai,Kais,"Järgmisel servil Põldmaa eksis , Kais ründas Avo Keele ühemeheblokki .",,location,
2159493,3449810,7,varastama,,el,shampoon,shampoonist,"Ta varastab kauplustest pisiasju , alates shampoonist ja seebist , ning murrab sisse autosse , et võtta sealt makk .",,,
5317451,8531230,10,juhatama,,in,hooaeg,hooajas,"Võib ka nii , et dirigent juhatab orkestrit lihtsalt hooajas rohkem kordi kui teised dirigendid .",,time,
3784863,6096027,7,kostma,,el,rivi,rivist,"Manitseva hääle tõstmise kõrval kostis peaministrite rivist ka tunnistusi endapoolsetest möödalaskmistest , eelkõige maksude kogumise asjus .",,,
6942933,11157259,1,kukkuma,alla,in,08Venetsueela,08Venetsueelas,08Venetsueelas kukkus alla lennuk 160 inimesega pardal ( 59 ) 16 : 0416.,,,
5698841,9140226,4,suunduma,,el,maa,maadest,"Lääne-Euroopasse suunduvad Ida-Euroopa maadest töötajad , kes nõustuvad töötama madala palgaga - surudes seega alla ka kohalikke palku .",,,
1093543,1738146,5,kõrguma,,in,silmaulatus,silmaulatuses,"Kuigi Annelinna majad kõrguvad silmaulatuses , on Hiinalinn koht , kuhu normaalne tartlane öösel ei lähe .",,,
12229508,19578852,6,kukkuma,,ill,kaamera,kaamerasse,"« Hea , et ta kaamerasse ei kukkunud . »",,,
4340000,6981559,6,väljuma,,abl,koosolek,koosolekult,Savisaar väljus ligi kolmetunniseks veninud koosolekult rahulolevana .,,,
5106570,8195167,12,õpetama,,in,asula,asulas,"Eelmise aasta sügisest õpetab maailma ühes suuremas väljaspool Eestit asuvas eestikeelses asulas , 250 elanikuga Ülem-Suetuki külas eesti keelt EV Haridusministeeriumi poolt saadetud õpetaja Piret Toomet .",,location,
5642065,9048493,3,passima,,in,kartus,kartuses,Uue rünnaku kartuses passivad politsei snaiperid isegi majade katustel .,,state,
91194,154390,7,pesitsema,,in,keskkond,keskkondades,"Infotehnoloogia vastane hävitav jõud aga pesitseb keskkondades , mille rikkus tuleb maast või loodusvaradest .",,,
2648420,4249682,5,põrkama,kokku,in,sadam,sadamas,"Austraalia suurima linna Sydney sadamas põrkasid kokku parvlaev ning paat , millel viibisid paljud riigi iluuisutajate klubi liikmed .",,location,
817152,1303526,8,põrkama,kokku,in,köök,köögis,"Järgneva palavikulise askeldamise käigus põrkavad pereliikmed omavahel köögis ja pesuruumis alatasa kokku , helbivad pudruportsu kiiruga kõhtu ning sööstavad siis autosse või bussi peale .",,,
12228039,19576368,2,avama,,in,balletiajalugu,balletiajaloos,"Kuid balletiajaloos avasid uue lehekülje otsingulisemad teosed , mis valmisid koostöös abikaasa Rodioniga « Carmen-süit » ( 1967 ) , « Anna Karenina » ( 1972 ) .",,,
12130773,19422166,9,andma,üle,in,kesklinn,kesklinnas,"Kaitseministeerium annab täna Kaitseväe Ühendatud Õppeasutustele üle Tartu kesklinnas Riia 12 asuva uue kasarmu- ja õppehoone ,",,location,
7561370,12144841,7,tulema,tagasi,adit,röövrüütelmüüt,röövrüütelmüüti,"Pole loota , et peale meesvägistaja röövrüütelmüüti tuleks tagasi vagur eelajalooline naismüüt mehe sümboliga vapil .",,,
4081331,6569558,7,liikuma,,in,Ameerika,Ameerikas,"Pigem on see märk , et Ameerikas asjad liiguvad , sõnas ta .",,location,LOC
17550612,26900214,3,tooma,ära,el,köök,köögist,""" Tõime köögist ka kõik toolid ära , aga ikka ei mahu istuma , ” vabandas kitsikuse pärast Endla tänava kirikuõpetaja Urmas Rahuvarm .",,,
12094716,19361323,6,tellima,,el,tund,tunnist,Elegantse iseenesestmõistetavusega tellib Maile hommikusest tunnist hoolimata klaasikese konjakit ja tassikese espressot .,,,
7465052,11983006,6,paiknema,,ad,kõver,kõveral,Joonisel paiknevad nad punktiiriga tähistatud kõveral .,,,
2941114,4715430,4,tulistama,,in,rünnak,rünnakus,"Hästi planeeritud koidujärgses rünnakus tulistasid ründajad granaadiheitjatest Seydiya linnaosa politseijaoskonda , seejärel sisenesid nad hoonesse ning püüdsid politseinikke seal tappa .",,event,
4689276,7535011,2,jagama,,in,epee,epees,Meeste epees jagab Kaido Kaaberma 105 punktiga koos MM-i pronksimehe Oliver Lückega ( Saksamaa ) 11.- 12. kohta .,,,
4166313,6705520,9,esitama,,ill,pressinõukogu,Pressinõukogusse,Hubert Hirv ja Pavel Gammer esitasid Äripäeva vastu Pressinõukogusse kaebuse ja kohtusse hagi 2 miljoni kroonise moraalse kahju nõudes .,,alive,
3708935,5972986,1,arenema,,in,kokkuvõte,Kokkuvõttes,Kokkuvõttes linn areneks .,,,
8077596,12961915,26,jooksma,,ill,rahakirst,rahakirstudesse,"Mitmele teisele stuudiole on ühtäkki tulnud mõte , et ka nemad võiksid saada osa neist tohututest summadest , mis seni tänu joonisfilmidele on jooksnud Disney rahakirstudesse .",,,
3349117,5386878,4,saama,,ill,keelekabinet,keelekabinettidesse,""" Kui saame keelekabinettidesse rohkem arvuteid , sobib efant suurepäraselt tunnis harjutamiseks .",,,
9860777,15824007,2,süttima,,in,puuhoone,puuhoones,"Kahekorruselises puuhoones arvatavasti kella poole seitsme ajal süttinud tuld märkas naaber , kes kohe helistas tuletõrjesse .",,location,
621244,985527,32,surema,,in,Hiina,Hiinas,"Pärast kuumalainet tabasid Saksamaad , Belgiat , Hollandit ja Shveitsi eile tormid ja vihmasajud , samal ajal kui Prantsusmaal põlevad metsad , USA idarannikul lüüakse kuumarekordeid , Kesk-Ameerika ujutab üle ning Hiinas on üleujutustes surnud juba 240 inimest .",,location,LOC
8559701,13719297,41,pagema,,el,Vabariik,Vabariigist,"2/3 ( 8 miljonit ) neist olid kas põgenenud või minema aetud Ida-Euroopast või Saksamaa küljest mööda Oder-Neisse joont eemaldatud aladelt , 1/3 ( ligi 4 miljonit ) pages aga järk-järgult kuni 1961. aastani Saksa Demokraatlikust Vabariigist ( DDR ) .",,,ORG
13888341,22146670,9,avama,,in,debüütmäng,debüütmängus,Kahemeetrine mees hüppas Leedu kaitsjad üle ja avas debüütmängus isikliku skoori .,,,
2345176,3756830,21,väljuma,,el,Haabersti,Haaberstist,"Tallinna säästva arengu ja planeerimise ameti sõitjateveo osakonna juhataja Udo Ots ütles ETAle , et 25. mai ööl väljuvad trollibussid Haaberstist igal täis- ja pooltunnil .",,location,LOC
14082511,22422871,16,tekkima,,ill,Pärnu,Pärnusse,"Hiljem , kui Eesti rahvas sai nii jõukaks , et hakkas eramuid ehitama , tekkisid Pärnusse kahtlemata Eesti kõige uhkemad funktsionalistlikud villad .",,location,
