COLLECTION	SPANSTART	TYPE	TEXT
			
569553	7084	O	Kuid neil ( 2 Quick Starti tiim - Toim. ) ei ole laulude pakkumisel teiste heliloojatega võrreldes eeliseid ja ma usun , et Runaway on sellel kõike popilikum .
569553	7084	S	Kuid neil ei ole laulude pakkumisel teiste heliloojatega võrreldes eeliseid ja ma usun , et Runaway on sellel kõike popilikum .
569553	7084	Odeprel	cc obl punct nummod flat flat parataxis punct parataxis punct aux cop nmod root amod obl advcl nsubj:cop cc nsubj conj punct mark nsubj:cop cop obl obl ccomp punct
569553	7084	Sdeprel	cc root _ _ _ _ _ _ _ _ aux cop nmod obl det obl advcl nsubj:cop cc nsubj conj punct mark nsubj:cop cop obl obl ccomp punct
			
367026	4829	O	Symbian OS 7.0 , digikaamera ( 640 x 480 pikselit )
367026	4829	S	Symbian OS 7.0 , digikaamera
367026	4829	Odeprel	root flat nummod punct conj punct nummod flat flat parataxis punct
367026	4829	Sdeprel	root flat nummod punct appos _ _ _ _ _ _
			
3716	288462	O	b ) Sundvõõrandamist tuleb teostada kas vahetult seaduse alusel ( legaalne sundvõõrandamine ) või seaduse alusel haldusaktiga ( GG art.
3716	288462	S	b ) Sundvõõrandamist tuleb teostada kas vahetult seaduse alusel või seaduse alusel haldusaktiga ( GG art .
3716	288462	Odeprel	parataxis punct obj root csubj advmod advmod nmod obl punct amod parataxis punct cc nmod conj conj punct appos flat punct
3716	288462	Sdeprel	parataxis punct obj root csubj cc:preconj advmod nmod obl _ _ _ _ cc nmod conj conj punct appos flat punct
			
225667	5377	O	Toivo Zoova ( Tallinna SK ) 3.15 , 1.
225667	5377	S	Toivo Zoova 3.15 , 1 .
225667	5377	Odeprel	nsubj:cop flat punct nmod parataxis punct root punct
225667	5377	Sdeprel	root flat _ _ _ _ nummod punct
			
59164	0	O	Tänase seisuga ei ole kodakondsus- ja migratsiooniametil ( KMA ) veel teada , kas kevadel elamisloast ilma jäänud ja küüditatute nimekirjade koostamise eest süüdi mõistetud Vassili Beskov on Eestist lahkunud .
59164	0	S	Tänase seisuga ei ole kodakondsus- ja migratsiooniametil veel teada , kas kevadel elamisloast ilma jäänud ja küüditatute nimekirjade koostamise eest süüdi mõistetud Vassili Beskov on Eestist lahkunud .
59164	0	Odeprel	amod obl aux aux nsubj cc conj punct parataxis punct advmod root punct advmod obl obl compound:prt ccomp cc nmod nmod obl case advmod conj nsubj:cop flat cop obl conj punct
59164	0	Sdeprel	amod obl aux aux obl cc conj _ _ _ advmod root punct advmod obl obl compound:prt ccomp cc nmod nmod obl case advmod conj nsubj flat aux obl conj punct
			
177874	16	O	Euroopa Liidu ( EL ) riigid on üle saanud majanduse mõõnaperioodist , mille haripunkt oli 1993. aastal .
177874	16	S	Euroopa Liidu riigid on üle saanud majanduse mõõnaperioodist , mille haripunkt oli 1993. aastal .
177874	16	Odeprel	nmod nmod punct appos punct nsubj aux compound:prt root nmod obl punct nmod acl:relcl cop amod obl punct
177874	16	Sdeprel	nmod nmod _ _ _ nsubj:cop cop compound:prt root nmod obl punct nmod acl:relcl cop amod obl punct
			
271507	319	O	TPÜ terviseuuringute labori poolt läbi viidud üle-Eestilises kooliõpilaste uuringus märkisid ligi pooled alakaalulistest 12-19 aastastest tüdrukutest , et soovivad väiksemat kehakaalu , normaalkaalulistest tüdrukutest väitis seda enamik ( 84% ) .
271507	319	S	TPÜ terviseuuringute labori poolt läbi viidud üle-Eestilises kooliõpilaste uuringus märkisid ligi pooled alakaalulistest 12 - 19 aastastest tüdrukutest , et soovivad väiksemat kehakaalu , normaalkaalulistest tüdrukutest väitis seda enamik .
271507	319	Odeprel	nmod nmod obl case compound:prt root obl nmod obl conj advmod nsubj amod nummod punct conj amod obl punct mark ccomp amod obj punct amod obl conj obj nsubj punct parataxis punct punct
271507	319	Sdeprel	nmod nmod obl case compound:prt root obl nmod obl conj advmod nsubj amod nummod punct conj amod obl punct mark ccomp amod obj punct amod obl conj det nsubj _ _ _ punct
			
429500	377	O	Kõik osa võtta soovijad olid ka kohustatud 30 päeva enne mängude algust ilmuma Elisesse , et teha viimane ettevalmistus kohtunike ( hellenodiikide ) valvsate silmade all .
429500	377	S	Kõik osa võtta soovijad olid ka kohustatud 30 päeva enne mängude algust ilmuma Elisesse , et teha viimane ettevalmistus kohtunike valvsate silmade all .
429500	377	Odeprel	det obj acl obj aux advmod root nummod obl case nmod obl xcomp obl punct mark advcl amod obj nmod punct parataxis punct amod obl case punct
429500	377	Sdeprel	det obj acl obj aux advmod root nummod obl case nmod obl xcomp obl punct mark advcl amod obj nmod _ _ _ amod nmod case punct
			
549243	354	O	Keskne tegelane , kelle ümber sündmustikuniidid koonduma hakkavad , on kuuekümnendates eluaastates luuser ja juhutööline Donald “ Sully ” Sullivan ( Paul Newman ) , kes elab koos oma endise õpetajanna miss Beryliga ( Jessica Tandy viimaseks jäänud filmiroll ) .
549243	354	S	Keskne tegelane , kelle ümber sündmustikuniidid koonduma hakkavad , on kuuekümnendates eluaastates luuser ja juhutööline Donald “ Sully ” Sullivan , kes elab koos oma endise õpetajanna miss Beryliga .
549243	354	Odeprel	amod nsubj:cop punct obl case nsubj xcomp acl:relcl punct cop amod obl root cc conj appos punct appos punct flat punct parataxis flat punct punct nsubj acl:relcl case nmod amod obl appos appos punct nmod flat xcomp acl parataxis punct punct
549243	354	Sdeprel	amod nsubj:cop punct obl case nsubj xcomp acl:relcl punct cop amod obl root cc conj appos punct appos punct flat _ _ _ _ punct nsubj acl:relcl case nmod amod nmod obl appos _ _ _ _ _ _ _ punct
			
640628	183176	O	( 2 ) Kohtuotsuse resolutsioonis märgitakse selle isiku nimi ja tema teised registrisse kantavad isikuandmed , kelle põlvnemine tuvastati , samuti selle isiku nimi ja tema teised registrisse kantavad isikuandmed , kellest põlvnemine tuvastati .
640628	183176	S	Kohtuotsuse resolutsioonis märgitakse selle isiku nimi ja tema teised registrisse kantavad isikuandmed , kelle põlvnemine tuvastati , samuti selle isiku nimi ja tema teised registrisse kantavad isikuandmed , kellest põlvnemine tuvastati .
640628	183176	Odeprel	punct parataxis punct nmod obl root det nmod obj cc nmod det obl acl conj punct nmod obj acl:relcl punct advmod det nmod conj cc nmod amod obl acl conj punct obl obj acl:relcl punct
640628	183176	Sdeprel	_ _ _ nmod obl root det nmod obj cc nmod det obl acl conj punct nmod obj acl:relcl punct advmod det nmod conj cc nmod det obl acl conj punct obl obj acl:relcl punct
			
660334	3315	O	( Pollachius virens ) Lorient
660334	3315	S	Lorient
660334	3315	Odeprel	punct root flat punct flat
660334	3315	Sdeprel	_ _ _ _ root
			
358995	0	O	TALLINN , 31. märts ( EPLO ) - Ennetamaks võimalikke tehnilisi viperusi , plaanib Mercedes-Benz kutsuda ametlikesse esindustesse järelkontrolli osa viimastel aastatel toodetud E- , SL ja CLS klassi mudelitest .
358995	0	S	TALLINN , 31. märts - Ennetamaks võimalikke tehnilisi viperusi , plaanib Mercedes-Benz kutsuda ametlikesse esindustesse järelkontrolli osa viimastel aastatel toodetud E- , SL ja CLS klassi mudelitest .
358995	0	Odeprel	nsubj punct amod appos punct parataxis punct punct advcl amod amod obj punct root nsubj xcomp amod obl nmod obj amod nmod xcomp nmod punct conj cc conj nmod obl punct
358995	0	Sdeprel	nsubj punct amod appos _ _ _ punct advcl amod amod obj punct root nsubj xcomp amod obl nmod obj amod obl xcomp nmod punct conj cc conj nmod obl punct
			
235813	4883	O	Selleks , et arsti millegi tegemises või mittetegemises süüdistada , peavad olema täpselt ja ühemõtteliselt määratud nii arsti ( ka ühe haige ravimisega tegeleva arstide grupi ) kui ka patsiendi kohustuste ja vastutuse piirid .
235813	4883	S	Selleks , et arsti millegi tegemises või mittetegemises süüdistada , peavad olema täpselt ja ühemõtteliselt määratud nii arsti kui ka patsiendi kohustuste ja vastutuse piirid .
235813	4883	Odeprel	obl punct mark obj nmod obl cc conj acl punct aux aux advmod cc conj root advmod nmod punct advmod det nmod obl acl nmod parataxis punct cc advmod nmod nmod cc conj obj punct
235813	4883	Sdeprel	obl punct mark obj nmod obl cc conj acl punct aux aux advmod cc conj root cc:preconj nmod _ _ _ _ _ _ _ _ _ cc advmod nmod conj cc conj obj punct
			
233540	290	O	Menetlust juhtiva riigiprokuröri sõnul peeti Eesti kodanikud Dmitri ( 39 ) ja Sergei ( 41 ) ning Leedu kodanikud Arnoldas ( 38 ) ja Liutauras ( 38 ) peeti kinni vahetult peale marihuaana ehk kanepi õisikute üleandmist .
233540	290	S	Menetlust juhtiva riigiprokuröri sõnul peeti Eesti kodanikud Dmitri ja Sergei ning Leedu kodanikud Arnoldas ja Liutauras peeti kinni vahetult peale marihuaana ehk kanepi õisikute üleandmist .
233540	290	Odeprel	obj acl nmod obl root nmod obj appos punct parataxis punct cc conj punct parataxis punct cc nmod conj appos punct parataxis punct cc conj punct parataxis punct conj compound:prt advmod case nmod cc nmod conj obj punct
233540	290	Sdeprel	obj acl nmod obl root nmod obj appos _ _ _ cc conj _ _ _ cc nmod conj nmod _ _ _ cc conj _ _ _ conj compound:prt advmod case nmod cc nmod conj obj punct
			
14257	358	O	"Filmi reedel esilinastunud järg "" Austin Powers : spioon , kes tegi mulle ära "" ( Austin Powers : The Spy Who Shagged Me ) on märksa menukam esimesest osast ja ähvardab tulla aasta üheks oluliseks filmisündmuseks ."
14257	358	S	"Filmi reedel esilinastunud järg "" Austin Powers : spioon , kes tegi mulle ära "" on märksa menukam esimesest osast ja ähvardab tulla aasta üheks oluliseks filmisündmuseks ."
14257	358	Odeprel	nmod obl root nsubj punct appos flat punct appos punct nsubj acl:relcl obl compound:prt punct punct parataxis flat punct appos flat flat flat flat punct cop advmod conj amod obl cc conj xcomp nmod nummod amod xcomp punct
14257	358	Sdeprel	nmod obl root nsubj punct appos flat punct nsubj:cop punct nsubj acl:relcl obl compound:prt punct _ _ _ _ _ _ _ _ _ _ cop advmod parataxis amod obl cc conj xcomp nmod nummod amod xcomp punct
			
636601	91280	O	Teenuseosutaja ( te ) nimi/nimed ja aadress ( id ) .
636601	91280	S	Teenuseosutaja nimi / nimed ja aadress .
636601	91280	Odeprel	nmod punct parataxis punct root punct conj cc conj punct parataxis punct punct
636601	91280	Sdeprel	nmod _ _ _ root punct appos cc conj _ _ _ punct
			
176459	0	O	JERUUSALEMM , 4. november ( EPLO ) - Kaks päeva pärast seda , kui 16aastane poiss lasi end Tel Avivi Carmeli turul õhku ja tappis kolm inimest , tabasid Iisraeli kaitseväelased Nabluses 15aastase potentsiaalse enesetaputerroriti .
176459	0	S	JERUUSALEMM , 4. november - Kaks päeva pärast seda , kui 16aastane poiss lasi end Tel Avivi Carmeli turul õhku ja tappis kolm inimest , tabasid Iisraeli kaitseväelased Nabluses 15aastase potentsiaalse enesetaputerroriti .
176459	0	Odeprel	nsubj punct amod appos punct parataxis punct punct nummod obl case nmod punct mark amod nsubj acl obj nmod appos flat obl obl cc conj nummod obj punct root nmod nsubj obl obl obl advmod punct
176459	0	Sdeprel	nsubj punct amod appos _ _ _ punct nummod nmod case nmod punct mark amod nsubj acl obj nmod appos flat obl obl cc conj nummod obj punct root nmod nsubj obl obl obl advmod punct
			
688847	5899	O	( Jah ) ;
688847	5899	S	;
688847	5899	Odeprel	punct root punct punct
688847	5899	Sdeprel	_ _ _ root
			
10587	2465	O	Kõige külmem oli Narvas ( -4,3 °C ) , kõige soojem Ristnas ( +0,6 °C ) .
10587	2465	S	Kõige külmem oli Narvas , kõige soojem Ristnas .
10587	2465	Odeprel	advmod root cop obl punct nummod parataxis flat punct punct advmod conj obl punct nummod parataxis flat punct punct
10587	2465	Sdeprel	advmod root cop obl _ _ _ _ _ punct advmod amod obl _ _ _ _ _ punct
			
463872	1353	O	Oktoobris Shveitsis peetaval MMil arvestatakse just MK tulemusi ning Eesti meeskond ( Kaido Kaaberma , Andrus Kajak ja Meelis Loit ) saab tabelis esimese asetuse .
463872	1353	S	Oktoobris Shveitsis peetaval MMil arvestatakse just MK tulemusi ning Eesti meeskond saab tabelis esimese asetuse .
463872	1353	Odeprel	obl obl acl obl root advmod nmod obj cc nmod nsubj punct parataxis flat punct conj flat cc conj flat punct conj obl amod obj punct
463872	1353	Sdeprel	obl appos acl obl root advmod nmod obj cc nmod nsubj _ _ _ _ _ _ _ _ _ _ conj obl amod obj punct
			
630331	2732	O	Olenemata määruse ( EMÜ ) nr 2173/79 artikli 8 lõikest 1 , tuleb pakkumine asjaomasele sekkumisametile esitada suletud ümbrikus , millel on viide asjaomasele määrusele .
630331	2732	S	Olenemata määruse nr 2173 / 79 artikli 8 lõikest 1 , tuleb pakkumine asjaomasele sekkumisametile esitada suletud ümbrikus , millel on viide asjaomasele määrusele .
630331	2732	Odeprel	advcl nmod punct appos punct nmod nummod punct flat obj nummod obl nummod punct root nsubj amod obl csubj acl obl punct acl:relcl cop nsubj:cop amod nmod punct
630331	2732	Sdeprel	advcl obj _ _ _ nmod nummod punct conj obj nummod obl nummod punct root nsubj amod obl xcomp csubj obl punct acl:relcl cop nsubj:cop amod nmod punct
			
348476	0	O	TALLINN , 7. november ( EPLO ) - Teenistujate ametiliitude keskorganisatsioon ( TALO ) jõudis reedel valitsusega kokkuleppele , et järgmisest aastast peab kõrgharidusega riigitöötaja kuus vähemalt 6500 krooni palka saama , see lubadus ei laiene aga omavalitsuste kultuuritöötajaile , kirjtuab Postimees .
348476	0	S	TALLINN , 7. november - Teenistujate ametiliitude keskorganisatsioon jõudis reedel valitsusega kokkuleppele , et järgmisest aastast peab kõrgharidusega riigitöötaja kuus vähemalt 6500 krooni palka saama , see lubadus ei laiene aga omavalitsuste kultuuritöötajaile , kirjtuab Postimees .
348476	0	Odeprel	nsubj punct amod conj punct appos punct punct nmod nmod nsubj punct appos punct root obl obl obl punct mark amod obl aux nmod nsubj obl advmod nummod obl obj acl punct det nsubj aux conj cc nmod obl punct nsubj appos punct
348476	0	Sdeprel	nsubj punct amod appos _ _ _ punct nmod nmod nsubj _ _ _ root obl obl obl punct mark amod obl aux nmod nsubj nmod advmod nummod obl obj advcl punct det nsubj aux conj cc nmod obl punct nsubj appos punct
			
705246	35148	O	MegaHal: Mannykene-kurb ( RSbeta@xxxxx.ee ) lahkus IRCst 3. novembril kell 00:39 ( 1n 5p 10t 13m 9s tagasi )
705246	35148	S	MegaHal : Mannykene-kurb lahkus IRCst 3. novembril kell 00:39
705246	35148	Odeprel	nsubj punct nsubj punct parataxis punct root obl amod obl obl nummod punct parataxis flat amod nmod nummod case punct
705246	35148	Sdeprel	root punct nsubj _ _ _ parataxis obl amod obl obl nummod _ _ _ _ _ _ _ _
			
137840	310	O	Kalevi vedas järjekordselt välja Travis Reed ( pildil ) , kes viskas 21 punkti ning oli ka võidukorvi autor .
137840	310	S	Kalevi vedas järjekordselt välja Travis Reed , kes viskas 21 punkti ning oli ka võidukorvi autor .
137840	310	Odeprel	nsubj root advmod compound:prt nsubj flat punct parataxis punct punct nsubj acl:relcl nummod obj cc cop advmod nmod conj punct
137840	310	Sdeprel	obj root advmod compound:prt nsubj flat _ _ _ punct nsubj acl:relcl nummod obj cc conj advmod nmod nsubj punct
			
625063	378	O	võttes arvesse nõukogu 17. mai 1999. aasta määrust ( EÜ ) nr 1257/1999 Euroopa Põllumajanduse Arendus- ja Tagatisfondi ( EAGGF ) toetuse kohta maaelu arendamiseks ning teatavate määruste muutmise ja kehtetuks tunnistamise kohta ,  1  eriti selle artiklit 50 ,
625063	378	S	võttes arvesse nõukogu 17. mai 1999. aasta määrust nr 1257 / 1999 Euroopa Põllumajanduse Arendus- ja Tagatisfondi toetuse kohta maaelu arendamiseks ning teatavate määruste muutmise ja kehtetuks tunnistamise kohta , 1 eriti selle artiklit 50 ,
625063	378	Odeprel	advcl obl obj amod nmod amod nmod obj punct parataxis punct nmod nummod punct conj nmod nmod nmod cc conj punct parataxis punct obl case nmod nmod cc acl nmod conj cc amod conj case punct nummod advmod nmod root nummod punct
625063	378	Sdeprel	advcl obl nmod amod nmod amod nmod obj _ _ _ nmod nummod punct conj nmod nmod nmod cc conj _ _ _ nmod case nmod nmod cc acl nmod conj cc amod conj case punct nummod advmod nmod root nummod punct
			
400981	453290	O	Neljas aspekt , nö lõplik põhjus ( ladina keeles causa finalis ) valgustab eesmärki ( kreeka telos ) , mida protsess teenib : riik ja õigus luuakse selleks , et kaitsta kodanikku ja ühiskonnakorda .
400981	453290	S	Neljas aspekt , nö lõplik põhjus valgustab eesmärki , mida protsess teenib : riik ja õigus luuakse selleks , et kaitsta kodanikku ja ühiskonnakorda .
400981	453290	Odeprel	amod nsubj punct nmod amod appos punct amod nmod nmod parataxis punct root obj punct amod parataxis punct punct obj nsubj acl:relcl punct obj cc conj parataxis obl punct mark acl obj cc conj punct
400981	453290	Sdeprel	amod nsubj punct nmod amod nsubj _ _ _ _ _ _ root obj _ _ _ _ punct obj nsubj acl:relcl punct obj cc conj parataxis obl punct mark advcl obj cc conj punct
			
97522	603	O	Aprillis läbi viidud põhiõllemargi Saku Originaal uuendus kasvatas esimeste turule toodud kuudega ( aprill , mai ) Saku Originaali pudelimüüki 17% võrreldes eelnenud aasta sama perioodiga .
97522	603	S	Aprillis läbi viidud põhiõllemargi Saku Originaal uuendus kasvatas esimeste turule toodud kuudega Saku Originaali pudelimüüki 17% võrreldes eelnenud aasta sama perioodiga .
97522	603	Odeprel	obl compound:prt root nmod appos flat nsubj conj amod obl acl obl punct parataxis punct conj punct nmod flat obl obl advcl conj nmod det obl punct
97522	603	Sdeprel	obl compound:prt advcl nmod appos flat nsubj root amod obl acl obl _ _ _ _ _ nmod flat obl nummod advcl conj nmod det obl punct
			
400265	3512	O	Kirjanduse andmetel originaalis musta õlivärviga värvitud ja seejärel lakitud ning kullatud osade kontrastile ( vaid figuuride katmata kehaosad olid veel värvitud ihutoonis ) rajatud lahendus võib praeguste konserveerimistööde käigus ilmnevate avastuste järel osutuda hoopis värvikamaks - juba praegu teavad restauraatorid öelda , et ülaosa nurkadel olevad vaasid olid värvitud roosat marmorit imiteerivateks , ka on mõnel detailil vilksatanud rohelist lüstrit .
400265	3512	S	Kirjanduse andmetel originaalis musta õlivärviga värvitud ja seejärel lakitud ning kullatud osade kontrastile rajatud lahendus võib praeguste konserveerimistööde käigus ilmnevate avastuste järel osutuda hoopis värvikamaks - juba praegu teavad restauraatorid öelda , et ülaosa nurkadel olevad vaasid olid värvitud roosat marmorit imiteerivateks , ka on mõnel detailil vilksatanud rohelist lüstrit .
400265	3512	Odeprel	nmod obl obl amod obl root cc advmod conj cc acl nmod obl punct advmod nmod amod nsubj:cop cop advmod acl parataxis punct conj obj aux amod obl case acl obl case conj advmod xcomp punct advmod advmod parataxis nsubj xcomp punct mark nmod obl acl obj aux ccomp amod obj xcomp punct advmod cop det conj acl amod nsubj:cop punct
400265	3512	Sdeprel	nmod obl obl amod obl root cc advmod acl cc acl nmod obl _ _ _ _ _ _ _ _ _ _ conj obj aux amod obl case acl obl case conj advmod xcomp punct advmod advmod parataxis nsubj xcomp punct mark nmod obl acl nsubj:cop cop ccomp amod obj xcomp punct advmod cop det obl acl amod conj punct
			
598332	1106	O	800 m Stephanie Graf ( Austria ) 1 .
598332	1106	S	800 m Stephanie Graf 1 .
598332	1106	Odeprel	nummod root appos flat punct appos punct nummod
598332	1106	Sdeprel	nummod root appos flat _ _ _ flat
			
594175	946	O	Versioon üks : tavakodanik Vilosius oli alkoholi tarbinud ( minu ainus näost näkku kohtumine temaga oli Pärnus vist eelmiste Riigikogu valimiste järgsel ööl , kui ta ohtralt joonud oli ) .
594175	946	S	Versioon üks : tavakodanik Vilosius oli alkoholi tarbinud .
594175	946	Odeprel	nsubj:cop root punct nsubj:cop appos cop nmod parataxis punct nmod amod nmod nmod nsubj:cop nmod cop parataxis advmod amod nmod nmod amod obl punct mark nsubj advmod acl aux punct punct
594175	946	Sdeprel	root nummod punct nsubj:cop appos cop nmod parataxis _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ punct
			
35809	1888	O	88 - Giuseppe Mazzarelli 80 ) , 24 000 , eemaldamine : Marco Materazzi ( Perugia ) 31.
35809	1888	S	88 - Giuseppe Mazzarelli 80 ) , 24 000 , eemaldamine : Marco Materazzi 31.
35809	1888	Odeprel	parataxis punct parataxis flat flat punct punct conj punct root punct appos flat punct parataxis punct amod
35809	1888	Sdeprel	parataxis punct parataxis flat flat punct punct nummod punct root punct parataxis flat _ _ _ nummod
			
588909	22	O	Riigikogu aseesimees Ants Käärma ostis hiljuti Ameerika Ühendriikides Pennsylvania osariigis oksjonilt rohkem kui 3000 krooni ( 235 USD ) maksnud sea .
588909	22	S	Riigikogu aseesimees Ants Käärma ostis hiljuti Ameerika Ühendriikides Pennsylvania osariigis oksjonilt rohkem kui 3000 krooni maksnud sea .
588909	22	Odeprel	nmod nsubj appos flat root advmod nmod obl nmod obl obl advmod fixed nummod obj punct nummod parataxis punct conj obj punct
588909	22	Sdeprel	nmod nsubj appos flat root advmod nmod obl nmod obl obl advmod fixed nummod obj _ _ _ _ advcl obj punct
			
347938	0	O	MOSKVA , 25. mai ( EPLO ) - Tuhanded Moskva elanikud jäid kolmapäeval lõksu metroorongidesse ja liiklusummikutesse , majapidamised ja kontorid aga ilma vee ja elektrita , kui kohaliku energiafirma rikke tõttu jäi suur osa linnast elektrita .
347938	0	S	MOSKVA , 25. mai - Tuhanded Moskva elanikud jäid kolmapäeval lõksu metroorongidesse ja liiklusummikutesse , majapidamised ja kontorid aga ilma vee ja elektrita , kui kohaliku energiafirma rikke tõttu jäi suur osa linnast elektrita .
347938	0	Odeprel	nmod punct amod conj punct appos punct punct nummod nmod nsubj root obl obl obl cc conj punct conj cc conj cc case nmod cc conj punct mark amod nmod obl case advcl amod nsubj nmod obl punct
347938	0	Sdeprel	nmod punct amod conj _ _ _ punct nummod nmod nsubj root obl obl obl cc conj punct conj cc conj cc case nmod cc conj punct mark amod nmod obl case acl amod nsubj nmod nmod punct
			
421338	4449	O	Kauksi Ülle “ Paat ” ( EK$ ) tõestab neile , kes seda seni veel ei uskunud , et tegemist on väga vägeva kirjanikuga .
421338	4449	S	Kauksi Ülle “ Paat ” tõestab neile , kes seda seni veel ei uskunud , et tegemist on väga vägeva kirjanikuga .
421338	4449	Odeprel	nsubj flat punct appos punct punct appos flat punct root obl punct nsubj obj advmod advmod aux acl:relcl punct mark nsubj:cop cop advmod amod ccomp punct
421338	4449	Sdeprel	nsubj flat punct appos punct _ _ _ _ root obl punct nsubj:cop obj advmod advmod aux acl:relcl punct mark nsubj:cop cop advmod amod ccomp punct
			
287175	244	O	Väga üldistavalt ja ( õigustatud ? ) kahtlusega vaadates on näha , et eriala said õppima minna varem sellega tegelenud noored .
287175	244	S	Väga üldistavalt ja kahtlusega vaadates on näha , et eriala said õppima minna varem sellega tegelenud noored .
287175	244	Odeprel	advmod advmod cc punct parataxis punct punct obl advcl aux root punct mark nsubj aux xcomp ccomp advmod obl conj nsubj punct
287175	244	Sdeprel	advmod advmod cc _ _ _ _ conj advcl aux root punct mark nsubj aux xcomp ccomp advmod obl advcl nsubj punct
			
606935	194351	O	- mδärusega ( EMÜ ) nr 2835/72 ( 29. detsember 1972 ) ( EÜT L 298 , 31.12.1972 ) ,
606935	194351	S	- mδärusega nr 2835 / 72 ,
606935	194351	Odeprel	punct root punct parataxis punct nmod nummod punct flat punct amod parataxis nummod punct punct parataxis flat punct parataxis punct punct
606935	194351	Sdeprel	punct root _ _ _ nmod nummod punct conj _ _ _ _ _ _ _ _ _ _ _ punct
			
625016	27704	O	( 2 ) Juriidilisele isikule posti teel saadetud ettekirjutus loetakse üleantuks , kui ettekirjutuse saatmisest selle isiku või asutuse registrisse kantud aadressil on möödunud viis kalendripäeva Eesti piires saatmise korral või 30 kalendripäeva välisriiki saatmise korral .
625016	27704	S	Juriidilisele isikule posti teel saadetud ettekirjutus loetakse üleantuks , kui ettekirjutuse saatmisest selle isiku või asutuse registrisse kantud aadressil on möödunud viis kalendripäeva Eesti piires saatmise korral või 30 kalendripäeva välisriiki saatmise korral .
625016	27704	Odeprel	punct parataxis punct amod obl obl case root obj conj xcomp punct mark nmod obl det nmod cc conj nmod advcl obl aux conj nummod nsubj nmod case obl case cc nummod conj nmod conj case punct
625016	27704	Sdeprel	_ _ _ amod obl obl case acl obj root xcomp punct mark nmod obl det nmod cc conj nmod advcl obl aux conj nummod nsubj nmod case obl case cc nummod conj nmod nmod case punct
			
700947	93897	O	Selles mõttes , et ( D ) news server tegi intensiivset tööd ja võrgukaart ei tahtnud sel ajal isegi pingile normaalselt vastata .
700947	93897	S	Selles mõttes , et news server tegi intensiivset tööd ja võrgukaart ei tahtnud sel ajal isegi pingile normaalselt vastata .
700947	93897	Odeprel	det root punct mark punct parataxis punct nsubj flat acl amod obj cc nsubj aux conj det obl advmod obl advmod xcomp punct
700947	93897	Sdeprel	det root punct mark _ _ _ nmod nsubj acl amod obj cc nsubj aux conj det obl advmod obl advmod xcomp punct
			
545844	2566	O	Tasulisel parkimisalal on kolm hinnapiirkonda : 1 kroon tund - 60 kohta ( 8% ) , 4 krooni tund - 580 kohta ( 77% ) ja 12 krooni tund -111 kohta ( 15% ) .
545844	2566	S	Tasulisel parkimisalal on kolm hinnapiirkonda : 1 kroon tund - 60 kohta , 4 krooni tund - 580 kohta ja 12 krooni tund -111 kohta .
545844	2566	Odeprel	amod root cop nummod nsubj:cop punct nummod appos nmod punct nummod conj punct parataxis punct punct nummod conj nmod punct nummod conj punct parataxis punct cc nummod nmod nmod nummod conj punct parataxis punct punct
545844	2566	Sdeprel	amod root cop nummod nsubj:cop punct nummod appos nmod punct nummod conj _ _ _ punct nummod nmod conj punct nummod appos _ _ _ cc nummod conj nmod nummod case _ _ _ punct
			
621369	16017	O	( 1 ) Kui väljaspool linna piire asuval õigusvastaselt võõrandatud maal asub teise füüsilise isiku omandis olev ehitis ja kui õigustatud subjekt ning ehitise omanik ei lepi kokku hoonestusõiguse seadmises ehitise omaniku kasuks või ehitise võõrandamises õigustatud subjektile , ei tagastata õigusvastaselt võõrandatud maad :
621369	16017	S	Kui väljaspool linna piire asuval õigusvastaselt võõrandatud maal asub teise füüsilise isiku omandis olev ehitis ja kui õigustatud subjekt ning ehitise omanik ei lepi kokku hoonestusõiguse seadmises ehitise omaniku kasuks või ehitise võõrandamises õigustatud subjektile , ei tagastata õigusvastaselt võõrandatud maad :
621369	16017	Odeprel	punct parataxis punct mark case nmod obl acl advmod acl obl advcl det amod nmod obl acl nsubj cc mark conj obj cc nmod nsubj aux conj compound:prt nmod obl nmod nmod nmod cc nmod conj acl conj punct aux root advmod acl obj punct
621369	16017	Sdeprel	_ _ _ mark case nmod obl acl advmod advcl obl conj amod amod nmod obl acl nsubj cc mark conj obj cc nmod nsubj aux conj compound:prt nmod obl nmod nmod nmod cc nmod conj acl conj punct aux root advmod xcomp obj punct
			
512102	4396	O	Vee kasutamine kuus ( m3 ) Hind kuus Abonenttasu ( 23% veehinnast )
512102	4396	S	Vee kasutamine kuus Hind kuus Abonenttasu
512102	4396	Odeprel	nmod root nmod punct parataxis punct conj nummod nmod punct nummod parataxis punct
512102	4396	Sdeprel	nmod root nummod _ _ _ conj nummod nmod _ _ _ _
			
245364	4142	O	""" Aga kuna NSV Liidus osati ainult pianiinosid teha ( ja neid tehti palju ) ega osatud kontsertklaverid valmistada , siis oli viimaste järele suur nõudlus ."
245364	4142	S	""" Aga kuna NSV Liidus osati ainult pianiinosid teha ega osatud kontsertklaverid valmistada , siis oli viimaste järele suur nõudlus ."
245364	4142	Odeprel	punct cc mark nmod obl advcl advmod obj xcomp punct cc obj parataxis advmod punct cc conj obj xcomp punct advmod root obl case amod nsubj punct
