lemma|form|verbifraas|margend|lause|lause_id
Vuelta|Vueltal|kes astus Vueltal sadulast etappi enne lõppu|loc_a|Head võimalused Touril sõita on Pütsepal , kes astus mullusel Vueltal sadulast kõigest neli etappi enne lõppu .|6528430
jah-pool|jah-poolele|Erakonnas euroteemal jah-poolele astunud|loc_a|Erakonnas euroteemal jah-poolele astunud juhatuse liikmed olid aga valmis leppele alla kirjutama .|6554024
teatemeeskond|teatemeeskonnas|Golberg jooksis eile teatemeeskonnas|loc_a|Golberg jooksis eile ka Eesti 4x100 m teatemeeskonnas , kes oli finaalis Eesti rekordit kordava 39,69 -ga viies .|6587373
peatreeneripink|peatreeneripingile|peatreeneripingile on hooaja jooksul istunud Jaak|loc_a|Rapla peatreeneripingile on hooaja jooksul istunud Jaak Salumets .|6592790
Spacecomi|Spacecomil|sõnul käivad Spacecomil aastat vaidlused küll tariifide üle|owner|Tema sõnul käivad Spacecomil ja Eesti Raudteel juba kolmveerand aastat vaidlused küll tariifide , küll lepingute ning veomahtude üle .|6613743
ristik|ristikul|05.03.2003 kella ajal ristikul astus kohas sõiduteele|error|05.03.2003 kella 15.30 ajal Sakala ja Kentmanni tänava ristikul astus vales kohas sõiduteele Lende ( s. 1932 ) , kes sai löögi sõiduautolt Mazda , mida juhtis Helen ( s. 1975 ) .|6617067
mõisahoone|mõisahoones|mõisahoones käib elu|loc_c|“ Ta käis meil külas ja nägi rõõmuga , et mõisahoones käib elu , ” kõneles giid .|6625905
ringkäik|ringkäigul|ringkäigul käis kultuuriminister lastekodudes|event|Oma ringkäigul Valgamaale käis kultuuriminister Urmas Paet ka Taheva ja Valga lastekodudes .|6630756
napsipood|napsipoes|Käisin napsipoes|loc_c|Käisin napsipoes ja uurisin kaua aega likööride riiulit .|6635881
pronks-skulptuur|pronks-skulptuurile|linnud ei istu pronks-skulptuurile|loc_c|Keemiapreemia sai Jaapani Kanazawa ülikooli teadlane Yukio Hirose , kes uuris , miks linnud ei istu ühele pronks-skulptuurile .|6664516
valuuta|valuutades|60% käib valuutades tehakse|state|Tuleb siiski märkida , et 60% Rootsi väliskaubandusest käib muudes valuutades kui euro ning rohkem kui pool rootslaste välisreisidest tehakse maadesse , mis ei kuulu eurotsooni .|6783471
abiorganisatsioon|abiorganisatsioonidele|mõju vastu võitlemine käib ülejõu abiorganisatsioonidele|owner|"Meditsiinilise heategevusorganisatsiooni Merlin esindaja Geoff Prescott ütles Raadio Vaba Euroopale , et selliste relvade mõju vastu võitlemine käib ülejõu nii rahvusvahelistele abiorganisatsioonidele kui Iraagi tervishoiusüsteemile : "" Meditsiiniliselt on see äärmiselt keerukas kompleks , kus tuleb tegeleda bioloogilise , keemia- ja võib-olla ka tuumarelvaga ."|6803691
Maldiivi|Maldiividel|Ma olen korda käinud Maldiividel|loc_c|Ma olen mitu korda käinud Maldiividel ja see on siiani minu jaoks kõige fantastilisem koht .|6823646
linastus|linastustel|samuti on ta sellega käinud linastustel|event|16-aastane Helen tunnistab , et auhinna pälvinud kostüümi kandis ta juba aasta eest halloweeni tähistades , samuti on ta sellega käinud Potteri filmi linastustel .|6833439
sotsiaal-amet|sotsiaal-ametisse|nüüd käib ta sealt sotsiaal-ametisse toomas|loc_a|Töötu abiraha aeg on tema jaoks ammu möödas , nüüd käib ta sealt sotsiaal-ametisse oma töötuse kohta tõendit toomas .|6835095
tragöödia|tragöödiasse|tragöödiasse istusid oivaliselt|loc_a|Eriti meeldisid mulle rohked võõrsõ-nad , mida ma muidu ei salli , aga sellesse tragöödiasse istusid oivaliselt kui sild antiikaega .|6841265
kirjanduslava|kirjanduslavale|aafriklased astusid kirjanduslavale suuresti aastatel seoses levikuga|loc_a|Tegelikult võib näiteks inglise kirjanduses jälgida sel perioodil kirjanduskangelaste vaheldumist : kuni 1760. aastateni oli tähelepanu Ameerika indiaanlastel , J. Cooki merereisidega lisandusid polüneeslased ja aafriklased astusid kirjanduslavale suuresti 1770. aastatel seoses abolitsionismi levikuga .|6878663
Erki|Erkile|Erkile käis kiirus üle jõu|owner|Erkile käis selline kiirus üle jõu .|6886947
seltsipidu|seltsipidudel|kes käib seltsipidudel laulmas|event|Edgar Lambi isa on laulumees , peres moodustub koguni kvartett , kes käib seltsipidudel laulmas .|6912777
peiduurgas|peiduurkas|Emerson istus peiduurkas ampullide otsas|loc_c|Emerson istus oma peiduurkas ampullide ja süstlakuhja otsas ega võtnud tema kätt vastu .|6924492
Leigo|Leigol|meelde Leigol üles astuvat|loc_a|Tõnu Tamm ütles , et esimese hooga tuleb tal meelde 14 Leigol üles astuvat Järvit , mis on äärmiselt tähelepanuväärne , sest maailmas pole just palju suguvõsasid , kus nõnda paljud klassikalisse muusikasse süvenenud .|6961175
lavastajapult|lavastajapuldis|kes istus tänavu lavastajapuldis|loc_a|24. mail Riias peetava Eurovisiooni lauluvõistluse uus režissöör on rootslane Sven Stojanovic , kes istus tänavu ka Rootsi eurolaulu valimise saadete lavastajapuldis .|6962572
autasustamine|autasustamisel|Maret-Sport viis astusid autasustamisel astmele|event|Valga Maret-Sport/Kalevi koosseisu kuulunud noorsportlastest koguni viis astusid autasustamisel pjedestaali kõige kõrgemale astmele .|7004365
müüriosa|müüriosal|müüriosal käib täna lõppviimistlus|loc_c|Renoveeritaval müüriosal käib täna lõppviimistlus .|7008078
riigiviis|riigiviisil|Viimati käis liidritest UKs riigiviisil tsaar|error|Viimati käis Venemaa liidritest UKs riigiviisil tsaar Aleksandr II .|7026002
kušett|kušetile|Tüdruk istus kušetile|loc_c|Tüdruk istus kušetile ja me ajasime juttu .|7043686
puulaud|puulaual|nad istusid üksteise vastu litsutuna puulaual|loc_c|Kuid siis , kui ruumis jälle nägema hakkas , oli kõik kõige tavalisem ; lautomängija asemel oli laval seekord küll isa Isidor , kuid sellega võis ju põhimõtteliselt ka harjuda , nad istusid üksteise vastu litsutuna kõval puulaual ning hoidsid higistamist oodates õhus pidulikku vaikust , igaühel olid omad mõtted .|7049812
taim|taimele|ju ma siis astusin liikudes taimele|loc_c|Vaielda pole mõtet - ju ma siis astusin pimeduses liikudes mõnele taimele .|7063096
NKVD-mees|NKVD-meestele|Roopalu päeva ajal keset NKVD-meestele sülle jooksis|owner|Sest mille muuga kui sulaselge ettevaatamatusega seda siis ikka seletada , et Roopalu Jaak lausa päise päeva ajal keset küla NKVD-meestele peaaegu sülle jooksis .|7073277
paisjärv|paisjärves|Käisime Tshempionsoniga paisjärves granaatidega püüdmas|loc_c|Käisime Tshempionsoniga paisjärves granaatidega kala püüdmas .|7077786
inter|intris|Pärast käisin intris vaatamas|loc_c|Pärast käisin intris meie omasid vaatamas .|7081319
Tretjakovkas|Tretjakovkas|Käisime Pavkaga Tretjakovkas|loc_c|Käisime Pavkaga Tretjakovkas .|7081495
GUM|GUM-is|Käisime kaubamajades GUM-is|loc_c|Käisime Moskva suurimates kaubamajades GUM-is ja TSUM-is , aga loomulikult me ei ostnud midagi , imetlesime arhitektuuri .|7081568
kotletibaar|kotletibaaris|Istub muudkui kotletibaaris metroojaama kõrval|loc_c|Istub muudkui taksojuhtide kotletibaaris VDNH metroojaama kõrval ning teeb , nagu lahendaks ristsõnu .|7083995
kapinurk|kapinurgal|kodus istus karu kapinurgal|loc_c|Kui last kodus polnud , istus karu kapinurgal , nööpsilmad ei pilkunud .|7097949
seksiõpetus|seksiõpetuses|seksiõpetuses käivat|event|Algas see muidugi kõige elementaarsemast , mitte selliselt , et seda teevad ka birds and bees , nagu ingliskeelses seksiõpetuses käivat .|7120442
nõlvaed|nõlvaias|Nad istusid kõrvuti pingil maja ees nõlvaias|loc_c|Nad istusid kõrvuti pingil oma maja ees nõlvaias , kust avanes kaunis vaade öisele kõrbele , mida valgustasid sajad ja sajad gaasitunglad .|7126236
kaitseseisang|kaitseseisangusse|astus jalad kaitseseisangusse|state|Tõusis ning astus , jalad harkis , ukse ette kaitseseisangusse .|7127240
Susanna|Susannale|Raigo muuseas käis seeaeg Susannale pinda võtta|owner|Raigo , muuseas , käis seeaeg Susannale pinda , et võiks teise lapse ette võtta .|7135846
basseiniäär|basseiniäärel|Timo istus basseiniäärel|loc_c|Timo istus basseiniäärel , sulistas vees jalgu ja tegi näo , nagu oleks minu jutust huvitatud .|7137364
luksusköök|luksusköögis|Inga istus üksinda luksusköögis|loc_c|Inga istus üksinda Sofia Ivanovna euroopalikult kujundatud luksusköögis ega saanud lahti veidrast süütundest , et ajalugu ja saatus on Sigridile sündimisest peale liiga teinud ja nüüd on veel ka tema , Inga Velmer , saanud uue ajaloopöörde julmaks tööriistaks .|7143464
kaljusopka|kaljusopkal|ma istusin koos Veronikaga männi all seal kaljusopkal|loc_c|Kuid selgemini hakkas see mu mõttes tinisema just nimelt Siberis ekspeditsioonil olles , täpsemalt ühel tähisel ja ebamaisel ööl , kui ma istusin koos Veronikaga meie männi all seal kaljusopkal ja ta laskis mind endale ligi . . .|7148644
mungaklooster|mungakloostris|Egiptuses käisime vaatamas mungakloostris|loc_c|""" Näiteks Egiptuses käisime püramiide vaatamas , Hiinas mungakloostris , Ecuadoris energiamäe juures ."|7156345
psühholoogiakonverents|psühholoogiakonverentsil|käisin Sankt psühholoogiakonverentsil tuttavate hulgas furoori võrrelda|event|Nii tekitaski minu teade , et käisin Sankt Peterburgis psühholoogiakonverentsil , tuttavate hulgas suurt furoori , kui võrrelda minu hiljutise sõiduga Prantsusmaale , Aix-en-Provence'i .|7163784
ravimipood|ravimipoes|nõnda käib päeva jooksul ravimipoes klienti|loc_c|Sama apteegi farmatseut Laine Siiri lisas , et teinekord tulevad turistid sadamast busside kaupa apteeki ja nõnda käib päeva jooksul ravimipoes kuni 1000 klienti .|7206108
parteikool|parteikoolis|Enno-Lembit oli pärast demobiliseerimist käinud parteikoolis|loc_a|Enno-Lembit Mikelsaar oli pärast Punaarmeest demobiliseerimist käinud ainult parteikoolis ning oli jõudnud lugeda marksismi klassikuid üksnes vene keeles ning sedagi napilt . .|7341585
valgemets|Valgemetsas|kes käis suvekodus Valgemetsas|loc_c|Adamsi rehabiliteeris lõplikult Rein Veidemann , kes käis tema suvekodus Valgemetsas ning laskis temast teha dokumentaalfilmi .|7341811
suusatajasamm|suusatajasammul|lahkus suusatajasammul kabinetist|state|“ Nüüd , seltsimees Sammjus , sina sammuma sellele rongile ja sõitma Tartust ära , ” lõpetas professor Matjorin eksami , lõi paberid laual kokku , kaapis need kaante vahele ja lahkus raskel suusatajasammul oma isiklikust kabinetist .|7384749
Ingrid|Ingridil|Ingridil kodus väikelinnas külas käisin|owner|“ Kui Ingridil tema kodus väikelinnas külas käisin , siis tuli mööda koridore hiilida ja hoiduda sellest , et äkki keegi näeb .|7390103
Moorasaar|Moorasaares|perenaisega koos käisite Moorasaares röövimas|loc_c|Tema ja Jõepere perenaisega koos käisite Moorasaares röövimas , temaga koos varastasite Paalipere heinaküüni tühjaks , temaga koos varastasite ka Nigula ja Õllepoe Augusti hobuse , temaga koos murdsite Vaherpõllu Jüri viljaaita sisse , temaga ja Mõrdoja vennastega koos mõrvasite ka Sudisoo metsavahi , kui ta teile põrdajahil peale sattus ning kõige viimane – ja ma usun , et see ka tõesti kõige viimaseks jääb , sest rohkem kuritegusid toime panna pole teil enam võimalik – mõrvasite Liivamäe Marie .|7398201
Köln|Kölnis|Kadri käis Kölnis aastasündmusel|loc_c|Kadri Mälk käis Kölnis tänapäeva ehtekunsti aastasündmusel “ Ars Ornata Europeana ” , mille põhinäitus kandis nime “ Ausõna ” .|7398898
muulikivi|muulikivil|Kalju istuvad muulikivil|loc_c|Kalju Kotkas ja vanaema istuvad viimasel muulikivil .|7411106
Transiti|Transitis|Teinekord istus Transitis tüdruk nö ametlikult|loc_c|“ Teinekord istus Transitis üks tüdruk nö ametlikult , kaks oli peidetud pakkide ja tekkide alla , ” räägib uurimist teostav piirivalveametnik .|7453329
turvavöö|turvavööst|aga jutt käib turvavööst|other|Kui aga jutt käib turvavööst , uste turvataladest või turvapadjast , on vilunumadki kihutajad autotootjatega üht meelt : need asjad peavad olema ja neid tuleb kasutada .|7476620
tuberkuloos|tuberkuloosi|lahter käib tuberkuloosi|state|Kannatlikult seletas soomlanna eesti keeles ametnikule , milline lahter käib tuberkuloosi , milline vaimuhaiguste kohta .|7482201
saalituba|saalitoas|me jälle saalitoas istusime|loc_c|"Ükskord , kui me jälle "" saalitoas "" istusime , juttu puhusime ja makilt uusi lugusid kuulasime , ulatas ta mulle paberilehe ."|7496895
Pegasus|Pegasuses|õhtul istusin Pegasuses|loc_c|"Tol õhtul istusin "" Pegasuses "" , kus kolmapäevaõhtuti — tõesti , tõesti , oli vist kolmapäev ? !"|7496979
kaldarinnatis|kaldarinnatisele|Istume kaldarinnatisele sööma|loc_c|Istume kaldarinnatisele jäätis sööma .|7531956
eluiga|elueas|Pole ma elueas nende juures käinud|time|"Pole ma elueas nende juures käinud , pole enne surma ka enam vaja , "" arvas ta ning sulges silmad ."|7537221
sitt|sitas|Istu siis sitas|state|"Istu siis oma sitas , "" sisistasin ."|7541190
pruut|pruutidele|Varem käis ta pruutidele helistamas|owner|Varem käis ta teistele pruutidele peldikust helistamas , aga see oli kuulda , ja ma hakkasin ka demonstratiivselt peldikust helistamas käima , nüüd ma ei tea , kust ta neile helistab .|7561016
pornomess|pornomessil|Käinud korduvalt pornomessil|event|Käinud korduvalt Barcelona pornomessil ning poseerinud erootika-ajakirjadele .|7624507
jõekäär|jõekäärus|Istusime sõpradega jõekäärus|loc_c|Istusime sõpradega jõekäärus , tegime šašlõkki ja jõime õlut .|7685420
televisioonistaap|televisioonistaapi|oodates astusid sportlased televisioonistaapi|loc_c|Staadionile sõiduks bussi oodates astusid sportlased ABC televisioonistaapi ja nägid ... meeste 100 m jooksjaid finisheerimas !|7704612
äripartner|äripartnerile|Pangast liikus raha kergekäeliselt äripartnerile|owner|Guido Sammelselja  poolt juhitud Tallinna Pangast liikus raha kergekäeliselt tema äripartnerile ja onupojale Jaak Roosipuule .|7729504
vesilood|vesiloodile|Jüri kõndis keset autoteed vesiloodile püüdes|loc_c|Mitmetes performance'ites loodi metafoore inimelule -- näiteks  Maija Hirvanen  ja  Leena Kala  otsisid teineteist kinniseotud silmadega , käies pimesi mööda hiigelsuurt linnuse vallikraavi ;  Jüri Ojaver  kõndis keset autoteed , tähelepanu keskendunud vesiloodile , püüdes säilitada sisemist tasakaalu keset ümberringi keevat liiklust ( see töö osutus kollase ajakirjanduse tõmbenumbriks , kuigi festivalil jäi ta võimsamate esituste varju ) ; lätlane  Olegs Tilbergs  lasi toidupoe üleni suitsu täis , sest kus on õhk läbipaistmatu , sealt on kerge varastada ; Steina Vasulka , juba aastates daam , demonstreeris “ Viiuli väes ” , mida viiul võib teha -- manipuleerida videopilti ja panna näiteks oma pilli järgi tantsima kurja näoga mehe ( nimelt oli ses enamikule meeldinud etenduses viiul ühendatud arvutiga ning iga poognatõmme tõi muutuse ekraanil näha olevasse tegevusse ) .|7730401
pohma|pohmas|Nimelt kõndis laulja pohmas peaga mööda tänavat|error|Nimelt kõndis eelmine laulja pohmas peaga mööda tänavat .|7731837
Westbergi-eraalgkool|Westbergi-eraalgkoolis|Ilmar käis Westbergi-eraalgkoolis reaalgümnaasiumis|loc_a|Ilmar Laaban käis Westbergi-eraalgkoolis , hiljem reaalgümnaasiumis .|7743942
reaalgümnaasium|reaalgümnaasiumis|Ilmar käis Westbergi-eraalgkoolis reaalgümnaasiumis|loc_a|Ilmar Laaban käis Westbergi-eraalgkoolis , hiljem reaalgümnaasiumis .|7743942
tammepuu|tammepuust|tammepuust mehed käinud raamvankriga korda järel|error|Kastid olnud suured ja tammepuust ja mehed käinud raamvankriga kaks korda järel .|7769409
moeäri|moeäris|moeäris liiguvad mastaabis rahad|loc_a|Maailma moeäris liiguvad meie mastaabis tohutud rahad .|7784278
kalurimajake|kalurimajakesse|Astume kalurimajakesse|loc_c|Astume väiksesse , madalasse kalurimajakesse , mis asub kohe kalatsehhi kõrval .|7857182
hiigelformaat|hiigelformaadis|hiigelformaadis lito vastas jooksis non-stop tantsuvideo|state|Igor Gordini  ürgse stilisatsiooniga hiigelformaadis lito “ Ohverdamine ” vastas jooksis non-stop screening'una  Kristin Kalamehe  ja  Allan Tõnissoo  ekspressionistlik tantsuvideo “ Behave in Cave ” ( kaamera Ly Lestberg ) .|7875987
saunatrepp|saunatrepil|Parajasti ta saunatrepil istus|loc_c|Parajasti kui ta saunatrepil istus ja oma olukorra üle mõtteid mõlgutas , tuli koplist heinaküüni poolt pikk meesterahvas ning sammus kastemärjas rohus toa poole .|7905075
jalgotsi|jalgotsis|Enn-Aksel istus ta jalgotsis|error|Kord jäi eit paariks päevaks sängi ja siis juhtusin ma poolkogemata nägema hoopis imelikku pilti : eit pikutas teki all ja Enn-Aksel istus ta jalgotsis .|7916146
kolt|koldist|aastat ei lahkunud hetkekski koldist|dependent|Ta polnud tarvitsenud seda märkida , juba kolmandat aastat ei lahkunud Marty hetkekski oma koldist .|7920604
peolaud|peolauas|mõned istusid peolauas|loc_c|Ja mõned neist istusid ka hooajalõpu eileõhtuses peolauas .|7927880
foogt|Foogtile|Estrada astus Foogtile lähemale|other|Estrada astus Foogtile lähemale , võttis ta käest kinni .|7930993
vä|vä|paaritusmäng käib vä|error|""" Mingi paaritusmäng käib vä ? "" olin karm ."|7935917
puhmas|puhmastes|sa mehega puhmastes käisid|loc_c|“ Minu kannatustele sai kuhi pääle juba siis , kui sa minu mehega puhmastes käisid . ”|7948047
autokumm|autokummile|Istusin autokummile|loc_c|Istusin kaldal vedelevale autokummile ja hakkasin sööma .|7952568
Wilde|Wilde'is|Istun Wilde'is koos majanaabriga|loc_c|"Ta ütles : "" Istun Wilde'is koos ... ühe majanaabriga . """|7953659
Teise|Teises|Teises istus maani hobusevaras öövalvur|loc_c|Teises istus maani purjus Venemaalt pärit hobusevaras ja kolmandas tohtuvõitu kolhoosi lauda öövalvur .|7968143
kaupmeheelamu|kaupmeheelamus|Nüüd ma siis istusin kaupmeheelamus kamina ees|loc_c|Nüüd ma siis istusin oma üüritud kaupmeheelamus kamina ees , vaatasin tuleleeki ja kuulasin vihma plõksumist vastu katuseplekki .|8026990
tulepaiste|tulepaistel|nende keskel tulepaistel liiguvad haldjad|state|Siis on neil pärjad peas ja nad ise usuvad , et nende keskel tulepaistel liiguvad kummalised haldjad , kes lähevad hiljem laande tagasi .|8030430
dise|disesse|minutid enne keskpäeva astus luurerühm saarelt neljateistkümnekraa disesse vette|error|Mõned minutid enne keskpäeva astus luurerühm Suur-Pakri saarelt neljateistkümnekraa disesse vette .|8051038
Dinamo|Dinamos|Dmitri jooksis koos eestlasega platsile alguses Moskva Dinamos aga detsembrist saati Permi|loc_a|Dmitri Domani ( 19,6 punkti mängus ) jooksis koos eestlasega platsile hooaja alguses Moskva Dinamos , Eddie Shannon ( 19,4 ) aga detsembrist saati Permi Ural-Greatis .|8098545
kodutu|kodututele|varjupaigas käib korda kodututele jagamas liige|owner|Männiku varjupaigas käib kolm korda nädalas kodututele omaalgatuslikult toitu jagamas Oleviste kiriku koguduse liige Milvi Aaslaid , raha selleks kogutakse annetajatelt .|8122306
ritv|ridval|Pavel istub ridval|loc_c|Pavel istub katuseserva paigaldatud ridval .|8191348
diakooniamaja|diakooniamajas|diakooniamajas käib võimlemisrühm|loc_c|Siis kuulis Mare Oherjus , et diakooniamajas käib koos mingi eakate naiste võimlemisrühm .|8211413
lumesadu|lumesajus|lumesajus ringi liikunud|event|Vihmavarjudega lumesajus ringi liikunud türilased olid rõõmsad , et talv juba kätte jõuab , sest ega siis kevadki enam mägede taga ole .|8213045
tutvumisõhtu|tutvumisõhtul|Õhtul käisime matkamajas tutvumisõhtul mängimas|event|Õhtul käisime matkamajas tutvumisõhtul ja kuulsaalis bowlingut ja piljardit mängimas .|8213207
Metz|Metzis|Metzis käinud|loc_c|Metzis käinud abituriendile Triin Fedotovale , kes oli üks kahest valgalaste gruppi kuulunud ja üks kahekümnest väljastpoolt Prantsusmaad tulnud õpilasest , jättis külastuse käigus kuuldu , nähtu ja tehtu vahva mulje .|8225208
HETA|HETAst|tänaseks HETAst lahkunud|loc_a|Eeldasin , et vajalikud dokumendid on korrektselt vormistatud , ” meenutab tänaseks HETAst lahkunud Paulus .|8254418
Aeron|Aeronil|Istun hetkel Aeronil|loc_c|Istun hetkel Aeronil ja see tunne on taevalik .|8265209
rütmika|rütmikalt|liigub rütmikalt|manner|Laul järgib traditsioonilist eurolaulu standardit , Sandra on ilus , tal on häält , liigub rütmikalt , laulu lõpus liitub temaga ka saategrupp .|8266046
Dixielant|Dixielandis|varem käisime Dixielandis|loc_c|Möödunud aastal tegime sõpradega kaasa ka paraadi Lätti , aasta varem käisime Dixielandis .|8272137
lindla|lindlas|lindlas käib parasjagu kaalumine|loc_c|Talleggi lindlas käib parasjagu noorlindude kaalumine .|8309535
kümnepallisüsteem|kümnepallisüsteemis|Punktiarvestus käis kümnepallisüsteemis|state|Punktiarvestus käis kümnepallisüsteemis .|8366453
Ikarus-buss|Ikarus-bussi|Ta istus jaamas lõpp-peatuses aktsiaseltsile Ikarus-bussi|loc_c|Ta istus Balti jaamas busside lõpp-peatuses aktsiaseltsile Harjumaa Liinid kuuluvasse Ikarus-bussi .|8376696
telefonivabrik|telefonivabrikus|Nad on telefonivabrikus korda vaatamas käinud|loc_c|“ Nad on kunagises telefonivabrikus paar korda erastamisvõimalusi vaatamas käinud , kuid ei ole sellest praegu huvitatud , ” ütles Veiko Sepp .|8378681
ekstaas|ekstaasi|ekstaasi asemele astub salvimine|error|Kui usulise ekstaasi asemele astub institutsionaalne salvimine , kui karismaatiliste kohtumõistjate spontaanne manifestatsioon asendatakse aja jooksul inimlikul jõul püsiva kuningavõimuga , kui kuningate konfrontatsioon prohvetitega on pigem reegel kui erand , kui kaasajalgi kiriku valitsevad ringkonnad suhtuvad suurima ettevaatlikkusega vaimuvirkusesse , nõudes kehtestatud normidele jäägitut allumist , siis küsime , kas korrapärastamine , piiritlemine , ohjamine , oma näo järgi kujundamine pole mitte üks inimest enim iseloomustav parameeter .|8429134
jalanõudekapp|jalanõudekapile|istusin luristades kirudes esikus jalanõudekapile|loc_c|Riided seljas , istusin nina luristades ja nohu kirudes pimedas esikus jalanõudekapile , valmis vastava impulsi saabumisel otsemaid välja minema .|8505853
hommikukaste|Hommikukastes|Hommikukastes istusin ta kõrval kerkis|loc_a|Hommikukastes istusin ta kõrval , kuni kerkis päike .|8522323
porimülgas|porimülkast|too astus porimülkast rambivalgusse|loc_a|Et kui too astus porimülkast rambivalgusse ja muutus ühtäkki arusaadavaks , siis tema peab varjutama valguse sõnade sirmiga , kui Tarvik ilmub põrgust maa peale , siis Toomas Tromb Tromb Tromb , suutmata temaga sama õhku hingata , tõuseb maa pealt taevasse .|8522799
maainimene|maainimestel|maainimestel käib lehti|owner|Ajalehes “ Vooremaa ” olevat olnud teade muutuste kohta , kuid maainimestel käib vähe lehti ja kui paljud neist teadet märkasid , oli tunda meie koduse telefoni helisemissagedusest .|8532508
puhkebaas|puhkebaasides|puhkebaasides käinud|loc_c|Heimtali puhkebaasides käinud mõne tegelase suhtumisest on Albile jäänud küüniline mulje , nagu peaks kõik hea olema ilmtingimata erastatud .|8556548
teabmima|teabmis|istunuks ta seal teabmis ajast|error|Nagu istunuks ta seal juba teabmis ajast , tõmbas ta asfaldile kivikilluga lühikesi kriipse , bussist ja möödaruttavatest inimestest välja tegemata .|8593731
purskkaevupark|purskkaevupargis|ta siis ekspeditsiooni algul purskkaevupargis istus raamat|loc_c|"Jah , ja kui ta siis üsna ekspeditsiooni algul oma äsjaavastatud purskkaevupargis istus , raamat lahti põlvedel , küsis keegi ometi "" Tädi , mis sa mõtled ?"|8593985
poroloontugitool|Poroloontugitoolis|Poroloontugitoolis jalg istus Toomas|loc_c|Poroloontugitoolis , jopp eest lahti , jalg üle põlve istus Toomas Kitse ja silmitses filosoofilise huviga näppude vahel olevat konjakipitsi .|8600345
boheem|Boheemis|ooperit käisin kuulamas poisikesena Boheemis|event|"Ooperis käisin samuti , eriti meeldis mulle ballett , aga ka ooperit käisin kuulamas , korra poisikesena isegi Therese Stratast "" Boheemis "" ."|8614718
Meinhard|Meinhardi|Korraks jooksin Meinhardi kägaras kogu poole|error|Korraks jooksin Meinhardi kägaras kogu poole , et kui ta on haavatud , saan ehk aidata , aga siis taipasin , et ega ma teda siit enam ära kanda ei jõua .|8617677
toetuskonverents|toetuskonverentsil|spetsialist käis juuni algul Mongoolias toetuskonverentsil|event|Eesti Aasia spetsialist ja Esindamata Rahvaste Organisatsiooni peasekretäri asetäitja Linnart Mäll käis juuni algul Mongoolias ning seejärel Saksamaal Tiibeti toetuskonverentsil .|8626159
väljavisatu|väljavisatutele|kaameramehed jooksid väljavisatutele tormi|owner|Nende kaameramehed , kirjutavad ja kõnelevad ajakirjanikud jooksid väljavisatutele tormi .|8657783
tippmees|tippmeestelegi|Piirsalu astus lõpus tippmeestelegi kandadele|owner|Üllatavalt kiiresti ralli põhitõed omandanud Piirsalu astus hooaja lõpus juba tippmeestelegi kandadele .|8658550
neeger|neegrist|suunal liigub shokolaadinali neegrist sõbra pihta|error|Samal suunal liigub ka Saidi shokolaadinali neegrist sõbra pihta .|8669470
ringrõdu|ringrõdul|ringrõdul istuvad lamamistoolides kõrvuti kuju|loc_c|Kolmanda korruse ringrõdul istuvad mugavates lamamistoolides kõrvuti kaks kuju : üks keskmist tugevat kasvu , teine suur , atleetliku kehaehitusega – puhkajad paraku .|8692193
telkmaja|telkmajja|astub telkmajja|loc_c|astub ekspeditsiooni generaaljuhi telkmajja Joseph .|8692845
töölispartei|Töölisparteisse|kes astus siis Töölisparteisse|loc_a|Ja mida tahtis see 16 aastane poiss , kes astus siis Venemaa Sotsiaaldemokraatlikku Töölisparteisse ?|8696096
maanaisesamm|maanaisesammul|kes maanaisesammul astub nüüd mööda platsi|manner|Tänase päeva vastustamatu hoog nakkab Almassegi , kes tegusal maanaisesammul astub nüüd mööda Vene turu platsi .|8701803
Coruña|Coruñas|Tihti käis ta Coruñas|loc_c|Tihti käis ta ka Coruñas ning naasis alati nukramana , kui oli sinna läinud .|8726805
poksitšempionaat|poksitšempionaadil|Käisin oktoobris esindajana poksitšempionaadil|event|Käisin oktoobris Eesti ametliku esindajana Horvaatias Euroopa poksitšempionaadil .|8743748
jalaväepataljon|jalaväepataljonis|sõnul käib jalaväepataljonis korda|loc_a|Oma sõnul käib Rootsmäe jalaväepataljonis paar korda nädalas , akadeemilise malevkonnaga tegeleb iga päev .|8744305
paintball|paintballist|naised käivad sageli paintballist hankimas|event|Ka naised käivad üsna sageli paintballist elamusi hankimas .|8748356
orav|oraval|käib oraval söömas|error|Nüüd elab ta pargi puudel ja käib teisel oraval külas söömas .|8755894
kasarmuhoone|kasarmuhoonest|mõrvar oli laskeharjutustele mineku eel käinud kasarmuhoonest teise|loc_c|Mustanahaline mõrvar oli laskeharjutustele mineku eel käinud ühest kasarmuhoonest teise ja tulistanud automaatrelvast R4 valimatult oma kaaslaste pihta .|8761428
maabumiskoridor|maabumiskoridoris|jooksevad maabumiskoridoris liivaluiteni|loc_c|Kaldale jõudnud paadist hüppavad välja kaks meest ning jooksevad lintidega ääristatud maabumiskoridoris esimese liivaluiteni .|8769146
muusikakihistus|muusikakihistustesse|tähendus liiguks helikeelest korraks muusikakihistustesse|loc_a|Tahan kujundada sellest teosest terviku , mis ei oleks ainult Mozartist lähtuv , vaid et selle tähendus liiguks Mozarti helikeelest korraks ka vanematesse muusikakihistustesse .|8776517
saepukk|saepukil|Nad istusid saepukil nii|loc_c|Nad istusid saepukil , just nii nagu vanasti , ja Mehis rääkis äsjasest elamusest koolimajas .|8805846
