collectionID	sentenceStart	changed	changes	original	short
426025	2148	0	{}	Millistena tahad inimesi näha ; aga millised on nad tegelikult ?	Millistena tahad inimesi näha ; aga millised on nad ?
698380	1056543	0	{}	Informatsiooni haridusobjektide valiku kohta haridusminister loomulikult esitas .	Informatsiooni haridusobjektide valiku kohta haridusminister esitas .
681307	58	0	{}	pole nagu kommenteerida ...	Pole kommenteerida ...
203831	2649	1	"{""root_obl"": 1, ""acl:relcl_nmod"": 1, ""nsubj:cop_acl:relcl"": 1, ""obl_nmod"": 1, ""advcl_root"": 1}"	Sügisese taotlusvooruni on veel piisavalt aega , nii et kõik , kel vähegi võimalus meetme 1.1 kohaselt toetust taotleda , jõuavad oma projektid ette valmistada .	Sügisese taotlusvooruni on aega , kõik , kel võimalus meetme 1.1 toetust taotleda , jõuavad oma projektid ette valmistada .
175154	3849	1	"{""acl_conj"": 1}"	Aruande koostajad on siiski seisukohal , et globaliseerumise hüvesid saab riikide vahel ja nende sees paremini jaotada ning et maailma avalikkuse mõju globaliseerumise kursile peab suurenema .	Aruande koostajad on seisukohal , et globaliseerumise hüvesid saab riikide vahel ja nende sees jaotada ning et maailma avalikkuse mõju globaliseerumise kursile peab suurenema .
684456	1183987	1	"{""obl_acl:relcl"": 1, ""obl_amod"": 1, ""acl:relcl_case"": 1}"	Prognoosid näitavad , et me külvame tänavu 27 000 hektarit suvinisu , mis on meie sisevajaduste katmiseks juba üsna optimaalse lähedal .	Prognoosid näitavad , et me külvame 27 000 hektarit suvinisu , mis on meie sisevajaduste katmiseks optimaalse lähedal .
353689	2354	0	{}	"Sa ei osta ju endale mingit tundmatut värvilist vidinat , et see kamina peale panna , "" nentis Krutob ."	"Sa ei osta endale mingit tundmatut värvilist vidinat , et see kamina peale panna , "" nentis Krutob ."
113358	18344	1	"{""compound:prt_xcomp"": 1}"	Võitjaprojektile müüdi soodustingimustel maad ja see hakkab peatselt valmis saama .	Võitjaprojektile müüdi soodustingimustel maad ja see hakkab valmis saama .
47277	456	1	"{""obj_nmod"": 1}"	Arstide sõnul pidas nägemise kaotanud mees 13 aastat ranget taimetoidudieeti , loobudes peale liha ka munadest , piimatoodetest , kalast ja kõigist muudest loomsete proteiinide allikatest .	Arstide sõnul pidas nägemise kaotanud mees 13 aastat ranget taimetoidudieeti , loobudes peale liha munadest , piimatoodetest , kalast ja kõigist muudest loomsete proteiinide allikatest .
374956	351019	1	"{""acl_root"": 1, ""root_conj"": 1}"	Suhteliselt lühikest aega tegutsenud arhitektide järel jäi pikemalt ülikooliga seotuks Reinhold Ludvig Guleke ( 1834-1927 , TÜs 1881-1906 ) .	Lühikest aega tegutsenud arhitektide järel jäi ülikooliga seotuks Reinhold Ludvig Guleke ( 1834 - 1927 , TÜs 1881 - 1906 ) .
321644	19	0	{}	VILJANDI , 10. juuli ( EPLO ) - Statistikaameti andmetel püüdsid Võrtsjärve kalurid eelmisel aastal 15 protsenti vähem kala kui 2001. aastal , kirjutab Sakala .	VILJANDI , 10. juuli ( EPLO ) - Statistikaameti andmetel püüdsid Võrtsjärve kalurid eelmisel aastal kala kui 2001. aastal , kirjutab Sakala .
678737	55806	0	{}	Olen ka sõitnud välismaa laevadega Tallinnast Stockholmi , tuleb odavam kui Eesti laevadega .	Olen sõitnud välismaa laevadega Tallinnast Stockholmi , tuleb odavam kui Eesti laevadega .
380513	2426	1	"{""obl_nmod"": 2, ""conj_acl"": 1, ""mark_advmod"": 1, ""advcl_nsubj"": 1}"	Seda varjatud agressiooni , mis - meile veel vaevalt teadvustunud - igas tööriistas peitub , on Uecker liigendanud paari lepitava , ravitseva zhestiga nagu sidumine ja lohutamine .	Seda varjatud agressiooni , mis - meile teadvustunud - igas tööriistas peitub , on Uecker liigendanud paari lepitava , ravitseva zhestiga nagu sidumine ja lohutamine .
606250	375	1	"{""conj_nsubj"": 1, ""orphan_advmod"": 1}"	Pool maailma just meie suuskadega ei sõida , kuid väga paljud küll , ütleb Talmar .	Pool maailma meie suuskadega ei sõida , kuid paljud küll , ütleb Talmar .
3043	5213	0	{}	Prenzlauer Bergi on hõivanud noored haritlased , loomeinimesed ja muidu elunautijad , kes on kujundanud kogu ümbruskonna oma näo järgi .	Prenzlauer Bergi on hõivanud noored haritlased , loomeinimesed ja elunautijad , kes on kujundanud kogu ümbruskonna oma näo järgi .
114448	2771	1	"{""nsubj:cop_acl"": 1}"	""" Eelkõige aga seetõttu , et kogu haridusega seonduv on mulle südameasjaks , "" ütleb Eraakadeemias Nord lektorina leiba teeniv naine ."	""" seetõttu , et kogu haridusega seonduv on mulle südameasjaks , "" ütleb Eraakadeemias Nord lektorina leiba teeniv naine ."
401205	1514	0	{}	Seda juhul , kui välisleping ei sätesta teisiti .	Seda juhul , kui välisleping ei sätesta .
599144	1934	0	{}	Turismiuuringute osakonna andmetel jätsid huvireisijad mullu Eestisse ligi 8 , 8 miljonit krooni .	Turismiuuringute osakonna andmetel jätsid huvireisijad Eestisse 8 , 8 miljonit krooni .
662805	731	0	{}	Samuti tuleb Aare sõnul enne piirileppele allakirjutamist lahendada mõningad tehnilised küsimused .	Tuleb Aare sõnul enne piirileppele allakirjutamist lahendada mõningad tehnilised küsimused .
370015	146088	0	{}	Ta on minusse ikka armunud mis hirmus .	Ta on minusse armunud mis hirmus .
60953	378	0	{}	1982.a. nimetati Li äsjaloodud veevarude hoolduse ministeeriumi aseministriks , samuti eraldati talle koht Hiina Kommunistliku Partei Keskkomitees .	1982. a. nimetati Li äsjaloodud veevarude hoolduse ministeeriumi aseministriks , eraldati talle koht Hiina Kommunistliku Partei Keskkomitees .
371535	4054	0	{}	Koolis jõuab käia küll , ” arvab esimene .	Koolis jõuab käia , ” arvab esimene .
656107	599306	0	{}	Wehrmacht'i siis ikka mõtlesin : )	Wehrmacht'i mõtlesin : )
388035	60431	0	{}	""" Las ma vaatan ..."	""" ma vaatan ..."
700542	1157887	1	"{""obl_nmod"": 1, ""det_nmod"": 1, ""xcomp_acl"": 1}"	Pidades silmas seda , et lootsiteenistuse põhiülesandeks on laeva ohutu navigeerimise kindlustamine sadamate lähistel ja sadamates , mis tagab laevadel olevate inimeste ohutuse ja ka keskkonnaohutuse , on lootsiteenistusel suur ühiskondlik tähtsus ning ühiskond reeglina ka finantseerib nende toimingutega seotud kulutused .	Pidades silmas seda , et lootsiteenistuse põhiülesandeks on laeva ohutu navigeerimise kindlustamine sadamate lähistel ja sadamates , mis tagab laevadel olevate inimeste ohutuse ja keskkonnaohutuse , on lootsiteenistusel suur ühiskondlik tähtsus ning ühiskond reeglina finantseerib nende toimingutega seotud kulutused .
705128	143485	0	{}	TKOG_KooBEZ: seda jah	TKOG_KooBEZ : seda
1394	10231	0	{}	“ Taaskehtestatud Eesti Vabariigi seltskonnakroonika algas tegelikult “ Eesti Ekspressi ” rubriigist “ Inimesed ” , mis tegutses “ tähevabriku ” printsiibil .	“ Taaskehtestatud Eesti Vabariigi seltskonnakroonika algas “ Eesti Ekspressi ” rubriigist “ Inimesed ” , mis tegutses “ tähevabriku ” printsiibil .
494984	681	0	{}	Kui uskuda plaadiümbrisel kirjas olevat , siis on Vitamiinis tegevad olnud neliteist muusikut .	Kui uskuda plaadiümbrisel kirjas olevat , on Vitamiinis tegevad olnud neliteist muusikut .
519393	1255	1	"{""obl_nmod"": 1}"	Mujalgi maailmas peetakse lasterohkuse - eriti mitmikute - üle arvestust .	Maailmas peetakse lasterohkuse - mitmikute - üle arvestust .
525902	1554	0	{}	Õpetamist ja kasvatamist vajavad aga kõik koolilapsed .	Õpetamist ja kasvatamist vajavad kõik koolilapsed .
580961	614	0	{}	Eestist kandideerisid Balti preemiatele veel helilooja Lepo Sumera , kunstnik Raul Meel ja teadlane Rein Kask .	Eestist kandideerisid Balti preemiatele helilooja Lepo Sumera , kunstnik Raul Meel ja teadlane Rein Kask .
682113	718	0	{}	Tõsisesse firmasse küll keegi mingi totaka flashi CV'ga ei võta .	Tõsisesse firmasse keegi mingi totaka flashi CV'ga ei võta .
584620	7121	1	"{""nsubj:cop_nsubj"": 1}"	Tänavu aga kurtis ta , et õlitegu eriti ei õnnestunud .	Aga kurtis ta , et õlitegu ei õnnestunud .
700936	26200	1	"{""cop_aux"": 1}"	Oleks siis Lembitus olnud veel	Oleks Lembitus olnud
705047	1056423	0	{}	Kas on olemas või ette valmistamisel valitsuse eelnõu , mille kohaselt oleks võimalik välismaalase passi saada igal isikul , kes 1990. aasta 1. juulini oli endise NSV sissekirjutusega ja ei ole oma kodakondsust seni määratlenud ?	On olemas või valmistamisel valitsuse eelnõu , mille kohaselt oleks võimalik välismaalase passi saada igal isikul , kes 1990. aasta 1. juulini oli endise NSV sissekirjutusega ja ei ole oma kodakondsust määratlenud ?
434605	1880	1	"{""obl_nmod"": 1}"	Kirjeldatud nähtuse ( nimetagem seda “ sipelgas Ferda sündroomiks ” ) käes vaevleb suur osa ka sellest Eesti kultuuriajakirjandusest , mida päevalehtedes viljeldakse .	Kirjeldatud nähtuse ( nimetagem seda “ sipelgas Ferda sündroomiks ” ) käes vaevleb suur osa sellest Eesti kultuuriajakirjandusest , mida päevalehtedes viljeldakse .
569961	927	0	{}	Räty oli juba pärast Pariisi MMvõistlusi , kus Värnik hõbemedali võitis , soomlasi hoiatanud .	Räty oli pärast Pariisi MMvõistlusi , kus Värnik hõbemedali võitis , soomlasi hoiatanud .
460555	2887	0	{}	Muidugi ei ole , saab kultuuriminister ainult öelda .	Ei ole , saab kultuuriminister öelda .
321883	8741	1	"{""nsubj:cop_nsubj"": 1, ""cop_aux"": 1}"	Proua on Venemaalt välja ilmunud dokumendi üle väga hämmeldunud .	Proua on Venemaalt välja ilmunud dokumendi üle hämmeldunud .
506071	1989	1	"{""aux_cop"": 1, ""cop_acl"": 1}"	Kui aga tekib vajadus äkitselt pidurdada , alles siis märkab juht , et see kiirus on olnud sellise tee kohta liiga suur .	Kui aga tekib vajadus pidurdada , märkab juht , et see kiirus on olnud sellise tee kohta suur .
12101	1437	1	"{""obl_advmod"": 1, ""ccomp_conj"": 1}"	Juhi hinnangul ei suuda autojuht iga kord õigesti hinnata , kas vöötraja ääres seisev inimene tahab teed ületada või seisab seal niisama .	Juhi hinnangul ei suuda autojuht iga kord hinnata , vöötraja ääres seisev inimene tahab teed ületada või seisab .
705187	153305	0	{}	ulluke: palju palju õnne goldenhair.	Ulluke : õnne goldenhair .
347123	2175	0	{}	""" See oleks samas ka loodusliku protsessi takistamine ."	""" See oleks loodusliku protsessi takistamine ."
60246	777	1	"{""orphan_nmod"": 1, ""obl_nmod"": 1}"	Õppeautol on parem külg katki , esiots segamini , tagasild paigast ära , esisild viltu , rehvid lössis ja iga pool klaasikillud :	Õppeautol on parem külg , esiots , tagasild paigast , esisild , rehvid lössis ja iga pool klaasikillud :
388028	17416	0	{}	""" Eile õhtul leiti linna lähedalt Malignus'e metsa äärselt lagendikult umbes kolmekümneaastase mehe surnukeha ."	""" õhtul leiti linna Malignus'e metsa äärselt lagendikult kolmekümneaastase mehe surnukeha ."
696220	3561	1	"{""root_amod"": 1, ""nsubj_nsubj:cop"": 1, ""conj_root"": 1, ""aux_cop"": 1}"	Ega päris kanepit ma nagunii nuusutanud ei ole , niiet .	Päris kanepit ma nuusutanud ei ole , niiet .
89318	926	0	{}	""" Sel päeval peaks olema ka ennetav ja tulevikku vaatav tähendus - näidata , kuidas fanatism võib viia vägivallani . """	""" Sel päeval peaks olema ennetav ja tulevikku vaatav tähendus - näidata , kuidas fanatism võib viia vägivallani . """
419432	1212	0	{}	Ent Iivi ütleb , et lastele siin meeldib .	Ent Iivi ütleb , et lastele meeldib .
702102	2027	0	{}	Kui on siis , mädarõika herned on head .	Kui on , mädarõika herned on head .
342117	1413	0	{}	Ükskõik millises maailmanurgas reisinult küsitakse sageli - millised siis seal ka inimesed olid , kas võõrustajat võeti soojalt vastu ja kas kohalikud olid abivalmid .	Millises maailmanurgas küsitakse - millised inimesed olid , võõrustajat võeti vastu ja kohalikud olid abivalmid .
32877	900	0	{}	Viljandi linnavalitsus toetas festivali tänavu 200 000 krooniga .	Viljandi linnavalitsus toetas festivali 200 000 krooniga .
256113	547	1	"{""nmod_nsubj:cop"": 1, ""aux_cop"": 1, ""conj_amod"": 1, ""obj_conj"": 1}"	Ta kaalub vaid 59 grammi ning ta voolujoonelise kesta sisse on ehitatud ka antenn .	Ta kaalub 59 grammi ning ta voolujoonelise kesta sisse on ehitatud antenn .
513149	868	0	{}	Arstil tuleb retseptile kirjutada ravimi kogus , mis on vajalik kogu ravikuuriks , kuid mitte pikemaks ajaks kui kaheks kuuks .	Arstil tuleb retseptile kirjutada ravimi kogus , mis on vajalik kogu ravikuuriks , kuid pikemaks ajaks kui kaheks kuuks .
492097	622	0	{}	Angola jõudis järele 78 : 78 ning spurtis veel 7 : 2.	Angola jõudis järele 78 : 78 ning spurtis 7 : 2.
658436	2106	1	"{""nsubj:cop_obj"": 1, ""conj_obl"": 1, ""cop_conj"": 1}"	Näiteks 1968 või 1988 sündimus suurenes , kuid mitte mingit majanduslikku tausta sel ei olnud .	Näiteks 1968 või 1988 sündimus suurenes , kuid mingit majanduslikku tausta sel ei olnud .
705190	159411	1	"{""nsubj_nmod"": 1}"	iiker: yks pidevalt kööginoaga ringi tammub sis peab ju imelik olema :P	Iiker : yks kööginoaga ringi tammub sis peab imelik olema :P
388035	19895	0	{}	""" Ega tea midagi , eks seda saab näha ."	""" tea midagi , seda saab näha ."
238722	4300	0	{}	Tartu Ülikooli Üliõpilasesinduse esimehe Margus Härmi meelest võiks linnavalitsus teha Pirogovi platsil tudengite pesitsemisele siiski mingeid soodustusi .	Tartu Ülikooli Üliõpilasesinduse esimehe Margus Härmi meelest võiks linnavalitsus teha Pirogovi platsil tudengite pesitsemisele mingeid soodustusi .
15755	341	0	{}	Vastu ootusi polnud see ka liialt raske .	Vastu ootusi polnud see raske .
286906	598	0	{}	Abi ei ole leitud ka Vene saatkonnast .	Abi ei ole leitud Vene saatkonnast .
364249	11487	1	"{""obl_nmod"": 1, ""advcl_nsubj"": 1, ""nmod_obl"": 1}"	Arvati , et läheb kolhoosi , poeg Korpuses kah veel pealekauba .	Arvati , et läheb kolhoosi poeg Korpuses .
705047	1352975	0	{}	Kuigi kohe ei ole võimalik täheldada väga tugevat ohtu , võib sellise aegamööda toimiva , hiiliva teguriga oht lõppude lõpuks osutuda väga oluliseks .	Kuigi ei ole võimalik täheldada tugevat ohtu , võib sellise toimiva , hiiliva teguriga oht lõppude lõpuks osutuda oluliseks .
683656	5553	0	{}	Kedagi väärilist esialgu pakkuda ka ei osata , » kostis ta .	Kedagi väärilist pakkuda ei osata , » kostis ta .
17587	1816	1	"{""root_advmod"": 1, ""parataxis_root"": 1}"	Ehk teisisõnu : kaitseme siseturgu impordikvootide , tollitariifide ja muude regulatiivsete abinõudega ning maksame kinni põllumajanduslikus tootmises tekkivad paratamatud puudujäägid .	Teisisõnu : kaitseme siseturgu impordikvootide , tollitariifide ja muude regulatiivsete abinõudega ning maksame kinni põllumajanduslikus tootmises tekkivad paratamatud puudujäägid .
661711	4478	0	{}	2000. aastal ligi poolteiseaastase pausi järel jääle naastes kulus tal esimese väravasöödu andmiseks vaid pool minutit .	2000. aastal poolteiseaastase pausi järel jääle naastes kulus tal esimese väravasöödu andmiseks pool minutit .
455944	434	0	{}	Mõne asja lahendamiseks tähtsa isiku kohtusse ilmumata jäämine on küll paha , ent see võib olla istungi paratamatu edasilükkamise põhjus .	Mõne asja lahendamiseks tähtsa isiku kohtusse ilmumata jäämine on paha , ent see võib olla istungi paratamatu edasilükkamise põhjus .
477243	205	0	{}	Limusiinis viibinud sama meeskonna teise venelasest tähe Vjatsheslav Fetissovi vigastused on kergemad ning tema lubatakse varsti haiglast välja .	Limusiinis viibinud sama meeskonna teise venelasest tähe Vjatsheslav Fetissovi vigastused on kergemad ning tema lubatakse haiglast välja .
192732	2889	1	"{""nsubj:cop_nsubj"": 1, ""cop_ccomp"": 1, ""ccomp_compound:prt"": 1}"	Minu isiklik arvamus on , et me ei ole selle ala hoonestamiseks veel valmis .	Minu isiklik arvamus on , et me ei ole selle ala hoonestamiseks valmis .
12880	381	1	"{""obl_conj"": 1}"	Pärnakad kogusid neli võitu nagu üleeile Rivaalist ja eile Viljandi Vollest võrdselt 3 : 2 parem olnud Tartu Pere Leib , geimide vahe eelistas suvepealinna pallureid .	Pärnakad kogusid neli võitu Rivaalist ja Viljandi Vollest võrdselt 3 : 2 olnud Tartu Pere Leib , geimide vahe eelistas suvepealinna pallureid .
355994	1740	0	{}	""" Raha liigub Tallinnas rohkem , ka maksude maksmisest kõrvalehoidmist on siin rohkem , "" ütles Udde ."	""" Raha liigub Tallinnas , maksude maksmisest kõrvalehoidmist on rohkem , "" ütles Udde ."
81738	406	0	{}	Sealsed ratsutajad võistlevadki omaette .	Sealsed ratsutajad võistlevadki .
679410	85	0	{}	Seda lauset olen viimasel ajal tihti kuulnud .	Seda lauset olen viimasel ajal kuulnud .
700933	172178	1	"{""conj_xcomp"": 1, ""acl_advcl"": 1, ""det_nummod"": 1}"	Seletuseks või vabanduseks võin ma ütelda , et ma leian tagantjärele ise ka imeliku olevat , et ma terminoloogide rumalustele tähelepanu juhtimise egiidi all selliseid filosoofilisi eksperimente teen , üldiselt on mulle teada küll , mida ekstensiooni all mõteldakse , nimelt eset , sest tal on ulatuvus ehk ekstensioon ja mõiste osutust esemele , intensiooni ehk sihi all seda , millega üks mõiste peaks oma võimalikku või võimatut eset sihtima ehk siis mõtet või tähendust ( ja mitte osutust ) .	Seletuseks või vabanduseks võin ma ütelda , et ma leian ise imeliku olevat , et ma terminoloogide rumalustele tähelepanu juhtimise egiidi all selliseid filosoofilisi eksperimente teen , on mulle teada , mida ekstensiooni all mõteldakse , eset , sest tal on ulatuvus ehk ekstensioon ja mõiste osutust esemele , intensiooni ehk sihi all seda , millega üks mõiste peaks oma võimalikku või võimatut eset sihtima ehk mõtet või tähendust ( ja osutust ) .
645550	1911	0	{}	Avad selle notepadiga ja tõmbad sealt seest kõik saki maha ja kirjutad selle sinna mis esimeses postituses .... saved ää ja siis kui on seal HOST taga mingi .	Avad selle notepadiga ja tõmbad kõik saki maha ja kirjutad selle mis esimeses postituses .... saved ää ja kui on HOST taga mingi .
648839	2211	0	{}	Ehk et olles küllalt suur neljanda dimensiooni olend , suudaksime me kogu Universumit nagu arbuusi oma käes hoida .	Et olles suur neljanda dimensiooni olend , suudaksime me kogu Universumit arbuusi oma käes hoida .
396101	3856	0	{}	Teine põhjus võib olla selles , et eestlastel on kodudes palju vanemate ja vanavanemate portselani .	Teine põhjus võib olla selles , et eestlastel on kodudes vanemate ja vanavanemate portselani .
307191	135	0	{}	"Filmi "" Päike "" ( "" Solntse "" , Vene 2005 ) maailma esilinastus toimub 17. veebruaril Berliini filmifestivalil , eile näidati filmi Moskvas ."	"Filmi "" Päike "" ( "" Solntse "" , Vene 2005 ) maailma esilinastus toimub 17. veebruaril Berliini filmifestivalil , näidati filmi Moskvas ."
2402	3132	1	"{""aux_cop"": 1, ""obj_nsubj:cop"": 1}"	“ Oleme mõelnud , et vanuse poolest võiksime julgelt sõita veel neljal-viiel olümpial , kui oleks tagatud rahaline pool .	“ Oleme mõelnud , et vanuse poolest võiksime sõita neljal-viiel olümpial , kui oleks tagatud rahaline pool .
626165	1198	0	{}	Et suplus toimus alasti , oli ka Eesti kuurortides ülemöödunud sajandil kogu süsteem lihtne : meestele ja naistele olid eraldi supelajatised või erinevad supelajad .	Et suplus toimus , oli Eesti kuurortides ülemöödunud sajandil kogu süsteem lihtne : meestele ja naistele olid supelajatised või erinevad supelajad .
423934	2402	1	"{""root_advcl"": 1, ""conj_root"": 1}"	Võibolla naiste organism lihtsalt kohaneb kergemini , otsib ta ise sellele põhjenduse .	Naiste organism kohaneb , otsib ta sellele põhjenduse .
320169	391	0	{}	""" Pidime Veere sadamast sõitma Kaliningradi 750. aastapäevale , jahtklubi 150. sünnipäevale , ilm oli hommikul ilus , käisime isegi ujumas , "" ütles Kiiver , lisades , et päraslõunal tuli justkui sein ette , tuul hakkas puhuma ja vihma sadama , jahimeeskonnale tormihoiatust ei antud ."	""" Pidime Veere sadamast sõitma Kaliningradi 750. aastapäevale , jahtklubi 150. sünnipäevale , ilm oli hommikul ilus , käisime ujumas , "" ütles Kiiver , lisades , et päraslõunal tuli justkui sein ette , tuul hakkas puhuma ja vihma sadama , jahimeeskonnale tormihoiatust ei antud ."
243327	969	1	"{""advcl_root"": 1, ""root_conj"": 1}"	""" Kui kahekümneaastasele noorukile öeldakse , et geenidest tingitud südamehäire tõttu võib ta kümne aasta pärast surra , siis on võimalus masendusse langeda või vastavat ravi saada . """	""" Kui kahekümneaastasele noorukile öeldakse , et geenidest tingitud südamehäire tõttu võib ta kümne aasta pärast surra , on võimalus masendusse langeda või vastavat ravi saada . """
617642	6897	0	{}	Samas ei karistata isegi ettekavatsetud lahkumist mingil moel me ei küsi näiteks Eesti sprinteritelt käbeda katkestamise kohta selgitusi ega arstitõendeid .	Ei karistata ettekavatsetud lahkumist mingil moel me ei küsi Eesti sprinteritelt käbeda katkestamise kohta selgitusi ega arstitõendeid .
125251	667	1	"{""det_amod"": 1}"	Samas ei välistanud juhendaja ka teiste meeste õnnestumist .	Ei välistanud juhendaja teiste meeste õnnestumist .
3970	22066	0	{}	Finantskriisid ja muutused lääne heaoluriikides sunnivad otsima uusi lahendusteid samamoodi kui postsotsialistlike maade sotsiaalsed kriisid kiirendavad sotsiaaltöö organiseerimist ja erialast koolitust .	Finantskriisid ja muutused lääne heaoluriikides sunnivad otsima uusi lahendusteid kui postsotsialistlike maade sotsiaalsed kriisid kiirendavad sotsiaaltöö organiseerimist ja erialast koolitust .
2525	3897	1	"{""obj_obl"": 1, ""compound:prt_case"": 1}"	Kahjuks ei pidanud kastitäis Itaalia veini kuigi kaua vastu .	Ei pidanud kastitäis Itaalia veini vastu .
275248	1030	0	{}	Kevin Bishopi sõnul on Eurovisioni lauluvõistlus brittide seas äärmiselt populaarne .	Kevin Bishopi sõnul on Eurovisioni lauluvõistlus brittide seas populaarne .
680359	1216	0	{}	ndez , kes juba aastaid väitis , et nelja kilomeetri kaugusel tema kodumajast asub hispaanlaste XVI sajandil rajatud linn .	Ndez , kes aastaid väitis , et nelja kilomeetri kaugusel tema kodumajast asub hispaanlaste XVI sajandil rajatud linn .
568744	4627	1	"{""nummod_det"": 1}"	« Siis võttis üks mees Belgia linnas Herentalsis lõikuse ette ja tegi Aigari korda .	« võttis üks mees Belgia linnas Herentalsis lõikuse ette ja tegi Aigari korda .
393508	5742	1	"{""advcl_conj"": 1}"	Ka tema on ingel , ainult et langenud .	Tema on ingel , langenud .
180449	3435	0	{}	Ma pöördun nüüd tagasi oma teesi juurde suvelavastuste ennustuslikust rollist .	Ma pöördun tagasi oma teesi juurde suvelavastuste ennustuslikust rollist .
409677	95111	0	{}	Just täna pidi toimuma tähtis kohtumine Nõukogude Liidu meistrivõistlustel , ja ta mõtles teatava kahetsusega , et nüüd on see juba lõppemas .	Pidi toimuma tähtis kohtumine Nõukogude Liidu meistrivõistlustel , ja ta mõtles teatava kahetsusega , et on see lõppemas .
286511	256	1	"{""nummod_det"": 1}"	Sestap on meil kultuskirjanikke , kes on kirjutanud vaid ühe raamatu .	On meil kultuskirjanikke , kes on kirjutanud ühe raamatu .
650528	7493	0	{}	Vaatama minnes ( et kuhu ta läks ) selgus , et seal oli neid terve hunnik , lugesin üle kümne , aga mõned olid ka värava taga peidus .	Vaatama minnes ( et kuhu ta läks ) selgus , et seal oli neid terve hunnik , lugesin üle kümne , aga mõned olid värava taga peidus .
370272	7084	0	{}	"Või kas üldse tasub sellise tunde iseloomustamiseks kasutada sõnakest "" armastus "" ?"	"Või tasub sellise tunde iseloomustamiseks kasutada sõnakest "" armastus "" ?"
3171	12974	1	"{""cop_aux"": 1, ""csubj:cop_csubj"": 1, ""mark_obl"": 1}"	Selle järeldusega umbes samaks ajaks oli galaktikate tekke mudelitest selgunud , et suure tõenäosusega peaksid massiivsed kroonid olema tegelikult sfäärist veidi erinevad kolmeteljelised ellipsoidid , st. meenutama palli , mida kahes ristuvas suunas erinevate jõududega kokku üritatakse suruda .	Selle järeldusega samaks ajaks oli galaktikate tekke mudelitest selgunud , et suure tõenäosusega peaksid massiivsed kroonid olema sfäärist erinevad kolmeteljelised ellipsoidid , st. meenutama palli , mida kahes ristuvas suunas erinevate jõududega kokku üritatakse suruda .
444041	9786	0	{}	Kokaks ei taha , see amet mulle ei meeldiks , pealegi , ega see meeskond nõustuks minu vaaritatud toitu sööma .	Kokaks ei taha , see amet mulle ei meeldiks , ega see meeskond nõustuks minu vaaritatud toitu sööma .
561974	714	0	{}	Isegi plaksutati natuke - nagu ka kõige üliõpilasesõbralikumale organisatsioonile tiitli kätteandmisel .	Plaksutati - üliõpilasesõbralikumale organisatsioonile tiitli kätteandmisel .
301774	29	0	{}	PINELLAS PARK , 28. märts ( AP-ELO ) - Ajukahjustusega Florida naisele Terri Schiavole tehti pühapäeval viimane võidmine ning ta sai veidi armulauaveini , mis oli talle viimase üheksa päeva ainuke toitumine .	PINELLAS PARK , 28. märts ( AP-ELO ) - Ajukahjustusega Florida naisele Terri Schiavole tehti pühapäeval viimane võidmine ning ta sai armulauaveini , mis oli talle viimase üheksa päeva ainuke toitumine .
141632	814	0	{}	""" Piirideta turul ei ole kvaliteet enam lõppeesmärgiks , täna on see kõigest turulepääsemise ja turul püsimise elementaarne eeldus , "" ütles Kell ."	""" Piirideta turul ei ole kvaliteet lõppeesmärgiks , on see turulepääsemise ja turul püsimise elementaarne eeldus , "" ütles Kell ."
293310	1019	1	"{""obl_conj"": 1}"	Puudusin mõnikord päeva või paar , vahest nädalagi , täiesti vastutustundetult koolist .	Puudusin päeva või paar , nädalagi , koolist .
485116	4013	0	{}	Jah , tema on väga  blues  .	, tema on blues .
665738	15280	0	{}	( 2 ) Kodeeritud koeproove , kodeeritud DNA kirjeldusi ja kodeeritud terviseseisundi kirjeldusi võib säilitada ka geeniuurija , kellel on olemas selleks vajalikud vahendid ja tingimused .	( 2 ) Kodeeritud koeproove , kodeeritud DNA kirjeldusi ja kodeeritud terviseseisundi kirjeldusi võib säilitada geeniuurija , kellel on olemas selleks vajalikud vahendid ja tingimused .
596765	909	0	{}	Soomre rääkis , et alustati ligi 30 töötajaga , kellest 15 töötab tehases siiani .	Soomre rääkis , et alustati ligi 30 töötajaga , kellest 15 töötab tehases .
476271	1430	1	"{""cop_aux"": 1, ""advcl_aux"": 1, ""csubj:cop_conj"": 1, ""obj_nsubj"": 1}"	Põlenguööl olid Kunmanni sõnul majas igal pool uksed lahti , nii et majja oleks saanud minna ka täiesti võõrad inimesed .	Põlenguööl olid Kunmanni sõnul majas igal pool uksed lahti , majja oleks saanud minna võõrad inimesed .
92995	52	0	{}	Finantsinspektsioon otsustas eile väljastada esimese teise samba pensionifondi valitseja tegevusloa Seesam Varahalduse AS-ile .	Finantsinspektsioon otsustas väljastada esimese teise samba pensionifondi valitseja tegevusloa Seesam Varahalduse AS-ile .
705037	657675	0	{}	Kas kolleegidel on küsimusi ?	Kolleegidel on küsimusi ?
436717	3901	1	"{""nsubj_nsubj:cop"": 1, ""aux_cop"": 1}"	” Kõige pikem maa , mida maavanem on Eestis maanteid pidi läbinud , on 480 kilomeetrit .	” pikem maa , mida maavanem on Eestis maanteid pidi läbinud , on 480 kilomeetrit .
437761	2104	0	{}	Ammu enne seda samba .	Enne seda samba .
370279	212181	0	{}	"No võta nüüd "" ajaloolise tõe "" sabast kinni !"	"No võta "" ajaloolise tõe "" sabast kinni !"
