COLLECTION	SPANSTART	TYPE	TEXT
599097	1132	S	Viimase viie aasta jooksul on instituut osalenud 7 europrojektis , mis on võimaldanud väljaõpet .
			
363821	57386	O	Palgad on tõusnud ( küll vähem kui soovisime ) , ettevõtete tulumaks kaotatud .
363821	57386	S	Palgad on tõusnud ( vähem kui soovisime ) , ettevõtete tulumaks kaotatud .
			
28051	0	O	Vene autotootja AvtoVAZ plaanib tänavu toota 675.000 autot ehk 2670 autot vähem kui möödunud aastal , ütles firma juhatuse esimees Vladimir Kadannikov .
28051	0	S	Vene autotootja AvtoVAZ plaanib toota 675.000 autot ehk 2670 autot kui möödunud aastal , ütles firma juhatuse esimees Vladimir Kadannikov .
			
15668	2441	O	Kokkuhoiu ajendiks oli 1993. aastal kaduma läinud Mars Observer , mis maksis tervelt miljard dollarit ehk siis vaid veidi vähem kui Eesti riigieelarve .
15668	2441	S	Kokkuhoiu ajendiks oli 1993. aastal kaduma läinud Mars Observer , mis maksis miljard dollarit ehk vähem kui Eesti riigieelarve .
			
461076	1079	O	Kõige märjem paik oli Põlvamaa ( 185 mm ) , Valgas ja Võrus sadas veidi rohkem kui meil - 122 mm .
461076	1079	S	Märjem paik oli Põlvamaa ( 185 mm ) , Valgas ja Võrus sadas .
			
312225	1826	O	Poolest Setumaast loobumine ei rõõmusta eestlasi rohkem kui Karjala kaotus soomlasi .
312225	1826	S	Poolest Setumaast loobumine ei rõõmusta eestlasi soomlasi .
			
393200	4875	O	70ndatest kuni 1990. aastani sündis Eestis igal aastal rohkem kui 21 000 last ( 1987. ja 1988. aastal üle 25 000 ) , misjärel on sündide arv pidevalt vähenenud kuni 1998. aastani - kokku ligi kaks korda .
393200	4875	S	70ndatest kuni 1990. aastani sündis Eestis igal aastal 21 000 last ( 1987. ja 1988. aastal 25 000 ) , on sündide arv vähenenud kuni 1998. aastani - ligi kaks korda .
			
701694	168461	O	Perekonna kogutulu kasutamine ühe pereliikme kohta aastas , toona küll rublades , andis tulemuse , et kolhoosipere liikmel oli võimalik säästa kaks ja pool korda rohkem kui linnainimestel , vastavalt 613 rubla ja 238 rubla .
701694	168461	S	Perekonna kogutulu kasutamine ühe pereliikme kohta aastas , rublades , andis tulemuse , et kolhoosipere liikmel oli võimalik säästa .
			
702431	1908	O	Hmm , paistab et mitmet inimest huvitab välimus rohkem kui sisu , kuigi sisu on tähtsam kui välimus .
702431	1908	S	Hmm , paistab et mitmet inimest huvitab välimus , kuigi sisu on tähtsam kui välimus .
			
621855	1028	O	Praegu paistab olevat tema elus vedamist rohkem kui küll ka töörindel pidavat asjad ainult paremuse poole liikuma .
621855	1028	S	Paistab olevat tema elus vedamist rohkem kui töörindel pidavat asjad paremuse poole liikuma .
			
363735	187686	O	Kuid on terve rida isikuid , kes soovivad pangast teada tunduvalt rohkem kui need kaks nimetatud analüüsiliiki annavad .
363735	187686	S	Kuid on terve rida isikuid , kes soovivad pangast teada kui need kaks nimetatud analüüsiliiki annavad .
			
614156	185260	O	7 ) Kui Euroopa patenditaotlus sisaldab redaktsioonis , milles ekspertiisiüksus kavatseb Euroopa patendi välja anda , rohkem kui kümme patendinõudluse punkti , palub ekspertiisiüksus taotlejal tasuda lõike 6 kohaselt kehtestatud tähtaja jooksul punktitasud iga järgmise nõudluspunkti eest , mis on üle kümne , kui need ei ole juba tasutud vastavalt reegli 31 lõikele 1.
614156	185260	S	7 ) Kui Euroopa patenditaotlus sisaldab redaktsioonis , milles ekspertiisiüksus kavatseb Euroopa patendi välja anda , rohkem kui kümme patendinõudluse punkti , palub ekspertiisiüksus taotlejal tasuda lõike 6 kehtestatud tähtaja jooksul punktitasud iga järgmise nõudluspunkti eest , mis on üle kümne , kui need ei ole tasutud vastavalt reegli 31 lõikele 1.
			
619303	299	O	Kui sünnib poiss , on ta esimene meessoost troonipärija rohkem kui 40 aasta jooksul ning kroonprints Naruhito ja oma isa järel troonipärimise reas kolmandal kohal .
619303	299	S	Kui sünnib poiss , on ta esimene meessoost troonipärija 40 aasta jooksul ning kroonprints Naruhito ja oma isa järel troonipärimise reas kolmandal kohal .
			
625201	1094	O	Seega maksis Baltic Investment Fund viiendiku aktsiate eest üle kümne miljoni marga ehk rohkem kui 26 miljonit krooni .
625201	1094	S	Maksis Baltic Investment Fund viiendiku aktsiate eest üle kümne miljoni marga 26 miljonit krooni .
			
240290	266	O	24-aastane võluv tartlanna Kristiina võitis nädal tagasi Bingo Lotoga rohkem kui pool miljonit krooni .
240290	266	S	24-aastane võluv tartlanna Kristiina võitis nädal tagasi Bingo Lotoga .
			
699897	12	O	AS Silva Agro laost varastati ööl vastu kolmapäeva rohkem kui 200 000 krooni väärtuses taimekaitsevahendeid , mille äraveoks kasutati ka laost võetud sõiduautohaagist .
699897	12	S	AS Silva Agro laost varastati ööl vastu kolmapäeva 200 000 krooni väärtuses taimekaitsevahendeid , mille äraveoks kasutati laost võetud sõiduautohaagist .
			
581969	2878	O	Oma reisidel kohtuvad pikviklased väga erinevate inimeste ja ametkondadega , ja Dickens , kes ka ise ametniku perekonnast pärit ja oma elus advokaadikirjutaja tööd teinud ( muide , te oli ka ajalehe kohtu- ja parlamendireporter ! ) , tõestab üsnagi veenvalt , et see elanikkonna kiht pole rohkem kui poolteise aastasaja jooksul kuigivõrd muutunud .
581969	2878	S	Oma reisidel kohtuvad pikviklased erinevate inimeste ja ametkondadega , ja Dickens , kes ja oma elus advokaadikirjutaja tööd teinud ( , te oli ajalehe kohtu- ja parlamendireporter ! ) , tõestab , et see elanikkonna kiht pole poolteise aastasaja jooksul muutunud .
			
72392	2974	O	Teistel andmetel püüdis mees siiski peitu pugeda , kuid imekiirelt kohale jõudnud kiirreageerijad leidnud ta vähem kui poole tunniga üles .
72392	2974	S	Teistel andmetel püüdis mees peitu pugeda , kuid kohale jõudnud kiirreageerijad leidnud ta üles .
			
447927	391	O	“ Kuu aja jooksul reisisime läbi kaheksa riigi , minu arvestuse kohaselt läks see maksma vähemalt neli korda vähem kui sama pikk reisibüroo korraldatud sõit .
447927	391	S	“ Kuu aja jooksul reisisime läbi kaheksa riigi , minu arvestuse kohaselt läks see maksma kui sama pikk reisibüroo korraldatud sõit .
			
401168	4459	O	( lk. 5 ) Kuid rohkem kui võõrapärastes nimetustes , mis mõnikord ka kohe Kiplingile omasel viisil , lapidaarselt lajatades sulgude sees ära tõlgitakse , on Indiat stiilis eneses , selles , kuidas ta end nagu madu aeglaselt korvist välja kergitab , mõne näo ümbritsevast udupildist välja valib , kuid siis kedagi suskamata , kellelegi valu tegemata , kuid kõiki narritades end vilepillimeloodia saatel korvi tagasi kerib .
401168	4459	S	( lk . 5 ) Kuid rohkem kui võõrapärastes nimetustes , mis Kiplingile omasel viisil , lajatades sulgude sees ära tõlgitakse , on Indiat stiilis eneses , selles , kuidas ta end nagu madu korvist välja kergitab , mõne näo ümbritsevast udupildist välja valib , kuid kedagi suskamata , kellelegi valu tegemata , kuid kõiki narritades end vilepillimeloodia saatel korvi tagasi kerib .
			
3207	12120	O	2002. aastal oli umbes 90 protsendil kõigist Põhjamaade ( Soome , Rootsi , Norra , Taani , Island ) kodanikest ligipääs mobiiltelefonile , rohkem kui 70 protsendil arvutile ning rohkem kui 60 protsendil kodusele Internetiühendusele ( Nordic Council of Ministers      et al.      2002 ) .
3207	12120	S	2002. aastal oli 90 protsendil kõigist Põhjamaade ( Soome , Rootsi , Norra , Taani , Island ) kodanikest ligipääs mobiiltelefonile , 70 protsendil arvutile ning rohkem kui 60 protsendil kodusele Internetiühendusele ( Nordic Council of Ministers et al . 2002 ) .
			
687102	1793386	O	Seal on 1040 lehte , lehel kaks veergu , veerus 58 rida ja reas ca 60 tähte max Seega kokku mitte rohkem kui 7 MB tekst .
687102	1793386	S	Seal on 1040 lehte , lehel kaks veergu , veerus 58 rida ja reas ca 60 tähte max Seega rohkem kui 7 MB tekst .
			
655954	1759	O	Ka mitte heliloojatele ega režissööridele , kes tegid pilti täpselt nii nagu soovisime , ega pole ka etteheiteid valguskunstnikule , kes tegi rohkem kui me soovisime .
655954	1759	S	Heliloojatele ega režissööridele , kes tegid pilti soovisime , ega pole etteheiteid valguskunstnikule , kes tegi kui me soovisime .
			
74135	2259	O	Praegu sureb Eestis 1000 elaniku kohta umbes 19 last , mis on rohkem kui Euroopa arenenud riikides .
74135	2259	S	Sureb Eestis 1000 elaniku kohta 19 last , mis on Euroopa arenenud riikides .
			
237980	12	O	Möödunud aasta kohta deklareeris üle miljoni krooni tulu rekordarv inimesi ehk 105 inimest rohkem kui viimasel miljonäride rekordaastal 1997 , teatas maksuameti peadirektor Aivar Sõerd eile õhtul .
237980	12	S	Möödunud aasta kohta deklareeris üle miljoni krooni tulu rekordarv inimesi 105 inimest , teatas maksuameti peadirektor Aivar Sõerd õhtul .
			
660364	28307	O	See reegel on eriti tähtis riigipiire ületava kelmuse korral , kus menetlemispädevus on rohkem kui ühe liikmesriigi kohtul ja kui artikli 6 lõike 2 põhimõtet kohaldades ei ole menetlust suudetud ühte liikmesriiki koondada .
660364	28307	S	See reegel on tähtis riigipiire ületava kelmuse korral , kus menetlemispädevus on rohkem kui ühe liikmesriigi kohtul ja kui artikli 6 lõike 2 põhimõtet kohaldades ei ole menetlust suudetud ühte liikmesriiki koondada .
			
524218	4043	O	Filme vaadata väga ei viitsi , sest reklaami on rohkem kui filmi ennast .
524218	4043	S	Filme vaadata ei viitsi , sest reklaami on rohkem kui filmi ennast .
			
695056	1519705	O	Eestis toodetud põllumajandussaadusi ja -tooteid eksporditi kuue kuuga 25,3% rohkem kui möödunud aasta samal perioodil .
695056	1519705	S	Eestis toodetud põllumajandussaadusi ja - tooteid eksporditi kuue kuuga kui möödunud aasta samal perioodil .
			
331641	1502	O	Just väikeettevõtjaid kimbutav rahanappus võib olla üks põhjus , miks tööinspektsiooni poolt kontrollitud vähem kui pooltes firmades pole analüüsitud töö ja töökeskkonnaga seotud riske ega korraldata sisekontrolli .
331641	1502	S	Väikeettevõtjaid kimbutav rahanappus võib olla üks põhjus , miks tööinspektsiooni poolt kontrollitud pooltes firmades pole analüüsitud töö ja töökeskkonnaga seotud riske ega korraldata sisekontrolli .
			
665394	83	O	Mina panin teibiga(kahepoolne) ja tulemus on rohkem kui hea  v2rvisin matt musta sprayga ja lakk oli samuti spray , loodan , et millalgi saan pilte teha !
665394	83	S	Mina panin teibiga ( kahepoolne ) tulemus on hea v2rvisin matt musta sprayga ja lakk oli spray , loodan , et saan pilte teha !
			
180122	193	O	Soomes sündis esimene kunstlikult viljastatud laps rohkem kui kümme aastat tagasi , kuid oma seadust pole neil siiani - ja midagi pole katki .
180122	193	S	Soomes sündis esimene viljastatud laps , kuid oma seadust pole neil - ja midagi pole katki .
			
577269	272	O	« Kui mäletate , siis Ühendriigid andsid Bami maavärina ajal Iraanile humanitaarabi , ja ma olen üsna kindel , et oleme rohkem kui valmis ka nüüd seda tegema .
577269	272	S	« Kui mäletate , siis Ühendriigid andsid Bami maavärina ajal Iraanile humanitaarabi , ja ma olen kindel , et oleme valmis seda tegema .
			
432233	621	O	Kava kohaselt tuleb silla keskmine kaar rohkem kui 3000 meetri pikkune ja seda kannavad kaks 370 meetri kõrgust sammast .
432233	621	S	Kava kohaselt tuleb silla keskmine kaar pikkune ja seda kannavad kaks 370 meetri kõrgust sammast .
			
630084	19713	O	Imiku piimasegud , võõrutustoidud ja väikelapsetoidud võivad sisaldada kummiaraabikut ( E 414 ) ja ränidioksiidi ( E 551 ) , mis tuleneb toitainepreparaatide lisamisest , kus on neid aineid kumbagi kuni 10 g/kg , samuti mannitoolist ( E 421 ) , kui seda kasutatakse vitamiini B  12  kandeainena ( mitte vähem kui 1 osa vitamiini B  12  1 000 osa mannitooli kohta ) .
630084	19713	S	Imiku piimasegud , võõrutustoidud ja väikelapsetoidud võivad sisaldada kummiaraabikut ( E 414 ) ja ränidioksiidi ( E 551 ) , mis tuleneb toitainepreparaatide lisamisest , kus on neid aineid kumbagi kuni 10 g/kg , mannitoolist ( E 421 ) , kui seda kasutatakse vitamiini B 12 kandeainena ( vähem kui 1 osa vitamiini B 12  1 000 osa mannitooli kohta ) .
			
443856	95	O	Keda saata vähem kui aasta pärast , 7. veebruaril 1998 tõusva päikese maal algavale spordi suurfoorumile Eestit esindama ?
443856	95	S	Keda saata kui aasta pärast , 7. veebruaril 1998 tõusva päikese maal algavale spordi suurfoorumile Eestit esindama ?
			
365189	204	O	Üritus oli väga hästi organiseeritud , sest kohtunike tubli töö lubas võitja selgitada vähem kui kolme tunniga .
365189	204	S	Üritus oli organiseeritud , sest kohtunike tubli töö lubas võitja selgitada .
			
435492	1200	O	Meeskondadega , kes kogunud võite rohkem kui kaotusi , on Wingsi selle aasta saldo 3 : 10 , pealegi on kaks võitu kolmest tulnud keskpärase Anaheim Mighty Ducksi üle .
435492	1200	S	Meeskondadega , kes kogunud võite rohkem kui kaotusi , on Wingsi selle aasta saldo 3 : 10 , on kaks võitu kolmest tulnud keskpärase Anaheim Mighty Ducksi üle .
			
310087	658	O	Küllap ikka täie vastutustundega - sest on ju Postimehe ja Eesti Päevalehe lugejaid vähemalt sada korda rohkem kui inimesi , kelle seas uuring tehti .
310087	658	S	Täie vastutustundega - sest on Postimehe ja Eesti Päevalehe lugejaid sada korda rohkem kui inimesi , kelle seas uuring tehti .
			
654052	3494	O	Ida-sakslasi võis SLV neoontuledes kaubandusvõrk samuti tõmmata rohkem kui ükskõik mis isikuvabadus .
654052	3494	S	Ida-sakslasi võis SLV neoontuledes kaubandusvõrk tõmmata .
			
211120	748	O	""" Seal ei ole korralikke olmetingimusi , arenemis- ja harjutusvõimalusi , seal ei saa teha korralikku väljaõpet , "" selgitas ta argumente , mis said sisse kirjutatud juba raamdokumenti KSAP 2010 , mis võeti vastu vaid nädal rohkem kui kaks aastat tagasi ."
211120	748	S	""" Seal ei ole korralikke olmetingimusi , arenemis- ja harjutusvõimalusi , ei saa teha korralikku väljaõpet , "" selgitas ta argumente , mis said sisse kirjutatud raamdokumenti KSAP 2010 , mis võeti vastu nädal ."
			
641191	0	O	« Kindlasti rohkem kui kord olen mõelnud sellele , et paneks lavakunstikooli ukse väljastpoolt lõplikult kinni , » tunnistas Janika Sillamaa nädal tagasi SL Õhtulehele .
641191	0	S	« kui kord olen mõelnud sellele , et paneks lavakunstikooli ukse kinni , » tunnistas Janika Sillamaa nädal tagasi SL Õhtulehele .
			
544761	647	O	Ühtekokku on Saksa kapitali Eestisse investeeritud rohkem kui 130 miljoni Eesti krooni väärtuses .
544761	647	S	On Saksa kapitali Eestisse investeeritud 130 miljoni Eesti krooni väärtuses .
			
633433	611	O	Et osa tööotsijaid ei registreeri end riiklikes tööhõivetalitustes , on tööjõu-uuringu andmetel töötuid rohkem kui registreeritud tööta tööotsijaid .
633433	611	S	Et osa tööotsijaid ei registreeri end riiklikes tööhõivetalitustes , on tööjõu-uuringu andmetel töötuid registreeritud tööta tööotsijaid .
			
430297	1737	O	Eelmise aasta lõpetas Vakaru Laivu Remontas laevaremondi osas kahjumiga , kuid ettevõte tervikuna sai siiski natuke rohkem kui miljon litti kasumit .
430297	1737	S	Eelmise aasta lõpetas Vakaru Laivu Remontas laevaremondi osas kahjumiga , kuid ettevõte tervikuna sai miljon litti kasumit .
			
426305	6777	O	Villeneuve : “ Neli punkti Hilli vastu oli Spast veidi vähem kui ma lootsin , kuid tiitliomanik on endiselt lahtine . ”
426305	6777	S	Villeneuve : “ Neli punkti Hilli vastu oli Spast vähem kui ma lootsin , kuid tiitliomanik on lahtine . ”
			
185450	1472	O	Kurjad keeled räägivad , et selle , ligi tuhande euroga müüdava veinipudeli tootmiseks kulutatakse mitte rohkem kui viis eurot .
185450	1472	S	Kurjad keeled räägivad , et selle , ligi tuhande euroga müüdava veinipudeli tootmiseks kulutatakse .
			
654040	8802	O	Budapest 1956 , Praha 1968 , Berliin 1989 , Vilnius 1991 - sirvisin fotosid ja kuskil ei näe maskides inimesi , ometi oli neil kaalul rohkem kui ahistamine ja valesüüdistuste oht .
654040	8802	S	Budapest 1956 , Praha 1968 , Berliin 1989 , Vilnius 1991 - sirvisin fotosid ja ei näe maskides inimesi , oli neil kaalul kui ahistamine ja valesüüdistuste oht .
			
392910	123	O	Käesoleval juhtumil on aga tegemist kolmest miljonärist koosneva kommuuniga , kes kulutavad vähem kui Chemical Brothers ja teenivad rohkem kui Underworld .
392910	123	S	Käesoleval juhtumil on tegemist kolmest miljonärist koosneva kommuuniga , kes kulutavad kui Chemical Brothers ja teenivad .
			
636581	53773	O	"piret 26.02.2003 09:19 Hetkel näitab arvuti vaid 17 eelnenud kommentaari ja ega ka mina seda näitajat rohkem kui 1 võrra suurendada ei soovi ... kui just too "" piret "" ei tuleta mulle meelde meie ühiselt veedetud aegu ?"
636581	53773	S	"Piret 26.02.2003 09:19 Hetkel näitab arvuti 17 eelnenud kommentaari ja ega mina seda näitajat suurendada ei soovi ... kui just too "" piret "" ei tuleta mulle meelde meie veedetud aegu ?"
			
670110	5419	O	- esimese vanuseklassi kastreeritud isasveiste puhul vähemalt kaheksa- , kuid mitte rohkem kui 20kuused ja teise vanuseklassi puhul vähemalt 21kuused .
670110	5419	S	- esimese vanuseklassi kastreeritud isasveiste puhul kaheksa- , kuid rohkem kui 20kuused ja teise vanuseklassi puhul 21kuused .
			
288979	610	O	Avalikkuseni jõudnud infokildudest kujunenud pilt on segane ja sellest tingitud kära rohkem kui tehinguga seotud sisulisi probleeme .
288979	610	S	Avalikkuseni jõudnud infokildudest kujunenud pilt on segane ja sellest tingitud kära seotud sisulisi probleeme .
			
680897	321	O	Siit teeksingi ettepaneku - siduda kutsumine ka kasutajaks oldud ajaga , aastaid kasutajastaaži näitab siiski pisut rohkem kui paar rohelist kuubikut , mida nii lihtsalt saab privaatsõnumi teel endale juurde lunida .
680897	321	S	Teeksingi ettepaneku - siduda kutsumine kasutajaks oldud ajaga , aastaid kasutajastaaži näitab .
			
7767	435	O	Kokku sai tasuta süsti rohkem kui 16 000 tallinlast .
7767	435	S	Sai tasuta süsti .
			
305702	783	O	Põhja-Korea liidri rohkem kui nädal aega väldanud rongireisi tõttu läbi Venemaa on seni äramuudetud umbes 150 elektrirongi ja 40-50 reisirongi sõidugraafik , mis on mõjutanud ligikaudu 200 000 inimese kavatsusi .
305702	783	S	Põhja-Korea liidri kui nädal aega väldanud rongireisi tõttu läbi Venemaa on äramuudetud 150 elektrirongi ja 40 - 50 reisirongi sõidugraafik , mis on mõjutanud 200 000 inimese kavatsusi .
			
338061	167	O	Kogutud maksete alusel oli Hansa Elukindlustuse turuosa mullu 46,6% ehk ligi 4% rohkem kui aasta tagasi .
338061	167	S	Kogutud maksete alusel oli Hansa Elukindlustuse turuosa 46,6% ehk 4% rohkem kui aasta tagasi .
			
286024	0	O	Rohkem kui aasta kodus pisipoega kasvatanud Karmel Eikner juhib tuleval esmaspäeval TV1 hommikuprogrammi .
286024	0	S	Kui aasta kodus pisipoega kasvatanud Karmel Eikner juhib tuleval esmaspäeval TV1 hommikuprogrammi .
			
705050	1356061	O	Tegelikult on see eetika , moraali ja südametunnistuse küsimus , kas me tahame oma lapsi sääraste asjade eest kaitsta rohkem kui praegu või mitte .
705050	1356061	S	On see eetika , moraali ja südametunnistuse küsimus , me tahame oma lapsi sääraste asjade eest kaitsta .
			
171741	171	O	Pronksmedalit otsustavas matšis langes veidi rohkem kui minutiga itaallane Paolo Bianchessi , enne seda pani meie mees selili medalipretendentide sekka arvatud Selim Tataroglu ( Türgi ) ja Daniel Hernandesi ( Brasiilia ) .
171741	171	S	Pronksmedalit otsustavas matšis langes kui itaallane Paolo Bianchessi , enne seda pani meie mees medalipretendentide sekka arvatud Selim Tataroglu ( Türgi ) ja Daniel Hernandesi ( Brasiilia ) .
			
184820	614	O	Samuti ei ole pea ühelgi lehel enam alles täismahus rahastatavaid isiklikke korrespondente rohkem kui ühes-kahes välisriigis , Novõe Izvestijal saab neid olema viis - USA-s , Suurbritannias , Prantsusmaal , Saksamaal ja Hiinas .
184820	614	S	Ei ole ühelgi lehel täismahus rahastatavaid isiklikke korrespondente
			
476322	4933	O	Mis aga uude põhitöösse puutub , siis oli varemail aastail raadioajakirjanikuna tuntud ja viimastel avalikkussuhetega tegelnud naisel kaaluda rohkem kui üks võimalus , aluseks Tartu Ülikoolist saadud romaani-germaani filoloogi , tõlkija ja pedagoogi diplom .
476322	4933	S	Mis aga uude põhitöösse puutub , oli varemail aastail raadioajakirjanikuna tuntud ja viimastel avalikkussuhetega tegelnud naisel kaaluda , aluseks Tartu Ülikoolist saadud romaani-germaani filoloogi , tõlkija ja pedagoogi diplom .
			
621397	10088	O	2 ) taotluse esitajale antud tegevusluba on varem kehtetuks tunnistatud käesoleva seaduse § 15 alusel ja nimetatud kehtetuks tunnistamisest on möödunud vähem kui kolm aastat ;
621397	10088	S	2 ) taotluse esitajale antud tegevusluba on kehtetuks tunnistatud käesoleva seaduse § 15 alusel ja nimetatud kehtetuks tunnistamisest on möödunud ;
			
634776	32490	O	- kellele kuulub rohkem kui pool kapitalist või varast ;
634776	32490	S	- kellele kuulub pool kapitalist või varast ;
			
660228	25780	O	Ainus ekspordiga seotud element on see , et erilist tähelepanu pööratakse väikestele ja keskmise suurusega ettevõtjatele , kelle eksportmüük moodustab rohkem kui 20% nende kogukäibest .
660228	25780	S	Ainus ekspordiga seotud element on see , et erilist tähelepanu pööratakse väikestele ja keskmise suurusega ettevõtjatele , kelle eksportmüük moodustab .
			
331365	3188	O	Bin Ladeni varasem parem käsi , egiptlane Ayman al-Zawahiri teeb pidevalt uusi avaldusi , kuid tema sõna maksab äärmuslaste maailmas tunduvalt vähem kui kõrilõikamistega otse-eetris kurikuulsaks saanud al-Zarqawi oma .
331365	3188	S	Bin Ladeni varasem parem käsi , egiptlane Ayman al-Zawahiri teeb uusi avaldusi , kuid tema sõna maksab äärmuslaste maailmas kui kõrilõikamistega otse-eetris kurikuulsaks saanud al-Zarqawi oma .
			
660293	340322	O	Tänaseni on alalisi elamislube väljastatud alles vähem kui 10%-le selleks õigust omavatest inimestest .
660293	340322	S	On alalisi elamislube väljastatud vähem kui 10%-le selleks õigust omavatest inimestest .
			
385190	2108	O	Dinosaurused ( tõlkes kohutavad sisalikud ) -- valitsesid maailma rohkem kui 200 miljonit aastat ja kadusid 65 miljonit aasta eest , pärast seda , kui Maad tabas meteoriit .
385190	2108	S	Dinosaurused ( tõlkes kohutavad sisalikud ) -- valitsesid maailma ja kadusid 65 miljonit aasta eest , pärast seda , kui Maad tabas meteoriit .
			
640963	5162	O	4 ) eraõiguslik juriidiline isik , mis ei ole äriühing ja mida rohkem kui 50 protsendi ulatuses finantseerib või mille nõukogu või juhatuse liikmetest rohkem kui pooled määravad kas koos või eraldi riik , kohalik omavalitsus ja/või avalik-õiguslik juriidiline isik ;
640963	5162	S	4 ) eraõiguslik juriidiline isik , mis ei ole äriühing ja mida 50 protsendi ulatuses finantseerib või mille nõukogu või juhatuse liikmetest pooled määravad riik , kohalik omavalitsus ja / või avalik-õiguslik juriidiline isik ;
			
319491	475	O	Eesti Turismifirmade Liidu tegevdirektor Leelo Ilbis ütles ETAle , et tagatise kohustuseks on üks protsent firma planeeritavast käibest - välisreiside korraldajail mitte vähem kui 100.000 krooni , siseturismiga tegelejail minimaalselt 10.000 krooni .
319491	475	S	Eesti Turismifirmade Liidu tegevdirektor Leelo Ilbis ütles ETAle , et tagatise kohustuseks on üks protsent firma planeeritavast käibest - välisreiside korraldajail , siseturismiga tegelejail 10.000 krooni .
			
659992	5900	O	Ükski rühm ei või saada rohkem kui ühe artiklis 4 nimetatud litsentsi .
659992	5900	S	Ükski rühm ei või saada ühe artiklis 4 nimetatud litsentsi .
			
397932	3711	O	Nende tegemisel on nähtud vaeva ja pressitud fantaasiat rohkem kui enamikus 1999. aastal välja antud eesti muusikas kokku .
397932	3711	S	Nende tegemisel on nähtud vaeva ja pressitud fantaasiat enamikus 1999. aastal antud eesti muusikas kokku .
			
136863	478	O	Hiiumaa Erametskonnale kuulub nüüd ligi 3000 hektarit metsamaad ehk 400 hektarit rohkem kui senisele liidrile OÜ-le Traperii , kirjutab Äripäev .
136863	478	S	Hiiumaa Erametskonnale kuulub ligi 3000 hektarit metsamaad ehk 400 hektarit rohkem kui senisele liidrile OÜ-le Traperii , kirjutab Äripäev .
			
306265	901	O	Ja veel enne seda oli elektrivõrgu kaudu töötavat internetiühendust Saksamaal Essenis rohkem kui kahesajas majapidamises mitu kuud testitud .
306265	901	S	Ja enne seda oli elektrivõrgu kaudu töötavat internetiühendust Saksamaal Essenis kahesajas majapidamises mitu kuud testitud .
			
515481	245	O	Rahvas ootab pärast olümpiavõitu kindlasti rohkem kui varem , ent minu sisetunne küll muutunud pole , ütleb Salt Lake City olümpialt kulla ja hõbedaga naasnud Veerpalu rahulikult .
515481	245	S	Rahvas ootab pärast olümpiavõitu , ent minu sisetunne muutunud pole , ütleb Salt Lake City olümpialt kulla ja hõbedaga naasnud Veerpalu .
			
458421	868	O	Kaelamurdva teekonna toonekurgede pesani on Salmar mõttes läbinud rohkem kui kümnel korral .
458421	868	S	Kaelamurdva teekonna toonekurgede pesani on Salmar mõttes läbinud .
			
109288	1032	O	See omakorda tähendaks mobiilsideoperaatoritele kõnede ja lühisõnumite kõrval täiesti uue sissetuleku tekkimist , sest näiteks praeguste hindadega maksaks EMT võrgus ühe pildi sõbrale e-postiga saatmine keskmiselt kolm krooni ehk pisut rohkem kui lühisõnum .
109288	1032	S	See tähendaks mobiilsideoperaatoritele kõnede ja lühisõnumite kõrval uue sissetuleku tekkimist , sest näiteks praeguste hindadega maksaks EMT võrgus ühe pildi sõbrale e-postiga saatmine kolm krooni .
			
381835	1268	O	Selge on , et kogu ettevõtte majanduslikku riski töötajate osas riik enesele võtta ei saa , kuid vähem kui senine kaks keskmist palka ei saa see enam olla , liiatigi kui Euroopa Liidu Nõukogu 80/987/EFC direktiiv räägib kolmest kuupalgast kui sotsiaalselt vastuvõetavast .
381835	1268	S	Selge on , et kogu ettevõtte majanduslikku riski töötajate osas riik enesele võtta ei saa , kuid ei saa see enam olla , Euroopa Liidu Nõukogu 80 / 987 / EFC direktiiv räägib kolmest kuupalgast vastuvõetavast .
			
321318	1860	O	Näiteks Helsingi linna energiavajadusest rahuldataks Vene maagaasiga kolm neljandikku ehk vähem kui kümne aasta pärast voolaks läbi merepõhjas kulgeva trassi Helsingi linna külje all maagaasi neliteist korda rohkem , kui Soome pealinn ise aastas tarbib .
321318	1860	S	Näiteks Helsingi linna energiavajadusest rahuldataks Vene maagaasiga kolm neljandikku ehk voolaks läbi merepõhjas kulgeva trassi Helsingi linna külje all maagaasi , kui Soome pealinn ise aastas tarbib .
			
550219	839	O	Viimaste andmete järgi on Eestis veel umbes 138 000 lehma - üle kahe korra vähem kui kümme aastat tagasi .
550219	839	S	Viimaste andmete järgi on Eestis 138 000 lehma - kahe korra vähem kui kümme aastat tagasi .
			
563353	5977	O	"Aga näe , ei läinudki rohkem kui paarkümmend sajandit , kui Eesti oma ajalehes ilmub lugu , milles sõna "" põllumajandus "" jutumärkidesse pandud ."
563353	5977	S	"Aga näe , ei läinudki , kui Eesti oma ajalehes ilmub lugu , milles sõna "" põllumajandus "" jutumärkidesse pandud ."
			
699449	434	O	Nässu läks rohkem kui 1300 trafopunkti , Tallinn kaotas üle 300 puu , enamiku neist jällegi Kadriorus .
699449	434	S	Läks , Tallinn kaotas üle 300 puu , enamiku neist Kadriorus .
			
503947	3432	O	Seega maksid minu Hoiupanga aktsiad ostes 6-7 korda vähem kui praegu .
503947	3432	S	Maksid minu Hoiupanga aktsiad ostes .
			
